FL1-H	FL2-H	FL3-H	FL4-H
106	724	0	735
0	974	0	737
244	0	338	702
123	0	31	753
58	749	110	791
7	730	0	732
0	770	0	762
297	0	335	241
132	837	0	751
19	26	213	783
140	748	3	739
79	71	133	705
284	766	0	759
0	813	0	759
273	137	43	756
0	848	64	742
0	775	0	747
126	0	0	754
0	792	147	760
5	10	295	707
10	936	0	747
116	832	0	768
0	863	0	769
20	685	1	765
0	0	0	704
0	42	0	716
723	997	986	710
217	748	381	722
320	0	596	224
181	224	68	710
104	782	0	776
131	227	0	731
66	176	0	750
167	870	49	779
0	789	0	715
110	801	523	774
132	723	0	735
223	0	21	739
9	503	56	716
186	34	57	697
0	701	0	770
0	757	0	731
108	766	126	791
207	0	139	737
0	693	0	719
20	63	0	691
211	210	49	707
84	147	0	699
236	0	111	727
193	491	420	745
159	881	0	773
194	25	0	694
148	723	0	764
152	0	66	729
100	15	155	772
82	349	0	724
208	223	423	750
0	49	0	719
0	775	0	778
25	755	0	751
41	795	0	742
0	658	297	760
0	885	0	794
229	791	305	718
18	745	0	768
40	762	295	736
110	230	31	709
225	870	0	767
214	97	310	719
264	753	0	762
49	0	241	773
0	872	53	727
179	685	73	735
94	765	111	758
220	0	0	724
198	5	0	719
85	698	272	725
61	0	59	687
178	480	103	783
0	654	42	728
214	548	124	717
227	0	295	713
234	0	85	813
245	130	339	371
0	756	28	788
274	247	0	750
0	768	0	734
25	783	0	756
222	709	36	742
188	760	13	771
217	7	251	692
160	835	0	744
86	80	464	729
213	169	0	701
0	796	0	722
152	0	167	772
187	765	180	767
179	711	14	765
10	255	44	702
0	0	370	732
537	324	217	200
249	65	89	730
11	726	20	784
0	673	6	788
123	673	117	766
167	743	324	748
50	782	173	734
191	705	0	779
0	43	0	692
0	828	0	760
204	194	0	689
0	828	12	749
0	690	0	760
223	164	234	690
0	121	73	718
0	809	509	737
0	809	39	755
93	693	311	758
0	842	0	735
101	209	152	728
0	873	21	781
0	770	0	742
0	850	0	753
206	194	194	726
0	752	49	750
5	652	0	766
17	739	0	726
124	3	34	703
298	273	403	729
239	195	119	709
0	738	383	732
282	277	153	689
0	810	0	725
117	348	0	676
0	852	0	763
273	0	230	688
13	843	0	726
155	886	0	784
63	671	0	759
29	706	0	770
0	787	88	780
50	738	0	757
84	801	0	687
177	46	167	670
111	784	0	751
210	0	259	734
546	1008	743	687
35	764	0	787
101	690	230	772
9	889	0	748
204	613	118	751
68	655	48	729
103	710	452	797
182	0	114	741
212	755	469	747
128	797	40	771
0	744	0	715
162	9	0	745
134	0	152	729
0	199	28	717
165	846	51	727
44	742	0	786
136	0	178	713
245	0	0	778
138	661	0	752
103	700	32	757
50	0	254	725
0	717	293	743
210	577	39	754
0	885	0	744
265	160	189	723
148	217	239	697
79	0	0	700
242	309	131	736
0	226	0	714
5	777	0	755
39	775	0	727
235	137	135	690
258	28	143	714
70	719	323	729
0	722	0	759
62	0	87	760
0	740	0	741
157	745	0	787
189	753	0	760
124	196	140	716
163	228	0	747
0	778	106	757
0	724	278	749
47	796	0	763
167	730	154	766
0	786	0	780
202	1	101	693
299	146	396	602
184	82	68	742
40	608	0	755
0	876	126	786
36	772	0	761
25	693	0	750
0	635	792	674
56	600	0	702
152	816	0	734
0	260	137	704
0	792	0	736
227	123	178	735
0	661	204	727
0	763	160	783
143	14	7	339
102	161	0	697
45	878	0	742
163	0	543	690
212	0	483	705
0	665	0	730
0	911	0	772
110	0	907	0
0	743	0	729
226	0	25	752
107	0	123	762
29	821	0	753
37	766	37	736
0	744	32	763
217	610	0	701
0	747	0	797
0	903	43	772
0	816	35	773
3	11	297	674
0	771	433	740
136	712	0	713
64	556	0	744
53	0	309	764
0	90	991	586
225	648	211	717
128	0	321	661
81	691	0	738
173	213	0	695
16	581	0	745
103	195	0	715
186	618	215	749
107	707	53	721
0	839	214	768
0	777	0	706
183	9	189	732
173	771	0	751
259	620	0	762
0	862	0	750
555	55	582	72
0	754	0	784
199	0	211	736
283	5	214	294
148	663	106	745
169	1	217	682
196	96	216	684
226	556	23	771
358	50	346	368
298	0	230	153
187	150	106	728
0	814	104	733
41	786	0	776
0	778	140	759
223	666	0	817
71	655	0	747
201	0	0	718
11	883	0	783
248	474	276	780
31	795	0	753
347	194	226	53
0	861	55	793
82	817	279	762
249	232	241	721
184	127	353	708
224	947	0	778
160	637	562	756
77	29	257	720
163	90	237	690
0	771	25	776
17	188	52	740
0	707	46	729
61	812	0	778
0	666	323	748
195	227	0	213
199	13	6	757
167	105	248	668
118	690	0	788
131	712	0	782
264	0	361	247
355	40	386	770
0	846	0	742
171	0	64	674
0	827	0	742
84	358	263	741
0	738	0	775
139	67	122	705
17	673	324	732
196	0	191	761
98	578	46	720
0	856	0	738
179	173	254	703
122	0	126	782
186	85	163	713
377	0	604	685
172	0	4	667
135	714	176	757
168	797	0	749
128	0	113	713
36	717	0	729
186	0	26	715
95	9	0	679
234	118	325	705
223	181	0	702
173	23	76	738
120	245	0	714
0	788	380	753
23	49	59	759
196	187	246	745
93	141	0	706
122	823	3	751
106	85	216	704
0	703	0	734
92	77	168	742
1023	138	1004	1023
0	809	0	762
235	0	175	713
177	584	15	774
346	51	485	656
269	40	53	752
0	869	0	769
87	814	56	708
75	35	0	739
150	0	98	693
140	862	0	771
256	64	223	688
0	882	9	760
19	836	0	759
142	762	0	703
319	147	0	131
89	0	226	780
208	574	0	730
235	111	267	688
54	254	200	729
6	767	410	752
177	190	0	744
50	691	91	760
0	790	0	759
62	232	45	668
252	0	343	153
260	0	170	748
201	0	342	703
220	754	0	746
151	692	0	797
0	863	0	772
111	743	109	812
212	614	0	803
120	619	0	776
208	200	15	755
0	889	0	765
0	796	0	749
648	1000	909	723
250	189	2	747
21	772	0	723
185	644	59	730
135	228	0	744
184	228	0	684
209	234	35	689
66	74	0	745
98	843	103	769
205	742	0	775
119	860	44	793
56	769	0	737
162	123	148	665
0	873	0	750
28	757	5	752
0	832	32	757
98	63	137	730
124	551	94	777
0	859	0	718
101	110	137	711
0	836	0	724
0	682	0	734
135	46	0	754
185	67	6	396
182	685	130	774
208	100	0	701
224	0	221	793
137	657	0	815
155	62	442	722
0	837	0	810
135	0	133	682
112	0	15	706
643	289	219	172
0	681	0	728
67	56	76	697
0	844	163	775
144	0	411	697
0	240	0	703
0	690	0	743
98	0	295	730
112	244	47	707
161	779	0	760
0	774	32	756
38	619	0	723
194	71	0	709
156	0	0	715
20	758	0	774
211	664	119	733
166	285	0	729
132	642	35	744
232	0	453	739
0	894	0	756
297	191	228	363
246	175	173	766
0	717	26	754
74	168	0	697
0	824	232	751
214	695	211	735
146	148	193	710
0	648	11	762
82	184	237	262
24	648	0	760
45	741	0	801
70	651	117	762
299	109	71	319
0	852	124	739
0	839	0	784
111	45	176	719
249	151	389	749
9	724	0	761
0	730	0	770
270	28	288	323
250	11	15	719
