FL1-H	FL2-H	FL3-H	FL4-H
67	81	152	63
0	863	0	739
0	815	0	760
23	173	0	751
153	0	95	708
144	386	58	635
13	751	0	775
137	0	8	756
0	862	0	758
19	769	0	785
108	43	0	709
83	84	0	750
44	339	2	103
109	625	270	760
280	50	172	630
0	562	0	499
0	581	0	560
164	540	0	457
0	649	0	511
154	57	90	722
604	161	333	268
0	816	37	777
51	0	402	505
117	32	38	623
29	829	0	777
261	0	0	740
1	687	37	726
0	818	0	758
0	796	0	743
0	798	0	746
31	266	28	669
50	745	0	757
591	78	262	0
0	787	0	711
46	740	0	720
193	233	354	736
182	271	0	719
217	345	253	712
93	11	126	766
160	82	0	770
58	870	26	772
0	835	593	724
174	624	0	754
157	214	12	703
73	717	0	726
165	0	215	718
216	145	129	736
52	762	299	762
62	703	0	767
22	788	112	712
0	783	20	743
145	681	0	780
208	18	174	706
0	791	0	736
30	704	0	780
0	818	0	734
78	715	0	720
0	569	35	747
0	882	0	718
221	90	73	748
0	0	808	464
46	0	103	708
0	845	0	741
61	770	0	793
76	0	205	677
90	54	25	711
75	622	155	740
0	799	12	766
156	211	197	707
63	745	1	751
171	399	79	697
213	0	344	683
158	731	250	748
268	0	394	701
108	880	0	766
664	274	0	117
146	340	39	726
0	0	130	700
132	241	0	727
392	0	348	293
184	76	45	731
0	783	0	735
0	721	55	770
170	0	0	812
159	36	394	715
717	273	0	69
0	698	0	797
0	794	0	746
0	762	0	778
107	76	0	766
32	645	11	785
183	0	103	743
157	247	46	756
138	64	0	729
355	0	361	718
155	0	101	724
258	0	0	756
157	208	88	801
108	401	83	777
25	930	0	764
203	321	0	697
0	175	77	716
0	773	0	788
96	0	109	715
125	0	0	703
233	0	0	751
0	805	0	806
80	0	47	700
164	733	5	766
518	195	334	235
0	791	0	778
176	99	129	715
0	763	0	733
41	142	172	731
87	0	0	683
140	898	0	780
172	162	281	628
54	176	0	662
200	0	48	744
137	60	0	725
595	242	0	270
84	178	0	680
0	844	0	779
12	786	14	749
0	804	0	733
165	646	0	741
16	808	6	762
176	0	117	700
91	0	36	660
154	0	0	708
138	0	72	636
0	714	0	718
0	812	0	720
118	188	354	696
231	144	79	715
227	56	225	705
0	282	194	726
0	240	0	757
0	766	0	752
66	788	0	726
79	572	36	778
191	0	9	735
0	812	0	804
33	183	0	644
0	795	0	722
0	761	0	728
83	778	0	717
0	698	23	741
209	710	61	745
133	134	190	668
4	664	311	752
299	156	116	765
42	0	85	707
81	816	0	752
571	236	267	251
50	493	0	756
0	510	1005	0
173	85	0	696
0	777	622	719
16	764	542	733
0	816	688	727
614	234	160	145
213	44	200	722
185	0	158	744
18	216	0	723
147	682	0	747
41	799	0	746
0	841	0	700
433	0	366	477
557	130	471	207
0	746	0	741
223	0	385	402
185	626	0	722
17	629	0	729
363	282	238	253
148	346	0	743
139	0	159	734
566	0	492	199
210	805	444	724
126	142	427	717
274	0	283	703
103	694	84	750
167	718	321	744
166	677	0	705
0	870	26	754
243	759	182	757
118	98	275	710
52	798	0	747
213	861	551	742
236	180	349	688
218	800	158	734
249	763	33	743
57	675	0	782
218	282	0	694
296	527	348	765
242	80	322	702
284	161	257	692
227	0	323	725
8	871	28	774
0	823	1006	0
261	0	308	669
0	854	9	768
160	0	455	719
171	97	50	713
0	821	0	774
58	0	115	750
0	286	0	692
121	41	0	628
192	710	0	750
24	221	0	696
0	836	0	734
2	85	649	719
168	0	209	700
70	701	197	751
394	62	327	306
0	812	0	769
0	766	6	758
114	294	0	684
159	790	0	785
373	0	337	336
238	184	0	753
0	784	0	775
209	366	33	735
141	142	0	721
155	672	511	736
