FL1-H	FL2-H	FL3-H	FL4-H
22	110	38	777
0	6	0	766
0	980	0	741
146	31	0	716
75	121	0	682
43	0	192	723
163	278	283	754
138	0	133	702
0	0	0	736
151	201	0	735
72	391	0	670
0	226	0	700
148	0	381	705
200	8	0	681
82	38	288	693
144	915	16	729
146	63	0	697
76	0	426	730
0	0	0	710
181	0	71	734
155	212	0	752
182	0	198	686
111	0	21	706
97	140	31	775
0	73	0	657
0	0	132	746
166	0	399	769
143	0	126	740
48	0	227	758
0	890	723	651
166	0	158	722
228	0	49	778
130	0	130	757
228	182	188	713
28	155	0	729
26	68	64	745
161	205	0	675
113	231	517	736
116	0	620	739
24	88	0	738
136	0	61	755
182	0	0	739
44	0	0	731
129	0	0	762
0	250	0	741
179	102	7	763
0	103	0	712
137	78	0	728
229	169	0	782
223	0	0	769
20	849	0	649
154	0	0	739
229	110	0	773
81	67	0	799
214	113	5	741
315	909	502	753
232	0	45	784
269	0	123	783
211	0	211	775
0	47	0	759
267	369	196	616
0	0	66	700
205	94	0	766
121	0	0	803
150	143	0	763
0	0	0	720
309	65	248	251
135	895	0	735
75	126	735	774
149	84	0	734
245	82	0	756
160	0	150	750
96	107	0	795
121	0	83	714
67	0	310	753
100	0	10	758
185	0	40	711
0	0	48	766
128	0	191	748
114	27	10	790
111	230	0	778
123	0	116	700
239	11	0	781
0	0	77	724
149	6	413	753
88	0	332	738
157	0	436	94
110	0	444	0
128	0	474	0
186	35	461	104
123	11	488	343
203	0	559	686
197	0	499	387
79	147	472	321
0	0	422	722
28	0	382	745
0	877	0	759
181	144	222	632
58	218	195	734
0	317	0	764
91	94	0	640
199	256	0	716
100	0	0	761
180	98	86	683
67	104	0	668
4	0	242	628
203	0	397	662
161	0	404	678
29	0	495	0
153	257	0	576
134	0	563	693
153	122	344	602
121	0	321	748
0	230	996	454
31	182	14	684
22	227	0	762
63	223	0	702
65	205	0	770
0	0	0	719
158	0	0	741
0	275	0	746
126	0	0	759
118	14	99	120
127	97	0	715
202	0	403	0
135	0	347	538
37	31	280	708
138	84	282	726
49	0	0	750
82	0	63	633
116	0	0	730
99	0	0	766
158	140	197	740
244	176	112	788
95	137	0	705
167	0	7	792
167	0	172	755
93	0	94	749
200	22	254	746
126	0	0	759
0	152	0	729
123	19	0	754
105	193	8	737
184	198	0	749
117	0	0	776
96	54	144	727
46	0	0	675
181	135	0	766
170	136	0	740
128	0	57	793
98	281	0	767
52	183	13	740
272	0	0	751
0	1017	0	695
186	0	77	770
148	0	75	782
73	0	0	713
106	0	14	714
69	118	0	725
0	713	0	726
200	113	96	773
144	32	0	767
76	0	210	766
97	48	0	640
142	98	12	742
69	0	0	767
344	1017	558	731
213	304	199	667
150	93	0	695
114	0	175	754
130	152	0	727
0	243	9	778
144	0	0	784
54	18	36	689
158	147	27	700
195	4	0	786
299	0	191	7
52	184	119	666
114	177	0	710
151	0	14	770
141	0	31	746
97	0	12	726
67	124	67	730
106	0	39	734
71	0	68	765
81	0	155	780
163	0	115	769
180	0	0	778
0	857	0	720
67	146	0	734
108	945	34	661
163	0	44	738
111	0	120	793
95	0	0	769
94	100	0	719
150	14	0	742
135	17	0	756
313	0	425	205
138	199	0	701
124	130	177	714
62	0	207	709
113	60	0	762
40	273	0	745
174	100	1	788
197	0	90	765
105	0	0	731
141	118	0	753
74	126	0	752
93	0	12	782
0	47	0	712
93	38	0	714
156	0	0	764
19	201	0	736
93	214	191	782
0	39	20	784
236	110	432	737
128	0	30	766
76	171	74	757
64	0	137	729
161	0	196	717
0	0	282	631
222	592	0	676
0	201	5	436
169	266	0	197
0	0	400	578
197	0	484	612
194	24	433	266
214	0	464	490
39	0	427	435
124	97	407	510
134	65	422	624
117	0	388	688
0	196	299	416
28	89	312	578
0	178	25	443
109	225	161	480
0	873	306	663
21	27	413	538
51	88	140	481
152	825	0	768
82	0	166	662
0	278	0	419
33	209	131	537
0	772	0	550
59	180	0	656
178	152	63	569
0	895	0	685
196	104	0	657
0	458	0	565
149	163	0	673
141	0	452	640
44	188	132	639
27	0	0	670
122	253	248	249
102	17	173	737
129	165	0	762
136	0	0	742
89	231	0	732
66	41	0	756
8	310	40	736
23	143	0	776
118	180	101	737
119	19	0	782
214	29	40	766
83	21	208	748
259	0	365	150
172	0	195	761
174	345	286	745
123	189	11	736
177	0	226	745
46	876	361	701
165	0	135	743
96	0	176	769
247	167	300	727
201	129	297	756
203	0	281	720
185	70	102	737
243	85	126	720
77	37	115	701
240	208	0	704
228	0	83	773
150	150	165	684
171	0	0	782
92	210	0	727
69	213	52	700
158	183	0	765
131	209	0	741
