FL1.H	FL2.H	FL3.H	FL4.H
0.0	0.0	44.3680305481	162.671890259
90.4520568848	77.8501815796	256.066925049	116.84882354700001
0.0	0.0	31.691450119000002	113.412094116
0.0	0.0	0.0	229.115341187
84.08219146729999	161.782394409	24.0855026245	260.045898438
105.73972320600001	0.0	0.0	150.07054138200002
35.671234130900004	417.22830200199996	517.204467773	494.88912963900003
0.0	116.775268555	0.0	257.75476074200003
521.05480957	161.782394409	688.3383178710001	155.798431396
0.0	0.0	110.286247253	522.382995605
0.0	1.21640908718	0.0	184.43785095200002
77.7123260498	15.813317298900001	6.338289737699999	224.533035278
0.0	121.640907288	15.2118959427	9.16461372375
22.9315071106	30.4102268219	1.2676579952200002	187.874572754
171.986297607	248.14744567900001	128.033462524	334.508392334
70.0684967041	282.20690918	149.58364868200002	0.0
7.64383554459	125.290130615	8.87360572815	202.767074585
57.328765869099996	32.843044281	166.063201904	197.039199829
196.19178772	1.21640908718	64.6505584717	273.79284668
35.671234130900004	0.0	8.87360572815	171.836502075
0.0	0.0	0.0	288.685333252
343.972595215	148.401901245	145.780670166	216.51399231
64.9726028442	120.42449188200001	199.02230835	144.342666626
0.0	0.0	36.762081146199996	0.0
21.6575336456	0.0	0.0	76.7536392212
0.0	23.111772537199997	119.159851074	130.595748901
39.4931488037	0.0	6.338289737699999	224.533035278
312.123291016	315.04992675799997	91.27137756350001	208.4949646
178.356170654	152.05113220200002	193.951675415	237.134384155
211.479446411	182.461349487	200.28996276900003	81.3359451294
268.80822753900003	181.244949341	0.0	261.191497803
103.19178009	45.007133483900006	22.817844390900003	166.108627319
620.4246826169999	57.171226501499994	673.1264038090001	150.07054138200002
131.21917724600002	0.0	30.4237918854	277.229553223
456.08218383800005	57.171226501499994	640.167297363	297.849945068
0.0	181.244949341	0.0	246.298995972
0.0	41.3579063416	0.0	167.254196167
85.3561630249	149.61831665	46.9033470154	0.0
20.383562087999998	0.0	24.0855026245	178.709960938
0.0	155.700363159	112.821563721	10.310190200800001
250.972595215	176.37930297900002	0.0	0.0
0.0	85.1486358643	117.892196655	297.849945068
458.63012695300006	162.998809814	683.26763916	210.78611755400001
71.3424682617	205.573120117	167.330856323	107.684211731
0.0	143.536270142	195.219329834	192.456893921
194.917800903	332.079681396	58.3122673035	201.621505737
99.3698654175	710.382873535	673.1264038090001	764.09967041
570.739746094	159.349578857	651.57623291	174.127655029
0.0	43.790725708000004	49.43866348270001	0.0
279.0	254.229492188	228.178436279	160.380737305
101.917808533	161.782394409	117.892196655	313.888031006
536.342468262	51.089179992700004	638.8996582030001	0.0
0.0	42.5743179321	35.4944229126	199.330352783
217.849319458	261.527954102	93.8066940308	0.0
611.506835938	0.0	703.550170898	71.0257568359
0.0	0.0	5.0706319809	195.89361572299998
0.0	115.558860779	67.185874939	260.045898438
366.90411377	422.093933105	371.423797607	363.14782714800003
0.0	15.813317298900001	242.12268066400003	280.66629028299997
0.0	128.939361572	0.0	223.387451172
0.0	0.0	0.0	0.0
5.0958905219999995	131.372177124	0.0	134.032470703
254.79452514599998	124.073722839	2.53531599045	219.95072937
58.6027412415	167.86444091799999	169.866165161	32.0761489868
2.5479452609999997	0.0	72.2565078735	265.77380371099997
361.80822753900003	211.65516662599998	65.9182128906	245.153411865
152.876708984	293.15457153299997	200.28996276900003	273.79284668
0.0	58.387634277299995	26.6208171844	222.24188232400002
0.0	0.0	91.27137756350001	146.63381958
108.28767395	57.171226501499994	174.936798096	315.033599854
0.0	15.813317298900001	0.0	238.279953003
180.90411377	166.648040771	124.230484009	234.84323120099998
239.50685119599999	175.16290283200001	244.65798950200002	274.938415527
8.91780853271	47.439952850299996	0.0	221.096298218
0.0	71.7681350708	38.0297393799	297.849945068
202.561645508	216.520812988	197.75465393099998	264.62820434599996
228.04109191900002	182.461349487	166.063201904	158.089584351
0.0	122.85731506299999	34.226764679	246.298995972
0.0	65.686088562	0.0	328.780517578
0.0	139.887039185	7.605947971339999	151.216125488
0.0	189.75981140099998	6.338289737699999	325.343780518
178.356170654	294.37097168	238.319702148	242.862258911
15.287671089200002	0.0	0.0	263.482635498
0.0	37.7086791992	0.0	271.50167846700003
45.8630142212	119.208084106	13.944237709000001	308.160125732
34.3972587585	18.2461357117	31.691450119000002	276.083984375
229.315063477	85.1486358643	143.245346069	178.709960938
566.917785645	63.253269195600005	676.929382324	232.552078247
0.0	94.8799057007	0.0	0.0
535.068481445	25.5445899963	713.691467285	280.66629028299997
0.0	0.0	93.8066940308	0.0
34.3972587585	0.0	0.0	305.868988037
96.82191467290001	116.775268555	0.0	280.66629028299997
118.479454041	26.7609996796	16.479553222699998	186.72900390599997
45.8630142212	147.18548584	187.613388062	221.096298218
64.9726028442	121.640907288	26.6208171844	490.30682373
11.4657535553	159.349578857	205.360595703	232.552078247
127.39726257299999	392.900115967	65.9182128906	294.41320800799997
0.0	29.1938171387	109.018585205	207.34938049299998
0.0	131.372177124	112.821563721	0.0
647.178100586	0.0	628.7583618159999	0.0
0.0	92.44709014889999	0.0	216.51399231
121.027397156	553.466125488	614.814147949	646.105285645
140.136993408	9.73127269745	195.219329834	147.779388428
403.849304199	498.72769165	316.91448974599996	752.643920898
0.0	30.4102268219	166.063201904	184.43785095200002
115.931503296	193.409042358	0.0	138.614776611
136.315063477	0.0	93.8066940308	190.165740967
244.602737427	144.752670288	0.0	136.323623657
0.0	0.0	0.0	230.26092529299999
0.0	62.0368614197	7.605947971339999	116.84882354700001
0.0	9.73127269745	120.427505493	264.62820434599996
103.19178009	90.01426696780001	3.8029739856699996	280.66629028299997
0.0	63.253269195600005	34.226764679	128.304595947
319.76712036099997	227.46849060099998	148.31597900399998	302.432250977
0.0	490.21282959	581.855041504	580.8073730469999
35.671234130900004	0.0	5.0706319809	53.8421058655
66.24657440189999	62.0368614197	49.43866348270001	160.380737305
215.301376343	261.527954102	188.88104248	219.95072937
0.0	277.341247559	533.684020996	568.206054688
149.054794312	227.46849060099998	183.810409546	191.31130981400003
131.21917724600002	164.21522522	204.092941284	144.342666626
44.5890426636	24.3281803131	77.3271408081	2.29115343094
122.30136871299999	176.37930297900002	226.91078186	0.0
104.465751648	175.16290283200001	160.99256897	148.924972534
0.0	138.670623779	55.7769508362	222.24188232400002
271.35617065400004	278.557678223	152.11895752	284.103027344
40.767124175999996	0.0	17.7472114563	235.98880004900002
0.0	0.0	0.0	108.829788208
197.46575927700002	131.372177124	182.54275512700002	215.368423462
42.0410957336	94.8799057007	24.0855026245	166.108627319
0.0	503.593353271	485.51300048800005	579.661804199
100.643836975	0.0	135.639404297	263.482635498
217.849319458	274.908447266	193.951675415	245.153411865
220.397262573	127.722946167	35.4944229126	427.30010986300005
620.4246826169999	405.064208984	777.07434082	224.533035278
644.6301269530001	0.0	650.308532715	301.28668212900004
0.0	0.0	69.72119140619999	26.3482646942
91.7260284424	121.640907288	0.0	304.723419189
101.917808533	178.81213378900003	0.0	161.526321411
169.438354492	248.14744567900001	253.53160095200002	312.742431641
61.1506843567	48.6563606262	192.684020996	192.456893921
115.931503296	378.303222656	649.040893555	538.421081543
0.0	81.4994049072	45.635688781700004	44.6774902344
118.479454041	0.0	0.0	235.98880004900002
294.287658691	187.32699585	49.43866348270001	207.34938049299998
248.42465209999997	329.64685058599997	60.8475837708	320.761474609
0.0	99.7455444336	96.342010498	0.0
380.91781616199995	177.595718384	167.330856323	273.79284668
0.0	128.939361572	0.0	174.127655029
123.575340271	170.297271729	0.0	203.912658691
262.43835449200003	276.124847412	324.520446777	25.2026882172
442.068481445	377.086791992	362.55017089800003	264.62820434599996
1.2739726304999999	15.813317298900001	95.0743484497	286.39416503900003
0.0	34.0594520569	0.0	130.595748901
0.0	53.5219993591	62.115242004399995	209.640533447
247.150680542	175.16290283200001	201.557617188	225.67860412599998
329.958892822	274.908447266	0.0	148.924972534
0.0	80.28299713130001	58.3122673035	112.266517639
14.0136985779	0.0	21.5501861572	154.652862549
21.6575336456	115.558860779	97.609664917	0.0
0.0	48.6563606262	11.408922195399999	256.609191895
38.2191772461	17.0297260284	193.951675415	546.440063477
298.109588623	138.670623779	0.0	319.615905762
129.945205688	229.90130615200002	86.2007446289	237.134384155
87.9041061401	426.959564209	280.152404785	584.244140625
272.630126953	221.386444092	140.710037231	205.05822753900003
0.0	37.7086791992	231.981414795	91.64613342290001
329.958892822	167.86444091799999	0.0	0.0
177.082199097	0.0	31.691450119000002	26.3482646942
304.47946167	315.04992675799997	122.96282196	287.53976440400004
82.8082199097	144.752670288	54.5092926025	79.0447921753
0.0	417.22830200199996	501.99255371099997	516.655090332
281.547943115	282.20690918	103.947952271	245.153411865
346.52053833	266.393585205	121.69516754200001	287.53976440400004
285.369873047	287.07254028299997	82.3977661133	246.298995972
33.1232872009	0.0	148.31597900399998	255.463607788
68.7945175171	0.0	45.635688781700004	170.690933228
63.6986312866	69.3353118896	27.8884754181	155.798431396
105.73972320600001	132.588592529	187.613388062	41.240760803200004
0.0	177.595718384	164.795532227	193.60246276900003
867.5753173830001	280.990478516	389.17098999	262.33706665
210.20547485400002	188.543395996	87.46839904790001	105.39305877700001
36.945205688499996	136.237808228	0.0	288.685333252
250.972595215	501.16052246099997	310.576202393	532.69317627
240.780822754	87.58145141600001	157.18959045399998	0.0
0.0	13.3804998398	1.2676579952200002	269.210540771
303.205474854	235.983352661	210.431228638	273.79284668
0.0	68.1189041138	115.35688018799999	222.24188232400002
0.0	30.4102268219	0.0	248.59014892599998
