FL1-H	FL2-H	FL3-H	FL4-H
144	942	608	793
262	200	0	716
177	0	11	752
289	0	428	753
319	147	3	746
191	158	513	756
140	9	0	748
0	42	1	682
99	246	0	745
271	0	379	425
100	25	33	788
0	880	255	706
154	0	0	717
184	0	0	788
146	0	111	778
245	96	240	664
192	14	34	773
178	70	0	680
147	176	95	702
88	195	0	754
163	331	16	773
224	0	260	799
143	125	0	819
209	49	0	772
109	126	0	753
204	260	0	744
51	155	103	768
49	57	0	754
198	193	17	674
102	57	43	785
302	18	3	736
200	0	313	772
191	0	130	780
245	54	0	781
89	172	199	743
75	102	0	777
237	0	473	770
100	226	32	785
74	83	209	718
188	476	0	729
13	92	143	707
199	6	245	740
211	0	159	745
156	0	187	735
218	0	219	725
0	240	0	779
23	0	167	728
206	0	153	825
117	41	0	774
48	381	0	657
94	0	128	747
154	0	0	731
0	889	19	755
160	171	132	745
0	302	0	734
154	138	0	804
159	0	460	645
139	0	318	745
228	172	343	804
0	873	0	711
233	181	0	734
190	262	0	695
219	234	147	755
155	14	12	735
228	0	170	777
147	0	384	738
0	25	0	705
155	0	150	767
198	89	0	746
71	918	24	719
227	226	22	773
260	986	287	676
167	14	131	728
210	114	409	424
186	0	81	773
167	0	238	754
264	163	0	766
202	124	107	754
219	237	0	735
43	0	143	758
61	0	0	748
109	305	16	765
90	0	211	767
233	67	55	703
182	0	0	780
89	622	0	744
40	0	22	752
199	0	257	755
124	144	0	740
148	0	0	798
230	129	14	767
181	130	242	386
206	493	0	785
226	0	68	807
211	14	0	809
0	0	314	740
123	155	0	752
49	104	180	763
217	820	868	374
0	322	59	703
220	246	0	792
142	0	135	732
119	0	180	763
61	161	171	760
227	34	70	746
32	740	14	786
290	0	120	743
214	210	270	797
239	73	0	785
189	122	34	713
61	0	117	700
166	38	0	757
73	0	85	710
162	0	313	616
148	182	2	764
164	0	341	774
0	0	41	751
126	0	202	737
175	444	219	566
185	0	52	715
0	354	88	767
0	919	0	707
183	165	25	711
267	9	0	826
190	50	0	742
209	251	0	731
66	690	483	736
78	216	0	753
107	0	608	743
235	255	34	729
121	57	162	711
196	142	8	784
181	0	665	660
69	217	78	765
167	201	0	690
215	32	261	745
146	0	91	751
244	0	118	791
172	15	0	769
10	922	596	736
84	194	0	774
115	0	0	792
84	32	81	739
161	0	210	725
133	0	0	741
3	128	5	772
237	56	1	756
135	0	0	752
132	147	24	784
202	0	341	625
159	228	0	757
95	0	154	712
265	0	90	769
263	19	49	770
0	712	0	724
27	0	0	729
198	113	0	716
63	162	0	759
159	245	149	740
153	0	4	795
0	277	0	760
0	660	130	779
136	0	198	753
185	0	61	755
34	86	77	700
77	264	3	764
130	263	199	647
85	79	0	781
145	10	0	729
0	215	0	763
138	226	0	679
19	0	82	747
130	0	0	759
127	119	44	758
148	0	136	802
168	48	39	716
57	0	559	721
168	187	0	769
151	0	506	133
140	17	163	753
205	152	117	701
218	74	37	777
5	248	77	626
203	0	467	774
202	0	316	716
258	77	283	629
0	11	0	733
0	88	275	753
225	254	0	725
170	187	7	757
120	97	278	766
87	937	0	735
102	0	530	759
230	193	0	767
46	122	42	741
93	231	0	751
0	0	0	758
2	197	71	739
222	217	48	766
30	206	181	754
114	0	13	765
176	258	6	744
274	0	116	729
0	0	0	763
181	167	42	774
317	0	433	422
259	261	38	734
301	163	289	747
0	840	0	754
174	0	157	745
81	280	22	777
133	0	181	737
100	866	616	715
204	32	152	745
243	214	324	391
207	149	0	754
0	249	78	762
178	451	629	734
290	0	615	742
104	28	186	768
107	108	96	788
170	0	74	775
