FL1.H	FL2.H	FL3.H	FL4.H
0	43	104	142.111328125
0	137	0	189.48178100599998
99	38	189	233.828567505
398	77	437	62.4886703491
0	0	97	187.46600341799999
37	63	134	222.741867065
0	0	0	153.198028564
482	49	578	129.008865356
50	4	21	265.072906494
67	185	67	217.702468872
225	92	117	322.522155762
19	0	97	71.5596084595
141	68	134	186.458129883
41	147	116	210.647293091
29	204	137	196.536941528
196	110	38	0.0
489	101	603	239.875854492
482	87	641	0.0
26	0	78	9.070936202999999
73	69	0	194.52117919900002
8	0	51	156.221679688
0	0	160	110.866996765
74	120	157	411.21575927699996
462	167	614	86.67783355709999
184	157	194	386.018707275
218	76	61	179.402954102
0	0	63	40.3152694702
439	236	625	380.979309082
83	31	0	236.852218628
0	58	73	273.135955811
0	134	64	4.0315270423900005
23	141	0	233.828567505
124	131	108	454.5546875
0	0	6	231.81280517599998
419	0	426	64.50443267819999
10	55	127	251.97044372599998
30	389	463	556.350769043
0	123	118	225.765518188
114	19	117	263.057128906
492	0	652	65.5123138428
14	0	84	131.024627686
25	21	33	0.0
127	176	25	271.12020874
90	450	553	630.933959961
0	0	58	261.04138183599997
106	124	145	234.83645629900002
101	200	29	246.931030273
403	112	546	138.079803467
94	152	210	195.52906799299998
0	112	155	143.119216919
22	19	99	287.246307373
0	99	0	144.12709045399998
0	94	2	0.0
557	49	528	285.230529785
74	0	16	259.025604248
0	9	28	270.112304688
90	209	135	24.189163208000004
0	194	61	250.96255493200002
0	224	4	256.001983643
494	138	660	0.0
150	171	167	371.90838623
512	162	663	218.710342407
224	171	264	297.325134277
86	0	668	65.5123138428
204	203	78	291.277832031
8	91	152	283.214782715
0	95	109	341.671936035
25	120	167	325.545806885
499	73	540	145.13497924799998
70	509	567	640.004943848
0	28	53	251.97044372599998
29	0	31	84.662071228
119	15	0	67.5280761719
47	340	547	623.878845215
0	243	297	436.41281127900004
7	22	0	3.0236454010000005
41	180	56	273.135955811
79	124	160	303.372406006
64	308	423	471.688659668
23	186	93	152.190155029
0	57	181	233.828567505
99	173	66	420.286712646
54	110	70	0.0
127	54	103	67.5280761719
268	626	544	757.927124023
49	54	163	201.57635498
30	32	0	101.796058655
35	0	97	126.993103027
536	0	598	234.83645629900002
0	58	0	223.749755859
221	208	203	301.356658936
0	0	35	56.4413795471
0	535	562	664.1940917969999
80	317	488	527.1221923830001
438	106	616	225.765518188
100	33	140	232.82069397
167	127	0	283.214782715
293	238	188	288.25418090799997
32	112	117	320.506408691
50	47	130	85.6699523926
2	58	172	212.66305542
68	0	90	256.001983643
52	222	137	225.765518188
428	60	579	162.268966675
25	0	119	95.7487716675
70	183	96	238.86798095700001
0	172	106	232.82069397
0	134	113	0.0
79	106	62	258.017730713
93	65	162	159.245315552
484	0	608	201.57635498
505	117	631	364.853210449
34	0	88	92.7251205444
0	114	96	194.52117919900002
473	10	590	37.291625976599995
31	0	19	104.81970214799999
86	488	561	678.3044433590001
0	0	31	0.0
414	0	465	151.182266235
446	0	558	276.159606934
76	122	0	203.59211731
80	397	506	652.099487305
0	0	50	222.741867065
0	55	98	256.001983643
487	41	664	183.43447876
508	271	550	380.979309082
233	285	184	387.02661132800006
376	0	421	286.238433838
0	478	581	647.060119629
18	162	27	239.875854492
0	199	92	133.040390015
426	191	559	251.97044372599998
347	583	539	812.352722168
170	200	78	304.380310059
46	110	24	203.59211731
19	0	49	274.14382934599996
0	77	113	323.530059814
462	0	509	229.797042847
149	183	104	219.71823120099998
490	29	570	144.12709045399998
75	60	100	309.419708252
246	101	107	203.59211731
115	0	126	241.89163208
