FL1.H	FL2.H	FL3.H	FL4.H
5	0.0	60.6774177551	20.12458992
0	0.0	96.8709640503	90.56065368649999
0	0.0	80.9032287598	241.49508667
0	38.4274101257	35.129032135	237.02294921900003
0	5.1928935051	47.9032249451	0.0
0	97.6263961792	55.354839325	97.26885223389999
0	65.43045806880001	18.0967750549	178.885238647
0	28.0416240692	105.38710022	205.718032837
24	0.0	0.0	98.3868865967
0	100.742134094	124.54838562	84.97048950199999
17	135.015228271	0.0	273.918029785
64	0.0	111.77419281	192.301635742
45	0.0	30.870967865	54.7836074829
0	82.0477142334	0.0	191.183609009
1	68.5461959839	111.77419281	234.78688049299998
0	19.7329940796	96.8709640503	214.66229248
22	0.0	135.19354248	273.918029785
0	0.0	4.25806474686	0.0
0	122.55228424100001	0.0	99.50492095950001
0	82.0477142334	0.0	270.563934326
0	109.05075836200001	34.0645179749	39.131149291999996
0	0.0	11.709677696199998	171.05902099600002
0	0.0	88.3548355103	259.383605957
24	69.5847702026	158.61289978	166.586883545
0	12.4629440308	26.612903595	159.87869262700002
0	9.34720802307	75.5806427002	81.616394043
12	95.5492401123	76.64516448970001	140.87213134799998
0	0.0	69.1935501099	165.468856812
26	14.5401010513	134.12902832	162.114761353
54	35.3116760254	0.0	171.05902099600002
321	292.87918090799997	290.61291503900003	212.426223755
22	0.0	43.645160675	114.039344788
13	101.78070831299999	93.67742156979999	228.078689575
21	12.4629440308	21.2903232574	0.0
0	121.51370239299999	0.0	192.301635742
19	45.6974601746	0.0	78.26229858399999
0	99.7035522461	94.74193573	269.445892334
0	159.941116333	204.38710022	122.983604431
23	46.736042022700005	93.67742156979999	199.00984191900002
0	44.658882141099994	11.709677696199998	193.419677734
19	0.0	0.0	129.691802979
27	108.012184143	78.7741928101	209.072128296
35	77.8934020996	132.0	119.62950897200001
35	55.044670105	119.22580719	0.0
0	23.8873100281	0.0	84.97048950199999
0	55.044670105	74.51612854	230.31475830099998
60	56.0832481384	35.129032135	48.0754089355
0	102.819290161	118.16129303	163.232788086
99	86.2020339966	7.451612949369999	194.537704468
0	78.9319763184	104.32257843	273.918029785
87	92.4335021973	0.0	163.232788086
0	0.0	81.9677429199	306.3409729
0	58.1604042053	35.129032135	156.52459716799999
299	340.653808594	303.38708496099997	380.131134033
0	0.0	0.0	159.87869262700002
79	130.860916138	4.25806474686	244.849182129
0	6.23147201538	0.0	216.89836120599998
91	116.320808411	50.0322570801	212.426223755
0	0.0	44.7096786499	211.30819702099998
0	0.0	42.580646514899996	141.990158081
0	91.3949203491	37.25806427	182.239349365
10	73.7390899658	0.0	11.180327415499999
306	283.531982422	343.8387146	351.06228637699996
9	110.08934021	126.67742157	109.56721496600001
0	0.0	0.0	211.30819702099998
48	121.51370239299999	129.87097168	186.711471558
0	0.0	56.419353485100004	298.51473999
52	73.7390899658	114.96774292	150.934432983
0	0.0	0.0	13.41639328
0	2.0771572589900003	43.645160675	306.3409729
7	34.2730979919	118.16129303	0.0
64	19.7329940796	0.0	167.704925537
56	172.40406799299998	111.77419281	99.50492095950001
498	139.169540405	646.161315918	0.0
6	62.3147201538	7.451612949369999	263.85574340799997
0	0.0	70.25806427	243.731140137
0	184.867004395	77.7096786499	0.0
0	74.7776641846	57.48387146	0.0
55	0.0	71.32257843020001	239.25901794400002
64	44.658882141099994	0.0	206.83605957
27	0.0	3.19354844093	0.0
22	93.47208404540001	61.74193573	110.685249329
0	114.243652344	48.9677429199	167.704925537
70	132.938064575	35.129032135	308.577056885
3	109.05075836200001	86.2258071899	241.49508667
35	25.964466095	139.45161438	275.036071777
18	52.967514038100006	56.419353485100004	278.39016723599997
0	0.0	39.387096405	280.626220703
69	0.0	0.0	160.99671936
11	0.0	107.51612854	138.636062622
0	0.0	133.06451416	166.586883545
0	0.0	0.0	46.9573783875
0	0.0	34.0645179749	147.580322266
0	11.424365043599998	121.35483551	0.0
104	36.350254058800004	80.9032287598	22.360654830900003
0	0.0	91.5483856201	0.0
0	0.0	12.7741937637	69.318031311
546	149.555328369	581.2258300780001	116.27541351299999
66	0.0	178.8387146	6.70819664001
0	0.0	78.7741928101	186.711471558
18	38.4274101257	143.709671021	218.01638793900003
41	127.745178223	0.0	239.25901794400002
35	37.3888320923	83.0322570801	220.252456665
0	0.0	26.612903595	258.265563965
63	0.0	25.5483875275	147.580322266
3	0.0	5.32258081436	84.97048950199999
0	7.270050525669999	53.225807189899996	164.350814819
0	49.851776123	0.0	247.085250854
0	147.47817993200002	130.93548584	232.55082702599998
0	68.5461959839	57.48387146	139.754104614
0	0.0	81.9677429199	95.0327835083
0	27.0030460358	47.9032249451	0.0
0	43.62030410770001	14.903225898699999	159.87869262700002
21	21.8101520538	110.70967865	210.190170288
0	127.745178223	0.0	264.97378540000005
0	0.0	101.12903595	267.20983886700003
0	0.0	144.774200439	137.518035889
0	42.5817260742	0.0	184.47540283200001
36	92.4335021973	67.0645141602	310.813110352
0	131.899490356	0.0	247.085250854
0	0.0	0.0	61.4918022156
0	27.0030460358	0.0	0.0
0	41.5431480408	64.9354858398	207.954101562
0	30.118782043499998	84.0967712402	260.501647949
0	0.0	63.870967865	226.960662842
60	0.0	0.0	233.66885376
73	0.0	8.51612949371	213.544265747
0	0.0	73.4516143799	220.252456665
0	39.4659881592	30.870967865	196.77377319299998
0	48.8131980896	38.3225822449	215.78033447299998
16	87.2406082153	12.7741937637	0.0
11	40.5045700073	202.25807189900002	226.960662842
0	12.4629440308	15.967741966199998	166.586883545
0	0.0	93.67742156979999	0.0
18	28.0416240692	30.870967865	247.085250854
141	214.985794067	157.54838562	186.711471558
25	0.0	0.0	277.272125244
0	0.0	35.129032135	176.64918518099998
38	0.0	123.48387146	138.636062622
3	0.0	124.54838562	213.544265747
44	20.7715740204	0.0	193.419677734
