FL1-H	FL2-H	FL3-H	FL4-H
0	0	267	66
633	847	0	204
354	147	198	674
557	983	114	204
573	129	183	203
574	905	359	247
592	235	67	0
613	0	365	0
624	0	341	171
39	0	0	685
621	0	0	248
679	144	61	77
619	296	0	181
579	974	0	229
354	325	187	273
646	107	121	144
700	291	0	314
568	158	0	186
84	57	0	724
687	0	241	220
538	983	561	273
636	191	114	233
659	0	78	129
677	0	90	59
407	314	369	385
621	133	214	220
675	190	0	159
591	1005	0	221
0	0	919	0
84	0	733	725
610	273	0	132
162	0	351	732
588	0	821	0
600	217	0	41
563	981	0	183
635	55	195	183
663	13	347	244
605	52	207	211
613	970	0	201
579	857	0	201
697	0	162	139
479	932	482	99
143	228	0	736
630	27	0	247
536	0	172	161
216	0	138	752
18	752	0	629
611	183	0	107
612	164	0	20
148	0	70	746
615	46	89	151
691	251	22	180
740	630	113	219
162	274	0	749
708	131	564	151
567	1016	0	270
642	119	155	177
628	816	0	130
689	227	0	159
636	201	0	141
172	38	338	380
606	825	701	146
550	852	743	42
594	885	80	229
650	0	663	139
619	19	0	99
132	175	242	672
708	0	258	19
464	1013	0	227
699	0	304	97
679	215	37	60
614	1011	209	191
666	255	173	75
549	125	202	140
646	157	0	46
204	0	35	808
727	107	34	102
549	983	0	156
653	0	133	22
627	57	0	156
108	0	947	0
615	60	0	117
47	0	5	753
655	147	0	126
366	63	77	92
662	108	0	216
682	234	0	144
501	759	19	156
636	1022	96	231
704	248	107	160
545	830	145	118
664	186	61	171
634	42	195	125
626	0	82	113
589	0	125	102
610	255	169	165
572	303	513	0
692	174	538	0
638	880	652	0
557	397	583	0
601	0	532	0
763	0	539	0
244	340	521	725
684	300	535	0
651	0	586	0
246	0	510	728
668	116	534	0
0	73	537	683
627	41	600	0
622	339	486	77
655	328	492	164
609	250	497	0
241	368	520	734
675	323	495	184
698	566	510	163
595	287	497	193
641	0	614	0
206	245	482	472
528	350	464	330
497	275	475	141
624	234	638	112
0	0	514	671
420	227	431	304
675	873	441	373
696	0	460	271
698	433	469	293
459	50	475	284
54	435	456	259
644	367	384	220
585	0	475	262
607	328	414	268
598	368	349	328
685	264	440	305
104	92	447	257
584	175	416	305
613	118	430	328
611	0	565	0
249	224	83	262
0	269	244	217
146	295	200	283
589	268	131	248
52	220	234	681
650	900	0	370
674	288	318	232
619	0	349	238
610	115	383	293
598	164	206	284
558	364	220	304
659	0	300	186
662	219	11	297
39	0	227	717
451	611	76	278
614	265	0	325
665	396	0	263
705	0	0	309
0	477	0	621
107	247	0	312
117	133	46	294
175	420	0	302
631	246	0	284
293	233	0	330
9	172	176	462
702	241	0	320
229	361	0	308
618	994	0	363
425	359	71	286
387	232	0	259
690	89	122	290
3	287	0	425
531	171	306	127
527	0	390	171
500	119	342	221
285	0	387	555
615	198	0	201
442	629	225	111
404	0	364	265
111	582	190	197
521	0	415	308
587	107	324	174
403	876	0	323
533	72	0	224
459	0	0	252
0	143	0	593
578	0	0	297
654	99	0	294
560	0	0	283
0	223	0	634
683	244	0	175
45	0	0	779
