FL1-H	FL2-H	FL3-H	FL4-H
0	0	0	716
496	106	214	74
567	31	139	173
606	0	349	57
542	130	0	204
580	5	0	154
592	92	0	84
561	235	0	110
596	0	347	32
623	105	0	136
648	272	3	24
602	0	75	64
683	20	164	173
178	0	4	692
10	0	424	735
563	0	156	123
581	48	0	85
619	0	119	162
635	0	249	168
592	98	177	91
171	0	0	762
656	109	0	208
613	76	361	56
441	1009	0	189
565	152	23	104
640	64	461	9
622	167	78	74
611	912	0	154
577	53	140	37
747	103	0	127
506	221	19	40
651	81	0	0
683	0	179	80
640	120	41	101
583	179	0	105
580	0	239	142
617	189	113	217
616	263	68	107
653	180	136	184
42	0	0	776
622	183	0	150
335	86	464	734
334	219	322	3
587	97	255	60
0	244	408	0
214	65	435	711
586	182	426	184
126	0	434	0
277	117	465	718
658	174	525	0
476	354	518	0
676	0	483	0
502	305	477	0
559	24	540	0
267	154	482	34
276	188	492	0
646	198	498	0
191	202	502	0
636	289	512	0
277	252	854	171
513	57	636	0
549	62	554	0
313	0	614	0
693	0	525	30
187	0	520	663
296	702	494	317
85	0	538	704
0	0	500	579
554	219	489	0
427	883	461	294
90	0	494	611
633	0	501	0
617	216	465	0
325	538	477	0
0	487	430	245
0	0	529	35
524	61	450	40
0	25	491	149
477	20	403	259
670	614	300	293
57	138	384	403
714	263	46	357
0	0	411	233
113	56	257	706
646	193	297	340
584	128	268	301
143	83	446	665
533	277	262	268
694	310	217	262
314	226	0	321
0	245	0	344
6	66	0	646
613	242	345	46
651	184	0	234
596	181	73	192
628	165	128	169
571	48	1	110
186	93	0	687
599	59	0	114
0	625	665	733
619	304	249	132
616	220	0	193
630	113	238	57
106	128	0	696
642	0	208	0
626	0	215	195
154	0	197	680
596	211	53	121
614	0	339	135
552	300	71	181
148	66	5	750
626	244	170	216
0	38	998	0
622	221	0	226
63	0	186	721
693	0	149	166
655	167	0	199
605	50	14	149
571	0	274	65
587	226	530	66
585	0	466	47
618	3	391	0
648	137	0	87
679	181	0	172
649	0	0	223
694	196	0	241
589	0	632	41
250	0	0	741
626	0	180	187
661	217	0	17
626	0	84	76
525	0	286	183
110	124	6	695
0	912	155	717
687	0	325	155
609	0	219	19
562	0	286	0
495	150	89	54
564	171	177	115
520	887	0	260
601	175	379	100
199	2	290	685
608	158	123	140
591	0	146	83
651	765	0	265
572	872	135	196
598	996	133	256
646	283	0	144
604	287	0	42
632	166	214	163
72	44	30	690
602	0	20	198
619	99	18	252
718	166	0	112
596	245	0	0
680	112	263	46
628	159	3	18
599	159	0	102
604	0	193	57
0	1005	0	695
579	0	106	106
574	151	68	11
570	951	42	67
695	69	58	188
671	99	20	105
602	43	245	117
599	103	0	41
663	147	0	118
552	173	184	44
113	114	53	752
561	0	256	66
681	162	2	89
683	61	0	112
566	1022	459	29
612	310	2	150
663	163	291	233
530	926	0	190
649	0	120	142
640	0	150	89
597	180	0	60
597	0	173	141
9	0	23	752
697	117	3	195
614	111	236	159
647	138	76	46
635	211	0	110
662	86	75	3
555	105	172	176
27	193	0	706
690	867	0	221
165	0	6	738
683	877	0	172
621	183	13	97
658	153	0	153
651	225	379	83
579	393	278	130
705	198	0	192
672	182	3	137
619	0	154	107
109	0	0	719
582	0	286	159
643	43	0	44
169	46	0	664
181	0	103	734
632	232	0	88
593	0	419	117
658	670	0	101
702	0	0	160
611	320	0	81
575	136	104	187
582	38	218	157
606	140	60	56
176	541	0	703
611	182	346	169
646	0	200	217
622	0	129	116
616	0	225	255
0	34	112	743
586	117	220	183
155	128	0	753
693	254	62	183
513	70	299	114
596	11	23	119
632	801	26	131
635	0	71	118
685	876	0	133
660	285	0	150
535	1017	204	155
630	47	100	270
577	65	0	143
634	0	309	0
580	90	136	32
532	451	0	24
594	151	326	94
624	124	0	75
605	356	172	146
119	0	0	702
577	216	61	225
529	0	161	187
541	119	0	199
577	0	0	64
607	119	19	222
650	169	414	188
137	0	138	729
560	134	164	63
600	95	164	29
579	0	0	63
598	135	175	178
655	0	193	160
651	212	0	124
529	210	35	0
636	33	146	136
576	216	0	54
670	165	156	98
609	0	257	101
648	163	197	98
613	0	178	82
494	0	26	148
604	130	474	2
595	0	137	76
578	175	327	0
606	0	171	106
614	173	35	89
614	252	138	137
575	157	25	0
201	0	27	793
639	0	36	91
545	29	109	239
670	0	26	61
544	265	262	55
80	0	421	0
574	91	0	167
636	0	144	107
653	175	0	160
591	99	152	0
623	61	146	117
575	194	275	175
605	32	424	140
563	307	28	137
586	832	0	177
581	213	67	137
588	919	0	147
232	0	0	767
62	44	217	703
607	19	284	47
121	124	0	724
268	0	920	0
677	0	302	116
584	0	22	133
99	0	365	315
421	108	485	0
579	0	581	0
698	261	573	0
605	0	549	0
633	0	501	0
77	86	426	671
554	322	441	0
620	0	294	270
651	172	174	210
0	0	0	702
627	136	0	261
683	0	0	231
557	160	326	161
636	19	0	244
610	157	95	226
711	70	0	247
629	197	0	268
568	148	112	177
640	189	239	282
641	398	209	205
591	173	28	215
137	230	63	713
536	303	0	258
699	0	48	208
644	27	28	73
57	26	0	696
667	249	0	207
596	184	36	217
677	193	21	105
697	812	0	208
675	121	491	92
601	293	0	121
634	0	139	141
0	152	0	711
751	814	222	39
654	203	178	183
251	0	158	753
610	1023	479	192
554	0	40	179
679	42	140	146
653	0	297	0
613	100	0	195
662	222	206	154
590	0	258	99
600	128	0	257
575	238	0	141
615	0	0	208
542	240	52	79
629	130	89	149
482	739	0	201
672	58	423	170
641	79	76	57
602	225	45	134
626	0	93	175
620	0	271	132
654	54	22	59
737	0	0	165
710	0	0	0
650	224	189	181
658	0	294	169
568	0	336	0
688	61	196	179
636	121	0	179
592	88	0	161
610	198	260	180
245	0	432	738
642	160	0	176
584	139	47	154
13	0	0	706
618	0	411	42
657	944	238	230
654	245	27	137
68	247	233	728
661	159	231	128
560	0	146	0
667	189	108	146
583	215	0	101
614	0	154	172
88	0	125	738
570	1	233	125
709	178	157	211
136	101	29	664
648	34	50	239
640	162	192	192
0	0	572	653
665	0	690	165
653	0	266	102
565	311	0	201
536	160	0	14
267	84	0	815
621	88	26	166
608	224	0	62
560	0	275	222
191	102	0	713
224	148	0	729
593	0	180	147
624	314	41	106
579	0	149	239
615	59	108	240
576	0	236	0
564	1011	0	203
638	1002	0	137
110	0	163	697
121	4	970	8
53	27	170	747
