FL1-H	FL2-H	FL3-H	FL4-H
247	149	260	11
124	234	0	147
173	397	0	197
0	679	0	169
119	0	201	159
69	153	54	254
160	197	177	157
243	0	292	44
209	156	184	120
63	209	244	132
141	110	247	216
138	199	29	225
136	0	39	14
134	343	0	45
0	354	0	182
106	185	226	83
65	164	105	118
219	274	0	186
115	0	319	74
0	232	79	0
175	0	237	127
148	94	186	76
68	125	226	8
78	270	300	140
181	86	328	68
168	149	163	233
180	118	132	72
175	25	464	122
190	311	178	138
197	128	329	278
0	250	211	180
37	243	5	154
192	197	0	125
227	282	372	211
0	354	578	0
159	115	273	47
30	191	58	180
128	683	205	163
0	531	1007	0
206	139	157	144
226	169	0	220
0	52	210	12
61	308	188	179
92	0	235	109
148	215	172	222
132	287	15	124
206	184	136	153
19	0	398	16
64	818	0	97
250	236	0	0
138	54	125	172
164	157	38	205
159	8	419	103
17	0	152	142
96	0	268	191
124	37	249	0
132	88	96	150
106	0	336	118
170	0	374	80
135	251	195	224
191	128	269	175
40	157	295	87
0	0	339	55
34	76	162	42
79	138	155	130
143	58	216	130
225	232	260	212
177	218	365	38
171	84	368	22
84	10	185	114
11	9	317	116
163	288	307	124
107	159	593	37
76	191	262	88
171	0	303	90
24	0	255	146
203	547	26	182
109	22	324	0
70	89	0	186
140	209	6	87
109	0	215	214
78	0	404	134
165	614	23	54
145	48	87	75
165	0	231	66
66	0	259	264
135	131	117	159
217	47	321	131
195	158	239	100
182	250	165	121
3	286	0	150
0	164	84	80
33	0	448	140
55	139	182	98
209	197	103	155
250	0	215	119
151	177	80	104
202	340	683	201
101	300	267	121
61	0	305	48
81	45	175	80
210	0	341	171
104	0	865	0
215	0	373	40
53	209	191	144
215	488	46	206
218	210	0	189
145	0	357	173
0	343	216	58
99	625	146	109
89	0	306	144
137	124	0	157
139	0	260	207
51	159	0	115
133	136	0	66
78	145	87	136
100	138	76	145
89	261	82	185
183	107	186	163
97	0	675	239
91	241	7	96
76	294	25	142
117	240	70	241
135	197	311	140
184	206	245	158
163	111	293	95
186	64	86	130
181	127	277	70
77	0	239	108
54	27	98	129
169	0	305	150
0	75	167	138
7	142	79	137
190	0	320	127
108	121	103	126
271	0	162	197
188	0	263	19
81	284	0	167
109	147	29	83
69	142	313	90
188	130	255	119
111	263	120	68
167	174	12	149
110	8	144	61
169	198	0	125
82	249	168	124
142	157	198	103
61	406	308	0
274	719	436	205
100	0	190	122
41	680	15	118
164	0	300	98
57	667	0	0
152	429	13	191
251	0	327	203
208	0	316	174
4	727	448	181
70	198	154	104
165	223	429	75
13	108	421	0
61	152	198	114
35	131	16	37
0	400	0	46
15	172	8	158
207	181	0	52
119	81	212	127
122	280	16	156
211	74	305	103
0	0	223	148
43	288	196	117
216	0	340	0
38	870	0	199
111	92	157	190
195	112	24	127
0	146	992	18
149	183	200	106
126	219	0	169
150	238	0	197
120	417	515	70
22	149	179	0
80	179	151	125
172	210	244	79
165	168	288	165
222	176	65	35
155	167	154	196
55	637	0	139
182	0	336	127
181	210	0	101
124	165	267	181
130	172	176	139
174	0	515	0
47	315	223	115
101	0	526	101
167	367	0	40
98	186	285	50
194	290	451	239
0	277	237	118
70	155	0	150
234	140	268	103
165	215	83	147
155	59	321	105
118	11	235	105
0	892	0	230
22	20	334	197
87	243	191	27
0	586	0	39
115	222	65	169
231	162	235	106
196	0	726	0
207	38	186	144
44	18	387	100
130	221	265	0
0	141	280	218
88	0	253	101
111	0	426	0
104	121	50	124
183	0	484	0
64	131	4	175
106	234	98	113
210	5	129	221
168	0	228	116
59	0	360	91
119	203	0	212
74	457	25	180
211	123	41	0
174	253	204	95
170	225	0	140
0	641	101	152
149	0	127	120
162	0	702	0
117	207	14	116
133	0	148	162
79	8	140	0
140	174	83	185
42	276	178	186
82	240	21	180
193	56	391	93
227	220	274	162
3	145	295	120
0	246	326	134
134	301	22	181
147	288	3	141
124	263	252	109
179	372	0	114
84	209	25	102
0	216	0	0
17	240	0	144
0	169	0	45
119	90	69	153
138	360	59	131
202	26	297	104
131	92	55	44
59	0	6	210
58	492	329	104
101	0	248	0
158	265	0	169
221	0	363	0
43	151	352	117
107	190	58	119
177	3	153	117
0	246	113	204
114	121	136	73
180	115	244	111
104	239	0	48
0	255	124	166
152	68	176	57
204	119	72	139
155	0	280	191
79	36	199	145
181	95	323	37
167	120	0	234
178	14	492	0
176	137	252	180
78	0	188	211
185	124	0	110
28	90	360	108
125	263	174	68
145	164	243	149
152	8	469	0
136	0	283	161
140	0	96	151
152	157	222	176
0	118	425	142
142	114	114	153
126	0	303	144
129	145	198	94
122	130	227	100
95	40	178	146
119	0	201	184
87	103	227	88
188	228	0	77
254	279	177	105
189	93	152	201
183	109	220	162
62	284	0	223
101	644	384	257
52	273	256	162
224	0	268	0
35	264	27	24
0	0	981	0
96	217	0	162
161	245	326	120
82	3	258	153
225	0	298	93
194	14	190	162
84	163	57	128
174	92	0	109
243	294	37	161
110	35	224	67
174	105	177	165
182	0	243	0
208	78	310	102
188	204	18	178
207	520	131	109
225	181	21	61
158	597	113	107
204	9	457	56
141	76	36	124
150	55	200	205
33	211	89	135
65	310	473	129
149	17	432	85
241	35	220	69
145	48	276	155
225	389	265	110
44	0	512	113
26	117	229	110
116	0	303	176
85	52	249	173
242	0	308	204
85	1013	0	187
162	139	137	190
131	196	240	138
238	221	251	132
183	58	42	154
169	215	63	51
162	199	116	213
175	71	0	211
172	90	42	126
16	0	345	42
132	104	0	117
68	98	154	119
147	0	313	80
181	255	277	24
0	0	317	0
206	19	0	15
0	146	837	0
97	319	288	42
129	358	297	65
38	146	173	169
3	190	158	134
163	173	232	0
129	181	260	0
223	109	125	106
154	0	338	92
133	336	80	185
177	151	453	23
46	213	0	143
117	252	88	113
0	706	145	145
0	209	77	4
90	0	85	143
176	348	0	146
98	144	127	198
61	130	198	159
231	278	244	142
45	106	0	154
179	0	215	163
104	593	268	139
150	252	0	111
243	231	0	172
0	727	0	131
241	142	311	0
136	0	316	55
191	8	362	256
133	0	238	56
186	208	0	97
223	0	340	97
208	225	0	108
219	81	214	188
103	159	214	114
162	233	70	0
18	0	325	57
137	79	183	201
96	195	47	166
93	6	997	5
253	0	689	0
211	0	141	89
176	0	104	223
250	248	95	108
262	0	367	55
166	240	156	52
161	192	0	75
37	0	282	207
197	173	217	171
215	99	287	189
174	218	0	108
108	183	202	5
140	0	260	63
0	139	17	64
175	0	588	154
104	221	0	219
4	48	300	100
159	182	263	74
127	35	12	180
253	124	111	116
155	0	285	130
66	42	250	262
161	51	266	114
189	0	543	0
207	39	0	197
69	158	225	73
71	209	258	227
150	223	314	91
121	0	370	117
64	151	152	184
51	286	15	80
105	121	365	26
189	441	0	43
46	345	0	126
114	0	317	40
233	184	177	73
178	112	233	148
25	355	0	189
126	114	9	161
119	0	321	92
181	260	276	182
89	36	273	52
164	35	211	77
188	72	9	153
124	320	218	91
0	0	219	133
76	200	160	183
154	226	0	111
39	0	254	139
133	356	32	163
226	241	46	99
27	666	0	88
153	204	169	84
88	77	251	2
144	279	150	167
124	292	226	68
60	158	145	270
162	230	207	205
210	98	202	198
224	372	165	147
199	18	130	100
11	0	980	0
203	89	292	10
0	212	249	225
180	371	310	68
0	249	0	151
211	227	131	180
125	196	192	121
118	260	0	31
59	132	212	222
72	225	20	74
0	677	701	119
167	0	286	144
144	121	229	74
45	0	715	38
156	479	223	191
73	10	110	56
0	644	0	46
0	0	291	97
54	4	279	42
61	203	368	60
14	147	279	127
186	52	145	82
198	51	104	182
134	0	186	125
0	298	146	172
63	102	102	152
60	67	269	84
10	277	0	116
0	276	183	52
180	0	481	134
139	0	347	63
211	157	43	88
269	0	275	153
152	20	307	198
41	0	264	134
0	147	126	147
78	0	326	150
155	102	267	115
147	146	296	172
67	497	260	88
114	0	136	203
157	325	61	131
197	231	70	150
62	119	463	0
0	270	277	65
25	113	277	52
163	274	5	143
149	123	219	106
151	658	0	109
56	167	242	18
44	143	16	47
65	79	322	106
73	217	266	139
175	13	343	43
46	0	296	0
182	0	223	2
0	13	251	51
132	88	231	145
49	641	63	141
42	125	381	86
146	106	160	202
155	582	118	154
53	91	229	67
60	181	0	52
115	13	215	78
149	139	283	144
164	0	281	158
122	99	166	205
180	233	173	75
260	206	1	139
49	94	249	124
47	177	254	215
89	142	89	1
75	128	130	58
113	86	197	158
139	38	379	132
160	102	237	87
170	60	207	159
84	0	185	216
84	430	226	73
78	220	275	20
100	192	12	56
103	0	598	0
77	204	218	100
116	0	208	157
113	88	350	191
166	97	424	75
169	34	231	70
153	200	190	83
224	0	292	61
143	198	40	135
0	823	208	173
213	0	293	157
217	251	0	167
134	119	264	100
106	40	173	156
173	46	173	0
149	97	138	157
128	32	207	159
64	0	451	1
0	213	0	138
0	330	223	164
155	281	275	135
199	289	348	104
177	170	13	111
114	0	277	0
57	183	255	48
0	840	423	14
111	340	59	236
67	85	52	156
114	0	439	88
111	92	422	40
174	71	208	129
0	284	12	211
98	36	14	161
30	167	0	99
111	190	4	195
26	123	227	44
97	205	40	259
174	235	381	0
188	312	232	138
229	75	88	66
97	259	271	69
127	0	240	137
197	230	0	172
146	257	259	142
97	106	269	118
42	146	57	54
211	219	64	159
165	0	598	0
198	81	236	66
164	0	696	0
214	134	244	28
70	186	0	104
47	177	1	185
121	126	154	131
0	476	154	164
168	133	95	176
235	0	278	123
170	220	423	25
122	0	240	137
97	235	97	134
182	119	241	162
150	124	0	177
170	184	92	106
161	200	0	99
15	284	0	65
34	0	262	59
41	109	279	25
159	237	0	49
151	188	109	132
99	0	343	0
115	103	208	78
16	210	0	183
89	87	154	151
19	206	128	128
139	292	157	121
56	206	200	69
147	284	0	90
200	76	444	126
213	0	303	146
81	0	232	130
130	16	242	188
116	197	230	225
0	27	250	183
85	0	316	135
108	0	228	104
60	80	31	227
179	0	401	0
120	152	235	211
139	59	262	171
72	230	50	164
197	98	133	139
209	0	270	133
192	217	105	53
220	13	175	127
176	105	224	177
199	246	100	7
90	273	99	247
88	0	236	138
177	339	373	38
184	210	281	2
174	154	127	208
72	286	152	41
183	73	204	166
52	1	277	54
183	46	317	85
174	585	138	250
0	108	275	56
100	72	118	132
127	236	56	42
49	105	0	105
222	221	0	202
135	0	195	164
131	172	39	151
186	216	129	149
165	9	34	80
10	71	309	218
167	0	4	153
0	255	1009	0
186	247	0	74
38	0	637	0
95	144	33	64
138	214	0	137
93	297	0	149
161	9	285	91
37	440	0	135
0	222	312	152
192	0	653	154
50	214	0	144
32	0	0	116
85	693	134	216
94	147	5	59
90	434	200	73
92	498	345	190
180	115	0	95
243	105	266	0
0	42	235	111
27	19	262	163
178	270	690	85
100	166	188	223
