FL1.H	FL2.H	FL3.H	FL4.H
241.20666503900003	554.705749512	362.45828247099996	80.3564987183
285.19140625	577.005432129	0.0	169.984893799
681.054077148	586.76159668	873.2585449219999	275.066467285
177.357833862	543.555847168	250.502044678	233.858001709
332.01385498	544.949584961	30.7879619598	222.525680542
566.1262207030001	478.05041503900003	582.172363281	24.7250747681
0.0	193.72888183599997	83.9671707153	168.954681396
807.3328857419999	620.2111816409999	915.242126465	245.190338135
28.3772544861	222.997268677	320.474700928	202.95166015599997
744.902893066	646.692077637	792.0902709960001	279.187316895
78.0374450684	12.5435962677	191.725036621	0.0
761.9292602539999	29.2683925629	871.8590698239999	37.0876121521
227.018035889	550.5245361330001	151.140899658	273.00604248
36.8904304504	900.351501465	846.668945312	713.936584473
238.36892700200002	487.806549072	99.36115264889999	282.277954102
222.761444092	515.681213379	162.336532593	316.27493286099997
224.180297852	73.8678436279	0.0	263.734130859
0.0	0.0	120.35294342	212.22357177700002
244.044387817	524.043579102	83.9671707153	186.468276978
42.565879821799996	204.878753662	107.757865906	174.105743408
319.244110107	592.3364868159999	57.377563476599995	302.882171631
256.814147949	525.437316895	90.9644317627	313.18429565400004
0.0	47.386920929	163.73597717299998	232.82778930700002
151.818313599	146.341964722	96.56224060059999	275.066467285
195.80305481	560.280639648	0.0	135.987915039
153.237167358	182.57902526900003	254.70040893599997	288.459228516
28.3772544861	97.5613098145	44.782489776599995	156.59214782700002
0.0	275.959136963	305.080718994	194.70997619599999
134.79196167	539.374633789	188.92613220200002	310.093658447
482.41333007800006	696.8664550780001	296.683990479	303.91238403299997
215.667129517	430.663482666	33.5868682861	217.37461853
161.75035095200002	631.361022949	0.0	150.410873413
0.0	57.1430511475	110.556770325	236.948638916
75.19972229	497.562683105	198.72230529799998	185.438064575
0.0	22.299728393600002	190.325576782	209.13293457
236.950073242	621.6049194340001	71.3720932007	259.61328125
131.954223633	41.8119888306	141.344726562	273.00604248
361.809997559	547.7370605469999	228.11080932599998	175.13595581099997
66.6865463257	358.189361572	116.154579163	159.682785034
183.033294678	532.4060058590001	138.545822144	234.888214111
63.84881973270001	210.453674316	146.942550659	187.49848938
43.984745025600006	50.1743850708	307.87960815400004	100.960723877
0.0	229.965942383	37.7852249146	172.04531860400002
273.840484619	618.817443848	166.534881592	64.9033203125
217.085998535	489.200286865	184.72776794400002	176.166168213
0.0	167.247955322	104.95896148700001	191.61933898900003
312.149780273	664.81060791	232.309158325	172.04531860400002
171.682388306	511.5	102.16005706799999	89.6283950806
259.65188598599997	602.0926513669999	741.709960938	591.341369629
100.739250183	158.88555908200001	379.251708984	0.0
217.085998535	475.26293945300006	149.741455078	210.16314697299998
507.952850342	583.974121094	358.25991821300005	279.187316895
0.0	0.0	2.7989056110400004	26.7854976654
316.40637207	448.782012939	247.703140259	276.096679688
56.7545089722	245.29699707	337.268127441	229.737167358
493.764221191	606.273864746	506.60192871099997	255.49244689900002
722.20111084	192.33514404299999	768.2995605469999	165.864044189
235.53120422400002	675.960510254	313.47741699200003	323.486419678
0.0	129.617172241	131.548568726	0.0
187.289871216	482.23159789999994	179.12995910599997	280.217529297
290.866851807	483.625335693	0.0	314.214508057
235.53120422400002	556.09942627	246.30369567900001	296.70089721700003
322.081817627	494.77520752	293.885101318	343.060424805
347.621368408	491.987731934	194.52394104	0.0
120.60333252	324.73977661099997	0.0	200.891235352
263.908447266	478.05041503900003	33.5868682861	14.422960281400002
166.00692749	448.782012939	123.151847839	133.927490234
289.447998047	585.367858887	323.273590088	327.60723877
175.938980103	149.129425049	176.331054688	193.67976379400002
0.0	0.0	114.75512695299999	79.3262863159
0.0	284.321533203	223.91244506799998	233.858001709
79.4563140869	287.108978271	214.11627197299998	0.0
288.02911377	770.734313965	540.188781738	624.308166504
0.0	160.279296875	0.0	248.280960083
221.342575073	296.865112305	361.058837891	249.311172485
163.169204712	590.942749023	135.746917725	286.39880371099997
72.3619995117	869.68939209	785.0930175780001	671.697875977
278.097076416	402.788818359	300.88235473599997	305.972808838
99.3203887939	441.813354492	207.119018555	269.915405273
0.0	600.698913574	0.0	246.220550537
333.43273925799997	595.123962402	146.942550659	197.800598145
258.233001709	581.1866455080001	622.756469727	635.64050293
346.202484131	457.14440918	197.322845459	307.00302124
683.8918457030001	578.3991699219999	863.4624023439999	231.797576904
241.20666503900003	451.569488525	247.703140259	323.486419678
285.19140625	564.461853027	291.086181641	259.61328125
107.833564758	211.847412109	247.703140259	252.401809692
0.0	298.258850098	37.7852249146	268.88519287099996
0.0	295.471374512	265.89602661099997	235.918426514
156.074890137	544.949584961	34.9863204956	228.70695495599998
269.58392334	560.280639648	159.537612915	236.948638916
0.0	93.3801116943	146.942550659	48.419940948500006
208.572814941	592.3364868159999	410.03967285199997	486.25982666
246.882110596	445.994537354	191.725036621	266.824768066
316.40637207	546.343322754	289.686737061	16.4833831787
76.6185836792	179.791549683	205.719558716	78.2960739136
323.50070190400004	631.361022949	135.746917725	161.743209839
7.09431362152	94.77384185790001	130.149108887	276.096679688
21.282939910899998	45.9931869507	174.93159484900002	227.67674255400001
241.20666503900003	549.13079834	268.69494628900003	374.99697876
320.66296386700003	539.374633789	338.667572021	0.0
207.15394592299998	468.294281006	270.094390869	292.580047607
239.787796021	557.493164062	151.140899658	248.280960083
170.263519287	117.073570251	0.0	198.830810547
624.2995605469999	108.711174011	684.332397461	241.069488525
221.342575073	501.743865967	205.719558716	304.942596436
305.055480957	533.799743652	379.251708984	228.70695495599998
8.51317596436	172.822891235	191.725036621	85.5075531006
79.4563140869	367.945495605	113.355674744	263.734130859
234.112350464	519.8624267580001	118.953491211	111.262840271
0.0	0.0	51.7797546387	0.0
242.62551879900002	558.886901855	202.920654297	296.70089721700003
221.342575073	544.949584961	33.5868682861	280.217529297
76.6185836792	0.0	194.52394104	120.534744263
334.851593018	522.6498413090001	242.105331421	159.682785034
167.425796509	0.0	160.93707275399998	171.015106201
587.409179688	754.009521484	509.40081787099996	413.11480712900004
211.41053772	561.6743774409999	132.948013306	268.88519287099996
148.980575562	567.249328613	118.953491211	83.4471282959
82.2940368652	301.046325684	307.87960815400004	67.9939575195
0.0	48.7806549072	15.3939809799	41.208457946799996
43.984745025600006	186.760223389	111.95622253399999	168.954681396
262.489593506	504.531341553	58.7770195007	65.9335327148
314.987518311	713.5913085939999	363.857727051	237.97885131799998
0.0	0.0	0.0	131.86706543
150.39944458	0.0	284.088928223	38.1178245544
175.938980103	168.641693115	40.5841331482	211.193359375
0.0	55.7493171692	141.344726562	71.0845947266
68.1054077148	207.66621398900003	211.31736755400001	152.471298218
170.263519287	253.65939331099997	740.310546875	254.462234497
143.305130005	542.162109375	169.333786011	251.37159729
0.0	143.554489136	152.540359497	117.44410705600001
286.61026001	528.22479248	288.28729248	250.341384888
31.2149791718	131.010894775	277.091644287	190.589126587
0.0	137.979568481	149.741455078	83.4471282959
184.452148438	183.972747803	324.673065186	304.942596436
166.00692749	234.147140503	194.52394104	294.640472412
754.834960938	80.8365097046	839.671691895	134.957702637
209.99168396	284.321533203	361.058837891	0.0
777.536743164	0.0	737.511657715	229.737167358
737.80859375	0.0	787.891906738	0.0
211.41053772	427.87600708	180.529418945	302.882171631
532.0734863280001	270.384185791	586.370727539	214.283981323
53.9167823792	41.8119888306	169.333786011	143.199401855
263.908447266	485.01907348599997	16.7934341431	268.88519287099996
330.59500122099996	618.817443848	184.72776794400002	4.12084579468
380.25518798800005	595.123962402	249.10260009799998	335.848937988
0.0	195.122619629	127.35020446799999	249.311172485
72.3619995117	143.554489136	253.300964355	258.583068848
146.142852783	213.24114990200002	180.529418945	214.283981323
