FL1-H	FL2-H	FL3-H	FL4-H
134	172	49	157
136	130	0	744
183	0	160	116
208	87	195	221
167	0	293	101
243	90	275	714
152	25	281	689
191	0	313	242
78	0	96	744
160	266	0	234
97	0	342	681
217	0	27	745
92	119	55	752
209	0	554	755
208	186	157	698
0	8	173	0
90	42	139	158
115	0	189	79
45	173	0	773
75	0	278	64
133	0	210	688
211	118	85	690
0	0	241	582
207	0	65	728
84	0	35	710
170	122	64	745
204	46	0	770
103	160	0	292
145	0	208	713
92	5	87	713
185	0	102	785
135	0	549	223
122	146	115	784
98	0	41	714
84	243	0	607
194	0	60	769
170	137	226	773
136	0	530	165
264	0	275	754
18	0	284	743
95	153	0	233
104	0	91	701
0	15	0	667
195	15	0	734
220	141	61	104
127	0	161	745
220	97	318	608
194	0	47	757
100	1	69	716
98	0	0	754
157	24	0	770
174	0	330	731
179	109	162	669
169	0	200	745
252	0	459	769
151	0	241	780
304	32	338	578
98	0	56	203
138	109	76	753
143	46	58	761
176	10	399	75
184	52	10	757
124	94	33	712
15	5	288	17
0	27	0	755
0	0	318	726
0	124	270	81
114	257	167	715
102	152	0	725
166	66	0	771
113	188	0	262
143	90	0	685
31	163	0	762
123	116	0	749
151	140	0	714
28	34	0	766
0	14	13	729
143	31	0	773
56	0	0	732
0	0	17	709
121	0	177	730
75	134	32	795
1	0	159	747
4	0	45	771
178	188	0	717
158	57	0	725
277	8	337	692
192	153	344	253
91	0	216	710
87	87	132	105
39	184	129	688
103	0	61	712
197	128	0	717
194	116	0	683
202	0	328	698
200	0	195	759
190	0	212	730
62	101	11	691
59	93	96	749
136	0	270	712
199	205	272	748
148	3	152	681
193	75	190	127
74	5	174	684
9	0	185	704
210	54	173	751
17	191	0	684
153	61	115	752
35	148	5	658
16	132	214	228
175	0	98	749
2	0	5	669
152	0	524	37
148	0	350	103
169	40	59	764
232	173	0	706
172	117	0	729
135	183	179	237
215	0	0	711
0	0	529	706
211	0	378	668
0	106	0	734
212	0	258	164
128	0	319	735
191	120	159	148
181	0	157	669
114	99	0	744
43	0	0	751
171	0	355	677
131	0	90	733
208	79	79	188
79	130	47	682
215	0	299	661
87	0	69	713
151	83	39	771
143	98	212	221
45	99	0	250
0	80	133	704
192	0	47	798
231	18	78	732
162	194	96	174
181	0	64	695
132	174	0	627
113	0	101	733
160	0	313	638
208	0	197	0
164	33	0	715
117	225	253	716
211	0	120	734
113	170	224	734
263	55	232	696
78	149	251	193
158	141	243	668
52	66	224	618
0	59	13	747
175	0	10	768
233	181	0	171
98	1	0	710
223	0	219	778
4	238	84	700
156	25	109	734
82	0	24	724
57	189	100	130
90	0	95	715
191	10	230	147
71	84	118	716
90	0	523	770
142	0	88	675
198	0	48	289
170	0	149	775
192	86	50	701
22	144	0	734
157	4	107	749
217	164	125	154
224	199	0	756
157	140	108	705
153	122	0	692
129	130	161	671
207	92	213	228
0	140	0	714
17	0	3	680
180	0	115	768
112	135	0	703
157	128	14	733
131	0	8	763
93	0	0	772
179	44	0	774
182	36	376	75
228	0	291	161
141	0	188	199
160	50	163	165
0	54	100	730
168	0	201	747
165	179	46	710
55	0	80	751
128	84	0	723
232	95	0	723
258	0	279	204
55	0	177	692
15	202	69	207
207	87	129	157
189	0	236	659
99	0	0	665
63	166	0	334
119	8	162	760
154	0	249	749
170	0	393	671
193	102	406	0
182	62	88	720
169	0	638	696
111	187	4	750
52	20	3	759
141	25	99	238
0	0	0	739
0	583	1006	8
150	116	7	709
242	106	0	26
6	0	259	726
161	232	47	165
109	143	39	712
100	38	16	720
43	9	1	711
163	16	147	685
261	42	273	699
30	151	0	684
157	196	0	119
137	0	307	707
99	25	0	717
126	4	5	706
247	0	0	757
85	86	153	267
85	0	0	710
5	87	0	758
0	93	24	257
0	11	163	744
32	0	9	807
190	0	560	0
141	52	115	749
145	4	65	687
30	0	223	226
134	0	59	720
144	0	0	761
87	205	20	134
195	29	141	703
0	0	213	734
120	0	140	780
191	0	253	707
40	0	233	26
0	27	71	743
13	106	312	186
183	0	200	750
133	0	375	202
16	240	119	284
86	225	0	689
180	104	18	696
0	0	993	0
126	182	0	167
107	32	4	752
188	167	181	268
93	207	0	697
181	0	0	718
135	0	0	759
141	102	0	697
145	0	143	745
139	26	33	659
151	0	0	756
174	0	18	775
41	0	254	750
0	5	220	749
44	0	239	694
0	97	0	711
250	0	215	622
66	14	250	752
181	0	308	170
164	40	355	685
128	0	63	747
226	174	71	707
46	143	86	713
19	0	58	718
187	0	26	739
73	4	166	681
155	0	251	662
0	0	57	738
205	0	306	22
103	0	125	688
0	70	167	752
147	197	30	241
67	0	63	713
95	235	0	730
154	63	0	50
182	215	87	715
70	0	0	682
150	27	181	737
220	0	319	700
147	0	417	649
152	0	872	380
178	0	486	732
0	33	196	635
28	25	0	710
166	102	0	713
111	0	0	736
186	126	91	677
106	222	0	117
154	166	0	717
190	0	91	748
257	0	188	780
171	0	19	700
0	48	511	649
62	57	287	676
129	0	278	712
22	0	334	766
206	0	498	698
52	0	586	754
202	104	383	553
0	75	166	716
158	0	69	736
56	50	173	144
153	4	335	278
68	9	180	240
171	9	375	690
220	0	202	688
198	0	205	663
157	0	201	728
0	165	44	723
150	0	104	745
0	182	66	732
153	0	267	221
147	0	410	93
57	0	4	755
49	103	53	708
0	12	76	131
162	0	67	767
109	0	216	752
190	45	50	705
248	4	0	720
60	0	134	763
227	139	271	177
158	7	113	781
144	93	0	211
203	0	405	0
163	98	270	684
0	0	66	116
17	0	86	747
118	78	86	697
35	0	10	724
119	0	675	679
91	72	276	741
47	0	11	736
133	49	302	183
243	0	298	147
82	0	137	231
106	167	161	66
48	0	455	691
138	0	108	755
65	205	0	749
173	0	0	759
143	214	0	723
0	0	184	689
126	10	183	731
0	0	146	717
301	0	129	767
187	0	171	754
157	71	0	87
67	0	280	229
150	0	0	750
97	120	0	709
227	57	257	111
110	9	155	718
98	148	226	704
100	72	0	752
94	0	153	724
137	88	107	709
76	0	0	732
26	106	89	614
0	68	256	202
0	0	164	752
284	194	0	89
209	0	156	721
85	0	0	696
250	0	540	703
153	118	57	220
36	0	4	203
227	35	4	244
193	0	95	783
15	239	62	713
232	0	296	0
78	173	0	744
194	0	73	590
256	0	279	259
200	0	162	198
194	99	0	755
7	0	498	57
232	0	433	729
204	0	112	748
25	6	0	694
226	218	0	756
148	0	109	699
127	0	123	726
3	0	0	738
197	95	0	740
208	222	73	736
0	0	73	776
53	6	171	728
164	0	111	706
111	78	43	317
52	36	28	760
214	0	297	618
164	0	108	725
202	0	200	711
180	0	236	744
145	174	6	672
25	0	0	744
33	0	0	699
147	0	122	724
27	0	21	783
89	159	0	750
0	0	209	715
92	102	144	184
228	0	121	814
154	50	30	398
114	68	91	253
0	43	0	709
0	19	0	763
12	236	0	708
162	0	296	596
143	0	0	714
96	0	0	742
112	0	129	697
172	63	0	714
189	0	0	762
137	127	42	92
233	0	143	761
265	0	0	763
164	221	28	706
168	106	64	681
119	0	138	720
194	0	4	673
229	223	187	185
182	0	0	712
256	0	362	683
194	0	372	164
186	226	50	744
170	102	46	728
226	0	83	740
0	75	47	740
124	133	0	747
139	0	186	746
67	0	0	691
98	168	144	167
0	161	38	227
66	172	72	703
114	68	90	713
56	0	279	117
135	44	178	691
152	0	114	683
211	0	103	748
128	0	65	641
183	0	163	731
33	0	122	744
194	0	208	761
90	0	210	755
202	9	33	705
49	0	31	701
180	0	56	718
163	35	0	50
206	0	326	665
0	100	0	743
182	0	142	753
244	0	201	724
72	149	0	699
23	0	230	670
200	135	211	240
263	0	233	629
135	0	13	742
65	93	0	730
0	0	212	251
219	0	174	697
226	204	190	332
160	0	265	220
201	105	485	724
163	0	0	732
152	135	0	709
195	2	398	13
130	52	39	774
161	137	53	765
68	0	0	697
59	0	0	710
202	175	263	52
113	141	45	645
176	182	0	719
0	52	0	717
185	133	0	720
135	0	208	757
176	0	204	736
29	0	179	718
124	160	60	252
20	101	177	290
147	183	38	130
0	0	52	742
89	0	366	741
189	0	258	600
110	0	312	657
54	0	249	189
178	75	231	89
222	0	114	780
209	0	44	654
36	0	167	722
115	0	18	720
104	82	204	741
0	141	19	714
182	124	102	210
161	29	0	726
109	2	384	650
165	133	201	340
166	0	73	671
129	220	0	587
114	33	222	180
7	99	141	92
104	201	0	721
152	0	71	724
0	9	313	711
94	0	61	744
0	0	153	746
123	0	132	734
107	188	0	674
158	224	47	751
154	0	127	719
128	70	0	769
102	36	0	739
0	0	210	284
170	0	272	0
149	0	130	779
0	93	5	750
118	149	0	745
138	0	281	720
51	0	72	740
104	0	171	697
154	167	83	119
88	146	0	718
173	0	107	134
173	0	163	788
143	120	0	779
109	65	21	712
201	210	439	217
252	0	0	631
231	0	144	726
234	5	0	755
79	124	0	726
136	0	324	669
26	142	5	708
217	0	133	772
16	53	211	716
148	0	0	729
181	86	0	783
16	80	80	708
0	15	0	730
89	26	192	259
110	0	0	772
173	214	0	681
134	0	86	812
230	0	0	692
0	0	0	736
217	0	299	183
35	0	258	732
188	59	0	726
42	72	0	762
125	0	19	735
243	0	0	769
134	174	0	749
153	104	88	186
164	0	168	710
189	0	0	677
0	45	0	58
4	149	40	703
234	0	0	755
150	0	195	743
69	5	392	158
141	94	174	253
171	92	30	725
219	81	40	723
188	0	388	103
0	456	1007	0
90	0	53	724
203	0	276	201
258	120	31	712
109	0	0	779
103	50	250	129
126	0	63	751
150	9	152	214
114	151	52	184
138	88	0	691
171	5	0	736
88	0	26	764
187	6	149	778
163	29	76	680
186	0	0	658
0	56	0	710
119	129	0	182
128	184	0	713
154	0	92	778
169	0	369	709
0	0	59	577
108	10	94	705
55	124	155	714
175	123	133	757
136	0	0	787
72	0	0	721
243	127	0	756
194	0	240	738
11	22	126	754
189	0	85	777
0	215	0	699
131	5	0	750
185	0	135	740
77	221	108	191
223	0	35	755
16	0	69	752
140	0	283	111
192	99	148	775
225	0	0	748
133	58	0	763
138	118	0	699
31	130	0	751
196	0	228	224
34	0	253	220
149	128	235	785
212	130	0	228
107	0	68	585
125	167	105	263
88	0	134	0
115	0	319	698
197	0	180	134
202	81	277	686
167	0	104	738
151	199	0	203
183	0	219	750
0	12	188	692
195	150	0	706
0	0	230	687
118	98	310	715
211	147	29	173
193	7	23	715
37	0	172	765
153	0	0	733
76	12	372	207
149	176	0	562
62	36	111	716
180	0	68	719
128	66	44	711
138	172	95	111
134	93	269	117
241	4	571	725
194	0	104	737
134	11	234	689
0	0	296	180
170	61	152	93
127	36	127	200
176	0	0	725
68	48	18	149
151	0	240	149
107	0	0	713
209	0	47	726
192	0	43	753
21	137	11	724
279	0	350	146
121	94	227	686
158	0	269	78
0	184	188	236
199	0	63	752
121	0	56	761
206	145	4	751
109	130	62	770
52	0	0	232
168	0	0	724
122	0	243	62
125	28	3	772
87	246	0	723
244	122	176	260
0	58	0	679
174	155	0	206
146	0	64	728
102	145	0	712
11	118	151	0
193	0	155	772
59	0	213	680
194	0	94	8
121	165	110	51
32	70	52	173
181	0	146	763
51	116	151	703
188	0	231	715
183	25	0	706
97	0	0	740
118	0	0	741
170	18	28	734
165	22	0	756
128	0	74	739
184	0	96	706
193	0	47	796
187	0	98	779
183	127	0	721
65	0	301	682
271	162	229	48
132	24	194	727
151	183	0	674
114	109	10	764
42	0	423	751
68	0	188	532
206	143	24	730
142	0	56	809
58	0	20	718
184	11	189	743
0	0	299	278
65	0	52	672
116	146	217	705
108	0	0	763
80	0	179	711
137	63	0	743
121	0	49	775
94	48	0	737
77	0	21	166
57	0	0	718
213	0	41	781
210	176	0	742
162	0	212	684
106	0	0	756
153	47	0	733
214	0	33	777
116	0	337	102
152	0	251	736
218	0	99	773
72	0	57	769
0	0	400	683
75	0	173	693
0	0	485	75
