FL1-H	FL2-H	FL3-H	FL4-H
225	122	213	580
30	684	0	725
189	688	0	727
77	204	0	606
145	765	110	746
123	738	226	753
0	680	0	727
150	145	115	705
0	762	0	739
154	779	0	755
168	0	114	716
131	115	0	701
580	826	19	159
639	137	104	228
26	819	0	707
699	803	0	155
709	785	1	39
103	736	0	726
170	232	0	735
189	109	2	742
109	686	160	736
106	415	0	703
639	660	5	182
708	679	30	157
0	853	142	761
208	0	38	695
0	96	193	698
111	791	33	678
191	606	97	737
182	224	0	710
54	713	302	710
0	793	82	726
628	181	235	230
98	0	18	688
176	508	86	656
50	711	44	739
683	780	0	98
13	494	0	680
0	0	998	358
0	793	0	748
648	590	323	210
0	0	171	709
0	816	0	739
15	726	278	716
601	100	70	268
175	486	187	650
587	0	294	212
186	0	227	707
225	145	0	701
121	875	0	718
248	813	0	727
630	755	0	84
0	760	0	744
202	0	330	679
92	696	0	776
145	138	117	688
156	766	0	718
102	0	488	667
646	611	0	241
152	0	12	711
258	0	8	710
205	0	619	695
734	827	0	162
722	995	957	237
208	162	0	701
604	6	271	191
578	210	0	204
174	761	270	721
71	0	205	732
481	47	0	180
585	87	0	247
254	720	81	723
283	115	0	786
151	764	0	776
144	781	0	738
155	285	0	653
102	750	0	740
205	342	151	672
117	0	285	725
149	0	244	754
312	0	473	732
614	709	350	81
23	731	0	693
218	0	79	651
571	224	0	167
101	185	48	683
179	672	0	719
114	801	0	738
59	691	0	723
108	678	0	816
236	62	316	699
203	131	0	726
221	0	220	726
225	107	202	702
173	192	0	721
609	747	0	161
32	164	144	684
206	217	0	694
682	609	0	162
0	827	0	748
142	599	99	692
174	702	0	775
593	771	243	38
159	152	0	655
127	720	240	721
77	247	0	707
257	0	0	736
0	760	0	756
103	182	20	656
108	238	0	747
296	0	422	606
140	741	0	733
131	627	452	732
90	595	283	716
209	744	86	760
94	794	0	735
160	185	195	734
89	744	224	788
126	25	80	719
0	686	0	713
124	56	137	706
92	686	0	718
214	148	71	722
32	78	0	714
150	0	67	696
626	2	319	163
46	0	280	755
213	62	33	700
111	192	228	574
239	57	301	591
151	0	151	749
192	174	0	744
182	0	39	695
196	781	0	742
641	520	81	262
11	774	54	749
71	695	0	697
248	632	0	731
523	161	285	288
83	197	0	662
64	103	140	694
57	0	238	716
191	165	0	672
625	605	51	158
35	681	0	716
107	739	0	752
398	225	548	698
224	0	271	628
238	328	288	748
656	691	203	91
0	812	0	772
67	848	79	741
133	707	0	723
16	857	0	762
0	795	0	769
467	0	287	245
89	1	179	698
93	774	0	804
639	111	124	221
261	0	179	724
174	748	0	716
605	0	268	0
0	699	75	727
179	28	186	761
211	0	229	718
34	674	49	751
14	733	23	728
0	32	125	726
198	0	0	719
148	0	0	705
0	830	110	712
0	570	0	724
213	130	277	371
143	178	124	650
187	0	151	705
152	0	247	695
186	119	9	680
596	670	0	164
20	0	708	675
139	93	83	695
157	0	247	670
158	0	167	707
181	629	0	709
244	192	161	679
76	812	0	749
178	2	0	705
159	102	0	686
239	233	278	300
182	694	79	770
14	672	283	735
232	46	112	693
180	274	44	697
147	765	0	753
264	0	293	677
284	291	413	636
45	808	0	732
193	167	77	637
633	692	83	8
134	702	33	727
0	679	0	718
0	0	203	721
196	226	0	695
564	194	99	283
169	152	187	699
126	737	194	696
153	741	0	745
171	63	286	721
244	0	228	721
183	653	0	749
597	207	0	235
77	0	157	637
85	668	0	728
185	9	192	693
140	181	0	717
0	160	160	686
48	788	86	708
43	845	113	758
116	0	283	656
197	764	145	772
179	0	227	722
116	41	95	712
104	690	0	707
90	728	0	732
211	0	364	684
142	5	243	601
180	0	185	678
606	106	137	220
0	747	0	745
247	0	378	695
566	40	188	120
235	733	0	740
649	690	281	0
134	0	489	715
270	203	0	701
164	0	238	723
0	820	0	717
593	608	158	257
172	99	0	730
626	784	41	95
163	748	0	724
215	798	0	728
169	212	56	736
250	255	26	716
227	524	0	715
65	228	0	682
0	806	30	727
18	814	0	698
135	158	0	734
85	754	0	718
65	805	0	762
71	245	232	709
128	140	100	717
119	761	194	763
611	822	0	266
0	769	0	725
171	772	0	727
216	0	132	689
155	0	283	671
553	271	0	265
208	29	90	661
84	115	52	693
149	660	0	752
192	0	67	731
624	250	372	106
144	52	179	700
214	53	167	694
250	170	71	717
257	123	30	728
233	682	0	752
75	60	0	786
0	845	0	773
129	708	503	706
0	848	136	761
0	289	0	658
115	0	333	643
60	94	100	744
0	0	18	755
122	478	0	684
259	296	0	744
140	0	695	164
10	810	0	741
38	740	491	755
240	188	0	654
184	89	172	710
152	103	272	671
168	0	108	686
93	618	0	700
168	568	64	765
130	796	215	700
0	0	85	682
0	736	0	739
50	0	59	739
153	681	51	763
0	175	0	723
0	733	283	759
0	801	0	689
74	206	0	726
647	742	0	202
555	115	47	193
255	0	241	760
161	417	185	735
629	673	142	236
240	144	0	731
188	50	570	789
189	1	174	690
0	316	80	710
0	788	0	758
219	0	164	705
153	752	680	752
200	806	0	771
92	332	0	668
612	89	169	204
214	0	29	749
182	0	65	687
61	823	0	756
71	150	318	588
152	192	71	602
40	8	282	198
288	0	290	718
109	675	32	744
504	693	240	605
87	55	176	717
581	0	340	216
253	74	337	689
0	823	0	732
0	688	75	742
125	676	0	737
218	17	278	741
112	657	0	761
148	0	0	761
224	49	217	704
31	174	0	742
122	349	321	561
627	587	278	222
551	292	0	142
234	79	240	689
77	833	61	752
0	221	150	736
140	191	0	684
0	838	0	724
0	762	28	714
75	575	20	746
0	788	0	751
601	674	0	61
646	653	0	77
578	134	206	122
0	700	17	709
234	6	62	741
70	179	18	712
104	799	0	731
225	336	0	733
178	24	65	750
230	718	31	791
133	0	116	722
154	0	80	733
179	617	206	714
0	689	0	719
158	0	266	714
9	727	0	757
168	35	0	765
129	5	284	705
21	752	0	755
245	137	0	680
93	691	73	752
666	710	205	253
567	200	220	282
65	661	339	685
200	133	0	723
213	816	614	743
21	10	0	759
138	266	0	700
67	798	0	699
101	813	0	748
151	229	0	705
133	780	0	723
0	0	498	716
177	211	0	667
20	0	44	740
0	779	32	717
218	0	333	687
160	771	445	793
142	596	176	619
143	112	0	683
0	827	634	767
0	483	0	710
0	734	13	770
9	721	0	751
115	562	15	702
126	0	159	756
153	0	4	721
664	810	0	225
193	0	145	710
180	157	436	736
138	180	376	681
141	723	0	728
252	0	557	708
648	774	96	118
172	0	331	710
351	0	791	0
635	217	191	22
111	383	0	693
5	671	347	744
210	466	206	574
172	793	0	745
89	768	0	756
124	717	256	724
70	447	609	731
76	227	216	716
0	709	0	731
154	0	149	743
520	248	33	133
153	233	289	669
148	776	0	764
146	712	0	743
0	675	0	701
3	751	0	778
81	812	0	760
0	744	7	754
0	772	0	789
60	0	185	699
45	32	260	552
125	19	136	705
255	660	0	719
222	0	267	735
187	161	183	663
305	139	327	686
0	780	0	787
0	154	0	679
78	525	0	724
626	757	0	151
191	714	0	764
0	756	0	728
58	69	0	723
101	0	214	686
180	177	0	702
103	0	232	682
618	792	39	102
140	179	216	718
198	0	514	682
61	835	695	700
166	561	82	752
256	164	0	756
74	118	408	660
205	168	14	717
0	821	0	718
0	756	0	738
221	0	263	694
89	633	1	628
187	550	0	765
18	793	125	825
23	623	0	701
224	0	294	728
0	638	140	762
590	3	159	202
0	818	54	741
681	0	318	54
0	824	0	734
19	758	5	747
554	267	0	227
255	0	46	740
629	514	190	96
0	598	0	728
224	715	0	757
30	658	220	694
144	845	64	771
637	801	191	230
160	171	239	659
675	94	69	69
0	148	247	735
635	505	89	213
220	54	312	680
0	857	0	726
623	789	0	128
129	776	73	723
172	10	70	734
131	621	187	701
7	782	0	744
192	0	605	720
0	537	26	699
253	197	0	682
296	0	332	701
160	93	0	702
190	32	162	678
0	0	190	745
135	131	0	713
204	258	168	679
134	727	11	724
211	43	137	712
0	664	117	706
132	75	170	679
15	39	0	730
0	0	465	673
87	212	24	703
252	225	142	708
153	725	0	726
0	767	0	734
205	164	10	617
68	5	7	725
666	507	469	213
167	0	71	794
0	802	2	798
128	179	397	688
605	223	0	254
196	0	229	680
127	701	0	710
163	687	276	708
0	116	217	700
172	0	636	681
186	728	0	807
199	0	140	717
229	195	0	669
125	705	345	687
207	476	292	628
0	816	0	736
636	581	321	193
108	739	17	798
73	335	157	666
27	223	0	732
203	347	50	726
289	1005	674	731
30	213	75	744
235	220	297	696
67	270	0	718
531	0	375	161
120	0	315	695
134	536	577	748
605	622	244	159
681	724	0	0
149	253	106	676
0	812	0	759
21	735	314	687
572	635	0	246
0	220	0	707
576	719	0	194
70	239	166	723
0	47	0	707
197	133	192	767
173	1	64	688
31	782	0	745
143	268	113	708
596	739	85	84
287	256	754	784
99	109	32	694
43	644	0	723
53	190	0	702
181	80	0	726
166	793	0	724
224	31	0	692
216	0	102	695
601	174	316	247
217	140	0	578
0	679	65	729
65	682	0	725
97	786	0	764
76	842	0	744
101	810	0	728
85	272	0	674
221	201	121	671
170	159	0	709
132	215	0	738
39	737	0	718
68	256	65	685
78	0	284	724
196	229	0	767
614	0	345	215
172	0	155	738
619	790	8	207
48	0	356	702
60	739	0	749
0	748	0	743
49	409	0	698
0	733	0	736
716	826	118	109
198	102	236	651
718	814	189	112
192	193	0	770
165	0	292	632
256	89	239	707
0	657	0	712
0	739	0	700
0	649	167	700
194	306	0	688
212	23	193	696
652	692	1	250
575	229	109	215
597	35	101	143
27	206	0	739
100	178	69	679
69	282	0	682
147	0	157	709
0	892	0	762
142	0	374	599
83	155	0	655
224	713	0	740
26	804	32	780
4	840	0	760
207	756	561	769
236	41	103	725
191	0	364	722
148	710	55	736
209	0	475	727
116	675	0	754
217	582	704	701
601	128	148	121
151	499	0	773
209	179	14	671
575	204	0	146
232	158	325	690
0	714	0	746
0	693	0	701
262	0	279	732
71	0	323	657
180	168	213	698
603	215	144	109
0	741	10	673
621	0	629	0
0	807	0	754
132	653	31	796
0	837	0	742
111	19	419	777
111	776	0	759
0	98	0	648
0	993	47	738
678	820	171	158
164	169	0	712
0	771	35	758
133	64	243	656
71	759	0	693
144	141	0	672
0	658	292	713
0	749	129	737
0	801	86	730
243	698	0	746
8	0	119	699
233	202	14	704
123	733	0	755
511	280	14	268
617	187	173	247
151	758	0	775
158	0	0	710
200	84	0	685
163	190	122	706
331	227	262	742
32	619	245	730
0	755	0	704
167	0	340	706
207	121	0	666
0	777	0	764
0	746	184	708
220	351	101	716
230	0	172	710
79	780	0	771
0	554	0	726
207	0	313	669
147	578	62	724
600	771	0	75
0	671	0	717
189	0	466	206
0	652	25	748
639	304	142	272
602	26	232	135
624	194	2	103
534	1011	807	704
136	160	192	635
177	66	150	710
180	169	76	670
48	0	205	717
60	0	13	727
286	0	309	706
2	739	0	712
228	0	34	734
37	694	500	723
571	188	430	0
210	701	0	743
140	131	210	300
0	712	16	742
619	842	0	34
56	28	188	696
200	595	705	694
637	47	249	177
651	26	168	230
0	726	0	708
542	9	234	231
173	106	0	700
240	6	93	720
239	197	52	730
83	97	344	675
217	475	117	732
183	128	0	714
189	0	150	711
123	755	0	765
57	700	0	735
233	0	274	657
0	721	0	727
110	179	170	593
195	117	159	773
119	0	194	671
274	0	281	694
135	0	455	703
63	819	0	731
0	108	0	744
109	0	147	684
0	745	0	767
108	190	306	674
57	796	6	757
542	0	198	721
614	166	53	165
260	0	256	684
19	13	983	0
701	574	65	140
644	674	667	38
122	0	76	704
0	756	0	735
195	651	0	731
232	0	115	802
276	575	387	725
95	761	0	743
245	0	241	704
69	0	122	712
147	278	0	756
0	704	0	726
0	713	0	741
0	838	0	741
93	0	157	660
45	604	0	796
215	0	124	738
155	303	7	742
181	0	146	706
177	0	459	229
0	830	94	761
77	202	0	658
100	681	93	740
91	639	0	759
125	807	54	727
165	0	108	701
52	735	437	784
32	0	270	722
0	735	7	747
16	0	508	729
655	791	537	47
216	0	23	711
0	762	0	748
215	789	0	699
176	76	431	695
0	785	142	711
74	707	225	786
128	0	333	746
112	0	424	720
0	838	0	724
0	739	85	775
200	0	46	719
91	133	2	670
616	279	224	95
231	245	0	728
563	609	273	49
11	897	18	774
0	802	20	734
0	828	0	756
64	297	343	613
52	769	0	784
181	0	442	668
32	791	152	712
191	631	43	761
336	0	379	714
174	711	0	725
0	0	741	720
0	844	0	781
45	786	117	788
701	822	0	235
133	114	236	711
50	924	0	708
72	746	100	760
88	160	102	711
0	594	0	709
67	787	0	725
45	118	267	697
642	477	0	211
249	29	384	295
0	795	0	715
242	140	142	780
291	4	0	667
0	680	0	794
119	0	275	719
308	0	640	810
136	233	0	741
120	94	285	709
750	581	278	205
233	0	466	766
176	0	88	710
619	35	173	185
151	787	0	736
303	0	281	797
586	148	113	142
177	287	0	621
110	606	12	698
555	0	221	0
620	0	36	142
128	792	39	734
577	0	405	123
42	610	0	735
166	129	247	667
139	29	183	301
133	62	245	724
49	242	221	677
51	700	243	741
58	753	0	749
666	727	417	212
57	658	0	710
239	145	135	676
40	691	39	751
233	52	218	719
148	0	272	720
179	541	194	722
186	722	0	770
17	768	0	712
601	718	187	107
115	793	64	712
0	682	0	754
37	609	0	758
236	116	106	667
0	251	0	703
206	320	137	566
226	111	351	706
0	249	0	737
696	813	202	238
209	110	0	687
64	596	0	724
244	190	375	343
204	0	315	739
160	108	56	746
259	233	0	733
218	115	70	704
618	822	66	227
0	248	54	620
0	763	0	728
233	0	351	703
191	96	0	713
208	746	0	761
0	806	0	747
154	771	0	741
84	156	136	780
