FL1-H	FL2-H	FL3-H	FL4-H
0	214	0	710
24	831	0	708
217	201	0	747
113	167	156	360
208	0	691	724
176	0	173	694
0	763	0	753
33	669	619	665
3	692	0	744
104	0	418	332
512	675	549	755
61	710	171	755
36	832	0	733
111	776	256	766
238	0	166	713
181	0	316	352
129	688	69	708
41	741	0	691
0	718	0	730
0	694	0	734
243	134	0	701
78	578	366	723
0	638	0	744
189	0	723	635
133	561	5	708
0	726	51	722
191	0	51	701
165	0	335	301
0	807	10	753
218	614	20	775
256	79	0	743
265	0	328	341
70	53	983	0
79	724	79	732
7	193	429	330
0	731	0	726
14	682	0	722
91	241	0	282
55	783	0	740
167	531	220	732
142	67	344	689
0	826	0	758
252	116	0	698
217	0	327	337
224	0	468	695
183	0	404	394
0	795	173	703
189	0	430	658
166	607	345	335
70	804	87	731
164	189	0	725
16	192	162	312
0	746	0	737
213	154	0	701
181	0	380	310
211	240	164	313
104	204	96	739
8	698	0	738
266	154	0	798
0	689	0	713
94	644	0	723
209	729	0	706
96	8	83	655
140	731	279	715
123	191	25	682
145	9	26	707
126	655	12	739
94	12	124	690
180	725	168	735
205	193	68	714
165	118	229	266
117	619	363	721
0	640	229	723
77	722	0	768
60	773	266	755
0	700	321	729
211	705	0	724
217	136	0	644
149	302	340	722
216	46	168	341
0	858	0	728
64	772	633	742
204	0	328	285
0	650	285	759
0	785	0	749
237	0	394	405
0	758	0	716
115	0	155	708
0	682	102	713
65	763	0	735
93	119	85	679
40	792	41	755
155	709	131	702
266	250	0	344
144	694	0	743
247	176	267	408
160	5	290	303
27	0	199	357
0	701	0	718
9	86	177	741
0	739	0	746
90	0	331	720
46	753	0	708
143	641	492	762
182	0	0	697
130	11	389	671
205	791	0	766
41	582	0	703
0	623	39	702
167	90	328	323
149	633	12	728
0	800	66	712
0	705	0	771
71	164	0	749
39	253	0	647
80	159	36	722
64	672	247	715
36	780	0	729
130	687	218	767
17	0	353	297
157	195	64	325
70	746	0	735
159	0	265	369
126	22	80	726
30	668	40	736
164	0	0	542
0	0	337	659
0	785	0	729
131	85	0	707
209	0	306	698
101	740	337	745
55	729	66	730
249	447	36	731
84	448	1006	0
241	692	0	709
0	778	0	737
162	139	49	243
25	170	240	691
173	78	26	696
65	61	164	702
173	549	0	738
59	740	0	729
104	660	23	716
0	620	24	723
203	0	0	732
170	0	767	629
0	606	0	733
0	665	0	752
182	111	330	302
270	0	173	710
138	0	492	732
51	776	0	741
0	770	0	754
195	714	51	785
206	215	0	687
191	0	317	357
0	876	61	749
128	0	391	686
124	603	90	748
0	758	184	730
0	706	0	710
150	280	156	564
183	277	32	729
0	781	0	708
167	234	304	674
218	110	372	378
34	265	198	357
0	205	219	644
5	761	279	705
201	608	63	784
0	702	103	772
147	170	219	693
0	798	284	705
0	682	0	737
0	683	0	717
80	630	30	725
56	803	14	698
42	811	18	737
182	766	0	759
0	604	0	708
5	645	2	708
0	723	0	723
209	2	283	806
154	0	172	649
131	148	196	349
177	137	3	707
0	666	151	713
17	630	0	758
147	158	327	384
83	803	0	718
81	599	0	713
0	628	212	720
105	702	0	733
0	805	0	715
