FL1-H	FL2-H	FL3-H	FL4-H
111	105	380	676
202	133	0	755
155	762	0	708
33	799	0	747
0	127	0	745
107	129	0	721
612	748	0	141
243	0	73	779
157	0	0	737
559	393	174	110
0	32	225	196
130	0	374	676
258	0	415	215
226	0	500	663
66	683	0	691
0	741	92	703
173	0	0	772
43	8	0	756
225	745	0	721
548	464	0	144
88	0	382	678
624	731	309	211
0	68	27	734
119	13	0	729
254	0	193	750
169	187	15	747
0	209	0	749
161	129	31	752
642	95	0	171
628	250	0	134
91	60	0	746
0	39	788	712
182	34	0	778
141	0	0	760
47	0	106	744
162	0	0	754
655	181	0	126
119	263	77	609
227	0	6	739
674	810	0	165
187	620	0	632
173	0	67	769
55	0	0	764
155	782	0	727
44	786	92	731
143	0	18	727
0	0	989	0
615	161	351	192
230	771	0	734
0	749	109	713
115	776	0	739
128	0	0	743
98	761	0	718
140	33	0	797
126	67	0	755
208	113	117	762
100	749	0	716
618	755	0	142
0	771	0	707
544	488	514	688
48	730	0	701
93	564	26	781
87	745	0	713
0	786	262	748
187	16	239	743
124	106	157	752
304	0	337	540
669	2	163	143
0	738	12	697
180	64	55	724
612	774	88	130
222	0	331	650
113	1	81	720
662	805	23	207
187	32	288	774
256	738	0	692
132	777	146	726
173	686	0	617
94	806	0	739
166	0	154	726
122	116	129	750
608	756	13	227
196	716	3	709
633	759	422	210
649	70	56	249
196	212	26	742
229	733	0	710
142	636	0	706
673	786	0	242
232	32	0	729
12	757	0	700
212	0	519	706
182	197	45	737
73	735	0	698
552	690	0	212
0	747	0	728
205	0	121	725
217	155	36	765
33	135	0	733
89	215	0	741
125	144	174	675
124	72	42	755
607	708	0	128
31	819	0	744
130	261	0	773
215	0	0	737
985	0	875	1023
71	812	0	758
0	37	72	752
0	171	0	755
223	438	53	793
50	762	129	743
0	740	0	702
65	743	0	718
17	772	0	825
129	49	113	758
19	138	75	762
72	730	0	684
94	218	87	758
87	759	0	715
79	769	0	735
142	0	0	734
118	0	48	770
244	0	117	731
216	96	0	749
136	724	0	716
0	778	0	723
681	810	0	252
57	171	0	726
134	765	0	718
716	245	64	253
0	763	1	715
114	759	0	719
84	40	112	718
583	755	0	82
1	729	0	703
614	730	0	217
163	119	0	755
109	43	121	730
211	109	93	734
655	190	204	201
109	0	62	749
65	18	66	761
680	785	0	154
636	757	346	97
59	212	0	751
83	106	9	739
0	753	29	704
217	134	0	737
53	207	0	742
126	100	0	768
66	752	94	716
122	0	21	747
43	118	202	722
89	797	15	736
47	741	0	671
40	204	0	768
0	706	25	680
666	170	0	224
146	721	517	696
24	785	21	723
0	100	42	749
0	667	4	664
20	20	429	762
626	737	512	167
664	763	0	736
218	747	0	713
79	693	0	695
68	123	36	747
0	50	0	736
119	684	152	675
17	587	449	558
47	0	0	767
175	128	0	761
268	0	671	672
0	0	105	758
0	393	999	0
185	625	178	604
72	32	0	785
0	732	115	697
132	2	127	761
204	0	345	746
136	82	0	751
563	617	282	118
134	0	0	813
0	751	75	709
589	760	0	218
151	166	142	698
111	0	249	756
638	785	0	194
62	728	0	709
157	739	19	721
602	745	10	175
160	747	0	706
0	789	0	745
327	0	563	592
0	832	0	753
241	752	196	729
0	738	0	701
238	0	169	734
136	787	0	710
110	151	349	571
136	0	62	766
31	714	0	709
163	505	55	600
116	746	0	717
137	206	219	757
100	825	221	782
41	87	219	725
233	821	344	771
257	0	711	600
259	0	525	732
251	727	543	692
78	709	549	677
635	764	473	218
0	737	423	710
0	782	406	724
105	711	274	692
684	815	80	347
30	0	93	762
746	257	247	174
30	0	456	745
181	83	34	763
1	763	434	704
3	271	0	735
0	240	0	740
161	715	9	705
159	0	96	725
182	0	172	730
184	647	0	648
0	588	228	540
0	721	0	706
107	798	128	749
615	764	0	235
0	738	0	694
166	0	0	767
178	0	584	711
595	777	0	291
177	229	0	733
711	847	116	263
20	814	0	770
78	775	0	712
184	744	249	689
51	665	276	674
0	60	16	757
88	0	0	716
224	748	289	739
141	196	0	721
150	31	0	767
702	0	194	215
79	790	0	731
567	663	0	44
621	783	0	197
639	765	0	246
0	786	0	739
138	0	120	752
129	784	0	746
243	225	233	735
168	0	308	763
32	161	33	730
99	0	0	721
0	723	0	709
153	16	570	773
0	767	0	737
156	134	0	742
0	710	0	681
649	755	0	155
681	210	0	169
122	688	0	668
632	776	19	222
530	718	229	152
217	0	246	704
206	0	97	761
135	0	72	747
652	776	0	258
658	121	324	128
151	89	9	715
684	248	0	247
139	0	105	738
211	122	0	701
0	708	0	715
199	652	146	602
642	0	199	193
46	0	0	788
180	0	10	748
0	797	0	760
205	715	167	687
213	0	270	747
525	668	108	131
680	790	34	225
0	0	111	763
149	25	9	726
0	732	0	668
175	182	0	731
717	0	83	208
210	0	408	757
582	648	0	223
224	0	54	773
79	804	0	753
153	765	0	716
61	698	0	602
0	665	0	653
159	0	0	790
616	761	6	243
22	0	204	731
219	48	407	796
178	319	153	798
143	0	81	742
90	779	440	726
0	749	0	718
212	742	0	726
66	0	0	752
79	743	0	717
81	706	71	715
90	119	0	718
639	764	52	265
63	67	54	732
104	0	196	764
0	251	0	742
21	165	38	747
256	0	0	755
115	120	0	731
624	748	0	60
83	776	0	754
2	80	12	753
665	770	0	165
40	71	39	749
121	0	65	732
220	103	46	743
99	119	398	761
755	181	0	179
224	723	0	678
213	78	58	755
160	190	23	740
158	27	0	720
6	198	107	735
0	757	93	699
71	0	23	730
242	22	0	727
0	792	59	749
158	731	0	676
596	769	191	67
98	746	0	714
606	719	37	120
0	751	0	716
643	772	81	203
0	783	0	738
27	616	81	568
15	800	0	767
157	157	0	786
654	795	11	105
100	0	105	731
177	738	0	685
108	36	10	731
73	0	150	751
592	711	13	211
92	742	0	721
3	745	0	731
44	2	215	730
155	0	0	791
71	743	78	715
500	681	0	220
127	783	0	739
0	789	0	728
227	721	0	710
560	655	225	185
109	0	113	763
154	764	45	733
74	763	0	729
671	24	427	112
653	240	165	137
14	141	8	762
0	726	0	702
624	751	0	199
109	0	0	749
654	271	0	123
142	715	29	682
0	93	1	736
0	744	46	715
632	741	165	201
745	248	0	142
117	99	0	737
268	190	442	604
0	12	0	742
231	0	306	731
94	204	0	739
42	661	0	675
535	719	0	122
0	0	38	764
537	685	30	252
225	0	364	719
619	269	0	110
94	0	112	740
0	747	0	727
0	654	5	616
151	61	166	733
0	661	222	589
87	166	0	752
105	698	0	695
63	703	0	676
257	765	0	711
616	777	0	69
158	1	0	741
161	734	109	725
44	763	0	734
47	149	12	754
96	0	108	780
118	80	0	777
126	0	16	749
613	728	171	211
578	743	0	221
267	246	413	679
147	740	0	729
182	0	580	642
109	188	52	744
0	670	0	677
593	757	0	181
640	805	107	0
96	0	212	770
619	744	70	148
64	783	177	727
632	764	3	225
679	112	0	192
0	767	0	725
34	129	108	731
212	122	207	687
112	751	0	728
0	752	0	716
96	201	0	765
0	715	567	699
0	689	0	666
3	679	215	661
254	85	0	738
158	66	0	737
225	0	0	742
64	0	3	744
629	771	0	196
168	258	0	724
11	769	0	716
104	800	130	753
679	0	312	175
251	274	0	721
135	758	0	720
219	686	206	668
109	0	130	748
128	172	0	731
187	181	24	739
0	727	56	691
609	758	142	10
647	775	0	148
146	0	140	772
282	176	0	748
74	0	25	741
159	173	0	739
0	152	141	754
145	747	0	706
15	203	0	762
173	255	187	626
84	743	0	711
105	76	0	721
225	712	0	692
108	125	222	751
184	0	278	734
108	763	0	709
0	431	0	822
212	376	70	786
81	654	0	593
64	0	213	648
667	213	40	220
572	706	319	96
102	51	135	712
122	759	0	728
184	0	44	725
14	634	85	653
0	0	52	724
213	0	38	749
46	212	0	729
96	0	401	718
676	747	0	257
177	93	44	782
180	172	99	778
6	0	29	766
100	0	0	719
651	5	267	132
615	742	129	253
0	732	0	691
153	116	335	768
0	718	0	714
52	719	160	693
90	774	0	734
690	115	0	160
183	119	99	761
113	763	165	731
194	0	294	748
0	739	0	714
99	784	0	744
113	143	244	747
272	86	0	763
0	24	197	733
156	27	75	729
173	194	366	740
0	748	0	701
716	0	121	143
638	748	0	119
592	715	167	136
622	306	3	109
56	700	0	671
