FL1.H	FL2.H	FL3.H	FL4.H
438	0.0	708.126831055	0.0
246	252.512664795	167.571990967	248.94296264599998
183	300.42532348599997	35.1360626221	252.832702637
244	437.688598633	260.817687988	351.37261962900004
144	292.655700684	214.870544434	116.69201660200001
70	339.273406982	47.2985458374	285.247161865
168	370.351898193	256.763549805	363.0418396
53	0.0	151.35534668	298.212921143
170	357.402526855	175.68031311	344.88973999
53	54.3873405457	187.842803955	229.494293213
285	555.527832031	406.76751709	741.642578125
231	416.96963501	100.002639771	0.0
243	343.158233643	201.35667419400002	142.623580933
0	138.558227539	71.6235122681	189.30038452099998
384	80.2860794067	545.9603881840001	304.695831299
136	292.655700684	189.19418335	357.855499268
278	278.41140747099996	441.90356445300006	324.144500732
124	288.770874023	258.114929199	455.098846436
261	325.02911377	6.7569351196300005	260.61215209999995
258	371.64685058599997	109.46234893799999	228.197723389
168	174.81645202599998	0.0	379.897338867
78	85.4658203125	63.515190124499995	597.7224121090001
103	213.66455078099997	0.0	188.003799438
95	339.273406982	0.0	269.68820190400004
176	244.743041992	263.520477295	353.965789795
232	370.351898193	0.0	390.26995849599996
280	436.393676758	95.94847869870001	414.904937744
148	382.00631713900003	85.13738250729999	409.71862793
88	99.7101287842	128.38177490200002	243.75665283200001
273	402.72531127900004	304.06207275400004	405.828887939
407	155.392410278	745.965637207	335.813690186
122	353.51773071300005	0.0	264.50189209
469	0.0	694.6129760739999	286.543731689
264	449.34304809599996	254.06076049799998	308.585540771
244	384.596191406	244.60105896	346.186309814
42	89.3506317139	95.94847869870001	252.832702637
83	199.42025756799998	198.65390014599998	398.04943847699997
95	235.67848205599998	159.463668823	372.11785888699995
217	331.50378418	90.54293060299999	223.01141357400002
117	332.798736572	217.57331848099997	298.212921143
83	222.729110718	170.274765015	329.330810547
264	337.978485107	210.816375732	328.034210205
269	369.056976318	279.737121582	350.076049805
272	409.200012207	160.815063477	328.034210205
221	301.72024536099997	0.0	268.39163208
225	415.674682617	195.95112609900002	308.585540771
204	343.158233643	156.760894775	117.988594055
132	330.208862305	56.7582550049	335.813690186
261	451.93292236300005	474.33685302699996	461.581756592
243	378.12152099599996	304.06207275400004	145.21673584
140	396.250640869	155.409515381	124.47148132299999
126	672.072143555	824.3461303710001	901.121643066
2	0.0	94.5970916748	228.197723389
69	73.8113937378	0.0	141.32699585
102	347.043029785	87.84015655520001	339.703430176
0	0.0	0.0	0.0
279	414.379760742	156.760894775	335.813690186
189	424.739227295	197.30250549299998	304.695831299
0	170.931640625	255.41215515099998	173.74143981900002
56	125.60886383100001	266.223236084	401.939178467
343	331.50378418	33.7846755981	168.555130005
0	195.535446167	32.4332885742	404.532318115
116	220.13923645	104.056800842	188.003799438
227	415.674682617	294.602386475	265.798492432
482	233.088607788	631.09777832	0.0
358	213.66455078099997	383.793914795	361.745239258
253	334.093658447	132.435928345	223.01141357400002
171	306.899993896	154.058120728	270.98480224599996
233	225.318984985	0.0	239.866912842
293	426.03417968800005	181.08586120599998	442.133087158
448	25.8987350464	650.017150879	0.0
212	297.835449219	240.546890259	258.019012451
159	255.102539062	187.842803955	455.098846436
147	227.908859253	128.38177490200002	232.08744812
0	159.27722168	33.7846755981	0.0
52	0.0	186.491409302	355.262359619
124	234.383544922	72.974899292	412.31179809599996
220	352.22277832	0.0	85.57414245609999
94	154.097473145	255.41215515099998	0.0
89	133.37847900399998	2.70277404785	0.0
71	168.341766357	143.247024536	133.547531128
224	211.074676514	306.764862061	42.787071228
0	739.408874512	695.9643554689999	889.452453613
266	426.03417968800005	178.383087158	252.832702637
61	6.4746837616	159.463668823	137.437255859
86	375.531646729	258.114929199	200.969589233
82	0.0	152.706741333	197.07984924299998
164	224.024047852	190.545578003	0.0
276	446.75317382800006	159.463668823	338.406829834
180	277.116455078	10.8110961914	276.171112061
368	520.564575195	275.682952881	400.642578125
37	103.594940186	220.276092529	243.75665283200001
269	420.85443115199996	52.704093933100005	261.908752441
56	265.46203613299997	35.1360626221	228.197723389
309	444.163299561	287.84542846700003	426.574157715
36	0.0	167.571990967	105.02281189
1	85.4658203125	171.62615966799999	490.10647583
162	257.69241333	205.410827637	129.657791138
356	446.75317382800006	222.97886657700002	400.642578125
198	362.582275391	245.952438354	133.547531128
20	0.0	139.192871094	350.076049805
227	398.84051513699995	81.08322143550001	337.11026001
132	358.69747924800004	40.541610717800005	377.304168701
149	240.858230591	0.0	373.414459229
188	383.301269531	50.0013198853	344.88973999
81	402.72531127900004	129.733154297	213.93536377
0	113.954429626	191.896957397	365.63497924800004
25	192.94557189900002	247.303833008	348.77947998
222	344.453155518	136.49009704600002	267.095062256
93	174.81645202599998	77.0290603638	298.212921143
137	281.00125122099996	216.221923828	370.82128906199995
144	310.784820557	36.487449646	320.25476074200003
169	334.093658447	137.84147644	409.71862793
108	394.95568847699997	218.92469787599998	193.190109253
102	0.0	264.871856689	242.460083008
51	178.701263428	140.544250488	286.543731689
113	19.4240512848	209.464996338	351.37261962900004
218	497.25570678699995	178.383087158	325.441070557
180	369.056976318	124.32760620100001	95.9467697144
273	407.905059814	243.24966430700002	255.42585754400002
155	258.987335205	240.546890259	200.969589233
107	326.324035645	133.78732299799998	296.916351318
258	297.835449219	305.413482666	383.787078857
383	31.078481674200003	681.0990600590001	318.9581604
337	440.27847289999994	81.08322143550001	408.422058105
155	380.71139526400003	95.94847869870001	346.186309814
315	431.21392822300004	162.16644287100002	391.56652832
154	432.50885009800004	114.867897034	263.205322266
202	183.881011963	0.0	359.152099609
158	382.00631713900003	614.8811035159999	742.9391479489999
236	429.91897583	63.515190124499995	159.4790802
176	274.526580811	131.08454895	312.475280762
184	323.734191895	250.00660705599998	259.315582275
183	327.618988037	59.461029052700006	313.77185058599997
80	258.987335205	64.8665771484	0.0
72	410.494934082	97.2998657227	202.266159058
94	387.186065674	9.45970916748	198.376419067
149	345.74810791	52.704093933100005	324.144500732
227	392.365814209	122.976219177	390.26995849599996
74	420.85443115199996	627.043579102	650.882141113
221	328.913909912	55.406867981000005	272.28137207
92	183.881011963	143.247024536	305.992401123
262	297.835449219	231.087188721	263.205322266
186	345.74810791	262.16909790000005	303.399230957
173	405.31518554699994	148.65257263200002	195.78326416
79	252.512664795	100.002639771	111.50570678700001
208	335.38861084	329.738433838	363.0418396
0	490.781005859	648.6657714840001	634.0266113280001
66	538.693664551	659.476867676	706.635009766
32	64.7468338013	198.65390014599998	0.0
212	230.498733521	77.0290603638	1.29657793045
0	471.35696411099997	690.558776855	741.642578125
320	427.32910156199995	136.49009704600002	448.61596679699994
160	405.31518554699994	158.112289429	0.0
294	244.743041992	91.894317627	0.0
87	173.521514893	74.3262863159	0.0
227	348.337982178	378.388366699	129.657791138
86	189.06076049799998	363.523132324	217.82508850099998
0	0.0	86.4887695312	315.068450928
38	0.0	0.0	282.653991699
0	59.5670890808	329.738433838	102.42965698200001
280	397.545562744	381.091156006	309.882141113
293	336.683532715	82.4346084595	10.3726234436
253	423.44430542	291.899597168	490.10647583
124	138.558227539	67.5693511963	243.75665283200001
147	266.75695800799997	183.788635254	337.11026001
248	231.793670654	394.60501098599997	357.855499268
242	415.674682617	102.705413818	208.749053955
117	235.67848205599998	160.815063477	93.35361480709999
169	246.03797912599998	154.058120728	251.53611755400001
339	448.04809570300006	272.98019409200003	145.21673584
191	247.33291626	0.0	263.205322266
103	0.0	105.408187866	199.67300415
243	224.024047852	0.0	0.0
332	441.573425293	175.68031311	405.828887939
221	269.346832275	36.487449646	322.847900391
241	323.734191895	186.491409302	260.61215209999995
245	330.208862305	0.0	299.50949096700003
100	230.498733521	25.6763534546	285.247161865
216	310.784820557	0.0	235.97718811
65	380.71139526400003	554.068664551	788.319396973
29	618.9797363280001	709.4782104489999	723.490478516
307	256.397460938	110.81373596200001	296.916351318
150	353.51773071300005	104.056800842	296.916351318
187	382.00631713900003	152.706741333	219.121673584
