FL1-H	FL2-H	FL3-H	FL4-H
110	0	42	775
108	680	247	675
0	705	0	709
284	158	255	760
0	784	0	739
63	220	0	732
2	723	0	704
245	221	516	834
0	733	107	703
97	91	0	746
174	8	512	720
72	155	0	730
0	140	175	740
114	161	0	736
51	0	90	731
118	0	586	721
153	115	224	776
127	22	27	714
73	0	0	725
203	0	717	736
0	803	0	761
248	136	0	783
140	0	89	761
85	0	18	763
223	60	132	754
175	113	32	741
0	763	24	742
138	0	0	718
124	76	182	744
143	4	401	382
151	68	143	777
0	93	53	774
0	218	0	773
213	26	0	763
0	692	165	693
156	0	241	714
0	797	0	754
125	785	20	774
228	79	178	736
214	123	25	741
223	0	578	755
222	226	0	783
177	0	6	718
1	100	62	733
153	0	0	755
32	760	220	730
23	0	0	716
109	760	0	730
161	76	0	746
224	0	174	758
98	748	0	705
86	0	476	739
118	183	0	714
112	702	216	700
123	186	0	734
116	738	0	696
0	118	211	735
132	153	95	762
0	757	0	733
0	119	0	762
0	695	0	672
99	101	0	722
142	35	155	758
200	0	567	737
194	145	0	748
176	219	290	727
148	0	84	776
282	0	320	781
235	36	0	764
181	743	0	719
242	5	171	752
128	219	2	704
105	0	202	760
148	53	78	764
251	0	262	766
226	0	230	757
218	0	461	343
26	24	0	767
182	0	521	724
232	80	56	782
211	0	201	786
251	0	49	773
27	584	1	636
100	0	170	759
157	88	56	721
0	757	0	722
0	99	0	754
129	0	0	800
131	664	0	630
101	203	0	752
14	0	95	717
26	708	31	683
146	0	280	716
36	0	0	759
164	210	0	711
117	202	5	743
313	0	230	753
144	5	0	766
172	104	205	764
179	0	290	272
197	0	466	737
107	755	13	706
74	0	46	741
127	775	79	735
158	0	241	727
0	702	0	683
4	2	0	729
0	806	0	732
183	251	6	693
229	117	77	793
229	0	110	771
211	0	149	812
124	68	66	751
242	0	609	732
167	0	543	292
0	724	0	700
51	713	285	685
158	744	188	724
34	0	20	727
205	208	154	746
236	33	151	802
0	0	337	356
109	0	29	776
120	0	91	731
193	0	46	734
