FL1-H	FL2-H	FL3-H	FL4-H
127	60	48	678
138	0	18	744
217	0	178	751
121	0	179	725
126	162	31	765
0	850	14	728
118	145	46	702
156	622	0	692
108	641	22	708
0	771	216	721
212	0	164	765
59	777	282	735
97	692	0	731
0	718	129	710
100	483	0	718
18	159	211	757
24	235	379	737
118	206	0	553
0	813	0	715
276	244	224	676
168	766	0	729
176	22	1	723
207	70	16	718
114	152	124	720
120	807	119	761
69	0	545	688
159	341	558	739
83	842	89	768
158	752	0	772
380	0	625	663
132	614	0	673
0	716	7	735
0	747	538	646
186	0	707	423
140	819	0	725
199	317	76	719
32	738	0	734
253	71	296	688
19	0	527	718
169	0	388	752
150	200	348	651
199	0	0	699
4	744	368	759
170	666	0	735
116	734	127	740
94	0	79	671
0	709	311	742
153	0	43	780
129	663	295	715
0	782	122	725
37	229	12	715
240	848	0	750
98	785	214	743
103	797	0	724
120	0	53	705
109	865	0	768
5	61	514	702
170	205	296	748
165	766	0	724
49	664	127	733
120	79	105	680
69	571	128	752
0	811	302	722
58	807	25	739
0	635	0	727
0	627	512	729
185	627	0	728
70	188	0	709
179	766	18	724
207	0	230	745
0	742	0	712
87	743	0	726
232	0	475	697
140	0	691	696
125	0	134	690
237	757	30	742
129	106	0	659
190	0	431	683
211	0	238	705
114	645	0	751
37	681	0	725
0	53	0	745
104	809	509	695
0	770	58	725
0	845	0	782
252	187	0	722
142	736	0	696
0	0	510	687
0	549	75	737
79	289	187	672
34	724	0	776
253	695	0	711
53	740	171	724
39	619	228	697
178	85	0	698
219	753	27	746
0	679	24	764
136	27	0	663
145	331	36	697
183	711	0	766
0	957	0	734
121	127	43	759
81	239	0	695
114	894	0	759
138	311	0	740
33	664	0	709
108	407	17	734
145	0	281	699
222	128	0	714
0	785	180	753
109	0	275	724
63	665	0	731
112	167	47	697
168	0	312	770
107	203	0	725
14	679	46	767
139	764	222	720
187	189	232	668
74	0	9	694
0	723	0	700
79	60	0	680
101	717	0	729
183	0	0	694
163	608	107	750
8	841	0	730
123	220	89	736
47	169	0	718
140	144	0	678
137	736	14	778
0	809	2	726
0	647	0	746
216	0	268	714
0	663	0	745
21	129	203	673
0	793	0	711
25	578	0	720
0	652	442	771
0	802	0	686
141	91	156	754
0	797	0	737
52	0	318	748
193	0	286	748
13	705	150	727
210	124	0	737
0	263	115	702
0	0	1003	0
70	708	0	782
118	662	4	705
0	992	223	720
0	704	233	737
91	852	0	743
228	50	0	692
152	104	2	735
205	230	105	705
22	583	0	710
127	108	28	678
0	780	0	715
108	739	244	788
89	753	0	757
258	708	102	804
98	0	139	688
16	0	0	747
96	109	0	681
169	220	0	715
231	809	0	722
0	658	0	748
0	211	254	731
105	655	57	761
246	146	3	725
98	784	0	777
104	638	0	705
162	0	58	753
288	225	58	745
270	235	36	643
0	883	60	750
231	265	264	738
28	0	149	764
119	356	4	707
201	240	0	704
106	609	129	728
152	758	0	806
0	766	298	737
118	551	54	710
262	109	308	703
168	0	586	704
177	694	0	719
234	743	0	739
54	0	244	730
95	126	107	709
102	733	0	714
140	853	0	756
156	684	0	742
123	646	290	673
199	717	35	716
281	0	419	312
234	4	349	735
192	794	0	729
217	0	221	633
167	187	144	685
97	0	382	711
283	787	1	707
0	795	0	715
103	636	0	694
238	42	15	712
222	109	0	745
92	736	564	684
0	0	892	0
0	744	3	742
99	619	0	741
0	696	322	717
251	780	0	777
93	784	0	737
103	10	226	646
0	670	71	718
120	114	20	682
79	703	85	702
234	93	21	663
0	848	60	738
29	802	0	751
236	135	125	642
45	508	0	721
126	43	138	738
178	657	94	709
203	776	0	754
98	9	213	669
33	723	63	728
239	0	169	718
23	0	63	704
0	734	0	709
65	610	19	695
225	248	207	520
0	852	0	746
142	207	233	726
38	842	0	747
0	802	607	713
212	0	238	724
78	656	16	700
94	0	447	689
192	229	21	702
229	169	0	695
136	233	102	610
236	0	602	586
85	517	29	708
153	0	247	700
35	802	0	737
25	90	0	742
0	970	0	728
31	722	8	712
47	617	255	717
77	333	131	600
55	168	0	719
70	0	0	698
140	946	0	788
193	0	281	638
79	710	0	741
130	0	451	725
2	653	0	729
176	169	405	666
0	726	0	790
0	652	13	707
180	724	0	732
80	381	33	700
161	148	137	739
0	791	84	764
248	10	195	684
209	230	0	661
0	249	52	706
228	63	68	742
0	847	40	739
164	0	85	731
133	719	201	709
223	0	509	703
228	995	518	745
120	247	0	687
30	296	0	670
137	239	262	697
239	2	0	723
100	202	220	708
16	230	59	735
0	722	0	723
208	0	191	707
90	155	11	665
0	875	7	739
32	817	118	730
217	157	131	689
279	0	500	716
68	756	0	764
82	785	0	725
68	0	0	687
130	294	153	554
31	150	12	714
245	124	0	677
170	0	132	719
37	726	0	733
80	106	295	723
154	120	55	702
156	982	0	732
168	479	0	744
0	796	153	667
370	998	599	720
28	852	0	765
236	673	94	755
118	0	298	678
0	691	252	684
240	198	0	789
145	639	96	790
75	0	501	715
127	253	0	693
100	757	0	766
105	765	0	759
0	805	0	695
248	0	172	700
19	235	0	710
106	125	220	709
0	755	18	730
0	86	0	703
0	724	197	751
261	0	587	704
74	779	7	728
176	0	295	690
248	730	479	693
184	239	2	728
291	0	433	665
197	0	246	682
0	96	78	752
135	424	0	682
160	656	0	762
51	808	0	711
123	781	0	755
0	708	74	720
0	914	88	691
106	716	0	740
155	314	0	714
127	238	0	677
0	71	0	648
226	54	0	681
71	107	0	653
182	8	57	727
0	721	0	734
179	769	0	736
80	0	188	750
99	0	220	746
236	236	186	698
60	0	208	722
92	171	283	712
0	190	10	700
16	625	163	757
43	0	521	685
218	773	0	731
182	46	113	690
49	753	363	754
273	0	62	718
0	779	0	756
4	275	78	678
682	991	854	622
2	694	0	703
149	647	0	699
280	8	0	732
229	168	275	673
205	170	0	727
131	693	119	722
0	773	508	733
0	799	0	717
73	831	0	776
38	112	0	715
70	108	239	642
0	662	0	740
219	219	18	671
110	820	0	784
180	84	0	690
0	54	0	691
100	0	337	723
237	159	356	669
100	0	258	688
221	307	38	676
0	750	0	728
