FL1-H	FL2-H	FL3-H	FL4-H
7	0	87	159
175	334	338	211
195	169	172	666
101	642	715	661
158	222	0	717
0	871	0	648
346	0	586	137
347	178	562	71
246	98	256	304
120	657	0	763
0	700	0	758
185	0	301	710
15	845	79	730
56	145	5	745
208	123	613	705
48	700	0	732
138	584	74	731
0	0	344	698
60	103	170	707
300	0	524	691
68	0	260	732
86	803	10	738
0	682	193	723
130	115	0	740
74	499	0	749
278	0	330	225
162	168	0	683
0	831	0	753
164	716	0	753
0	86	28	736
85	161	0	582
0	730	0	759
163	708	0	761
228	0	164	744
11	891	0	784
103	284	357	684
205	87	125	734
0	0	42	676
183	733	33	773
0	798	0	747
103	585	114	734
0	709	0	766
0	681	0	742
0	658	31	780
203	0	140	750
0	869	4	754
84	832	0	778
0	843	0	780
0	713	0	725
128	44	58	727
0	839	6	781
107	107	0	687
40	670	0	762
0	790	0	766
177	152	0	697
0	697	0	732
0	739	0	750
41	754	0	727
343	105	383	654
73	105	0	724
133	832	0	739
80	0	0	728
0	803	0	731
135	80	47	678
2	744	0	716
242	0	86	739
128	5	0	733
106	697	0	751
0	803	0	737
123	0	0	729
181	0	19	714
586	0	977	0
0	848	0	769
90	607	0	732
78	521	0	701
0	850	19	745
75	766	0	736
224	181	61	771
74	813	294	721
150	49	103	738
149	821	0	719
127	99	242	668
0	720	47	701
46	461	238	684
17	5	136	678
220	793	235	760
127	162	108	643
206	14	242	696
185	802	460	779
0	667	0	743
257	107	77	716
279	695	8	665
0	762	0	718
287	31	241	623
183	173	268	700
63	801	0	700
240	221	0	683
0	718	0	735
0	544	0	619
0	834	0	692
145	160	0	681
205	178	0	610
0	818	0	672
0	794	0	649
93	655	0	705
78	576	0	683
198	85	707	56
21	0	0	739
137	106	0	707
0	92	0	133
107	0	0	661
177	26	254	534
64	24	132	445
95	207	406	247
88	796	377	788
170	292	0	214
0	336	0	235
186	0	0	713
119	178	0	740
0	723	0	773
7	792	0	794
225	82	0	723
218	963	0	766
181	76	184	720
96	24	141	752
0	896	0	752
152	13	195	778
0	746	0	771
137	857	0	757
145	0	155	720
117	804	0	789
69	749	26	725
340	314	105	744
115	671	0	781
43	150	27	725
105	783	0	763
43	695	0	759
0	124	282	100
243	0	189	733
29	692	0	735
145	808	0	707
0	668	0	731
363	224	550	246
109	819	0	762
165	217	0	661
261	21	132	704
26	816	0	742
152	883	0	746
224	142	88	815
46	813	57	728
205	106	55	761
20	139	0	761
0	810	0	786
0	754	0	784
185	420	0	659
219	665	0	744
0	804	16	787
28	37	218	717
192	693	0	764
221	0	39	742
209	0	148	727
0	745	0	748
101	0	37	698
204	680	0	769
150	625	5	791
254	170	0	709
182	175	131	707
0	770	0	734
18	314	33	762
218	0	0	744
0	265	0	737
242	62	0	757
169	550	0	723
66	156	18	687
188	23	207	691
133	0	182	733
216	0	812	551
161	0	0	718
415	10	549	684
0	635	0	754
102	178	0	680
0	770	0	747
23	742	0	749
150	640	0	747
102	648	0	835
240	0	24	686
267	0	265	758
116	117	311	168
200	0	436	275
0	467	0	576
0	686	35	683
0	43	38	759
83	584	210	627
52	0	241	631
0	717	0	595
0	824	0	625
18	540	4	273
72	756	0	655
250	615	212	516
3	821	36	763
117	779	153	605
63	86	373	677
136	647	430	596
352	32	158	317
74	10	0	665
34	37	60	688
1	754	9	737
0	16	143	732
205	168	0	706
206	749	0	732
0	809	0	733
232	629	0	723
85	173	228	656
177	237	0	722
120	784	0	723
249	0	215	736
57	811	0	744
0	768	221	677
13	243	0	718
103	776	0	780
0	75	0	723
0	805	0	736
113	738	418	707
119	87	64	710
147	406	0	731
97	347	167	748
283	0	246	127
215	853	629	755
111	0	265	738
12	718	312	673
0	767	0	772
128	418	720	743
32	100	163	695
0	0	359	697
95	654	0	725
0	786	0	770
254	210	20	720
0	780	74	757
48	722	0	745
44	794	0	769
45	734	0	764
0	793	286	750
0	825	0	742
0	141	82	730
216	134	193	699
0	763	40	773
0	759	0	727
405	0	682	0
94	0	0	747
0	920	0	757
108	752	0	736
201	86	0	791
80	58	131	804
174	35	261	676
109	668	0	730
221	603	509	743
0	237	0	709
220	77	200	710
0	772	11	747
13	766	0	771
113	677	0	787
0	761	0	766
69	0	454	697
90	0	812	0
87	0	110	747
75	658	0	759
0	150	13	737
149	825	0	746
6	678	63	747
227	0	320	682
195	771	0	761
0	582	0	768
135	0	248	725
0	730	78	757
86	733	27	763
81	708	0	745
0	823	43	747
182	784	148	737
244	0	0	721
81	0	61	704
0	859	319	764
322	0	521	652
2	699	107	756
0	838	600	756
153	193	160	715
134	374	148	725
134	780	0	757
52	733	0	755
0	0	172	730
572	209	17	709
57	824	2	776
0	759	0	769
271	366	0	772
121	223	41	704
24	845	0	742
168	209	119	636
118	72	302	705
279	243	367	686
140	0	380	754
218	0	342	690
136	134	214	717
0	704	268	741
0	0	107	675
173	0	155	718
61	555	0	777
0	831	30	773
0	741	0	725
192	14	0	750
535	126	305	177
216	100	42	698
0	778	0	740
0	734	104	722
23	34	114	688
50	195	0	701
260	288	365	677
142	851	0	752
208	34	122	698
178	161	54	704
120	655	123	737
213	0	200	722
119	113	32	672
0	715	0	740
245	659	0	755
101	820	0	754
292	0	362	672
197	76	9	762
133	22	0	759
177	687	0	729
180	59	160	713
35	0	8	662
185	0	14	792
156	34	53	711
0	0	626	486
148	214	59	720
5	822	0	776
89	153	28	746
16	215	0	681
50	900	2	768
0	733	110	758
76	761	20	698
28	736	0	803
0	863	7	769
67	227	0	745
0	864	51	763
128	187	0	676
114	0	10	754
51	743	0	781
0	837	0	751
100	685	0	758
137	102	97	700
210	79	49	759
215	114	181	705
101	193	0	717
0	712	0	748
147	143	0	641
25	860	0	747
85	671	0	777
115	757	9	780
183	786	0	755
173	0	0	733
201	33	219	736
1	197	0	738
8	699	0	764
40	686	34	764
245	674	0	775
0	807	0	731
186	0	107	714
0	767	0	736
255	0	65	759
0	783	0	772
244	548	701	754
72	744	0	761
212	4	99	807
18	734	84	766
209	320	0	684
110	91	0	738
0	771	0	791
231	0	65	680
0	648	0	744
7	759	0	784
23	771	0	756
0	679	0	746
27	764	0	755
9	78	0	757
200	39	108	735
161	0	278	729
180	368	346	637
0	821	0	774
0	772	0	741
43	910	0	759
152	115	32	737
168	0	39	710
101	817	0	725
142	122	242	650
277	205	0	697
172	602	37	748
171	514	0	732
0	819	0	734
48	764	0	758
160	206	71	723
100	682	0	702
160	48	0	727
160	211	31	739
263	0	86	784
46	0	149	732
82	0	0	768
170	0	47	729
42	708	0	777
220	93	0	712
124	668	0	719
20	790	0	792
55	0	64	717
151	712	0	754
64	0	5	706
0	698	0	690
108	783	0	747
265	721	475	783
116	0	0	745
44	711	0	742
0	647	0	737
194	0	42	715
159	394	145	730
72	0	323	706
87	887	522	674
295	37	556	629
317	121	559	623
332	685	548	717
156	887	0	754
82	766	0	750
113	764	0	757
0	745	0	739
0	1008	94	748
0	738	0	740
184	808	0	759
111	217	143	740
162	850	277	729
121	99	252	696
0	724	236	755
0	812	349	694
0	804	0	471
0	705	0	655
0	792	0	634
123	593	0	639
177	626	0	646
92	589	0	594
74	695	0	744
0	52	0	688
96	627	0	661
93	598	0	727
30	310	417	233
184	655	273	740
101	179	443	236
156	806	371	688
294	762	524	536
189	613	586	610
204	832	503	719
311	89	553	663
444	190	600	0
228	191	608	560
227	0	599	455
312	678	584	761
386	463	662	622
393	618	672	421
381	326	670	0
399	420	694	0
427	78	678	0
382	381	656	0
328	0	671	0
353	606	662	682
393	0	663	0
282	748	646	678
305	17	651	0
338	557	650	742
234	492	731	572
79	758	644	703
282	456	678	687
247	0	642	694
0	406	607	611
185	0	603	679
0	27	580	643
0	746	625	615
0	770	595	699
0	779	672	696
0	719	507	696
21	880	488	731
0	0	616	643
0	579	0	711
0	674	0	768
58	292	0	674
139	198	409	9
0	187	377	0
0	725	451	753
119	83	541	57
230	0	221	106
229	0	365	0
99	739	0	749
93	0	5	707
210	11	187	608
309	0	451	0
252	782	481	767
111	681	0	730
154	219	226	660
202	0	225	699
91	15	263	339
53	0	113	703
245	163	87	601
420	0	486	313
74	295	0	688
131	713	32	739
0	622	8	712
72	770	0	786
0	816	0	728
22	610	0	736
231	0	243	721
137	751	0	749
20	853	0	762
167	746	0	761
0	743	7	759
155	0	25	741
164	577	0	781
0	829	0	794
247	698	0	769
240	218	0	816
234	136	0	706
0	683	26	785
0	682	0	735
76	0	0	745
214	717	127	747
32	555	0	771
38	664	0	738
0	765	61	699
0	757	0	746
162	772	12	727
0	792	0	728
0	751	0	777
185	653	36	763
146	0	22	743
113	198	0	666
0	822	0	776
144	748	0	755
209	0	210	707
0	776	0	756
179	698	0	727
0	661	0	774
149	113	330	750
156	724	0	776
153	723	275	752
148	445	0	697
48	565	0	737
191	220	6	669
225	0	148	717
161	707	0	759
0	878	0	770
0	566	0	739
24	669	0	704
93	0	0	709
0	719	0	765
27	741	0	765
0	744	0	754
56	829	46	753
185	658	0	717
287	992	458	725
152	764	10	745
112	743	0	794
183	609	83	754
0	775	0	762
149	85	163	700
357	24	245	219
211	0	81	824
156	689	297	667
113	746	36	742
10	712	15	749
167	715	744	707
242	528	589	761
285	316	514	614
141	737	504	730
0	650	334	717
137	713	0	736
0	520	83	748
0	754	68	755
85	184	0	648
0	713	0	759
3	673	68	758
0	608	0	530
43	154	0	690
150	192	35	643
108	0	801	609
142	54	23	759
147	13	0	718
0	722	0	736
46	870	0	731
44	44	100	705
241	0	89	789
60	749	0	770
116	13	222	640
107	9	346	695
91	748	76	764
45	157	0	711
174	139	480	720
0	818	0	772
221	694	70	776
0	783	14	730
0	783	0	724
123	256	0	739
14	580	0	639
237	214	303	742
197	142	0	751
0	690	0	767
86	693	0	724
93	173	0	762
169	0	162	668
0	742	0	725
0	732	235	763
0	747	0	778
214	869	0	751
121	751	7	746
127	100	0	732
2	752	738	656
136	577	0	760
168	207	0	712
160	874	73	777
0	855	0	744
0	785	115	725
142	1	267	725
0	0	885	479
169	379	0	712
21	850	0	735
192	272	0	693
0	756	110	768
0	727	0	752
72	754	23	718
210	0	342	748
0	775	0	744
0	790	32	747
125	70	0	693
117	745	0	751
0	856	479	747
0	726	139	761
205	0	0	736
0	792	0	702
80	125	0	690
131	731	0	705
0	0	981	0
0	840	0	758
126	0	225	761
0	719	0	763
0	737	0	762
88	628	265	737
198	493	17	674
0	512	753	723
267	286	187	642
174	525	0	730
61	686	0	744
139	709	100	758
0	780	353	776
0	819	0	792
160	161	0	767
3	552	0	753
54	750	0	723
136	847	76	755
93	520	0	765
180	85	185	722
101	621	0	788
69	752	104	780
143	0	350	716
0	132	23	768
152	0	65	737
165	242	110	769
53	756	0	754
150	670	0	736
0	776	71	720
0	235	74	653
166	0	109	763
0	662	18	737
0	727	0	729
51	595	62	741
27	0	230	743
12	818	666	720
62	0	0	723
48	853	67	771
279	109	589	663
0	0	468	636
255	31	58	676
53	803	0	745
5	205	0	764
90	751	0	744
256	0	217	715
178	0	476	0
0	721	0	743
100	686	0	757
0	789	0	760
189	655	479	703
136	786	210	735
121	0	0	759
209	587	417	757
269	407	567	647
186	14	495	668
65	937	501	601
0	0	569	774
204	44	521	623
116	745	498	782
0	605	538	629
0	612	491	702
0	789	247	746
64	201	0	723
0	613	0	767
0	713	0	780
140	75	0	759
95	786	0	776
204	225	228	715
0	785	81	722
287	524	204	760
116	800	164	769
124	777	0	767
14	120	160	693
43	767	229	748
133	811	85	806
202	236	184	655
117	768	252	767
176	909	53	728
221	333	372	575
165	58	0	728
242	56	264	193
0	0	254	749
283	84	268	699
2	157	66	731
0	747	317	753
79	747	87	719
0	174	0	739
0	899	0	744
239	0	8	766
32	797	0	751
180	637	233	769
0	530	388	758
113	0	0	704
192	219	248	722
97	101	50	681
0	612	0	777
124	684	453	744
0	761	308	722
157	707	85	778
203	56	43	768
149	245	0	667
132	588	68	725
112	810	0	751
54	9	83	742
104	670	0	774
136	243	0	714
167	0	0	700
193	762	0	758
146	192	347	655
318	248	321	305
0	34	219	739
117	118	118	768
516	101	908	299
