FL1-H	FL2-H	FL3-H	FL4-H
158	220	257	386
140	41	177	711
13	631	515	726
71	773	18	744
283	0	397	720
0	697	0	754
155	0	407	409
95	781	163	852
168	0	490	762
185	54	0	742
236	206	0	711
213	15	277	405
227	854	1	754
212	0	277	712
120	223	0	715
121	209	0	784
113	625	12	759
0	629	17	747
128	594	0	746
0	735	0	763
223	230	46	673
205	690	0	779
68	678	0	780
151	796	5	705
191	35	482	390
290	0	361	605
278	126	207	403
42	783	0	803
152	818	233	678
102	0	401	312
53	16	442	714
0	379	213	732
59	813	0	774
17	816	0	774
245	132	173	702
24	688	60	744
216	381	155	691
0	838	62	784
211	9	416	731
195	717	425	725
78	140	133	748
159	120	380	384
19	702	0	731
229	797	132	787
7	649	0	749
0	707	0	768
163	98	172	721
317	103	149	723
108	0	334	718
0	694	0	764
300	0	379	381
250	253	380	618
166	523	345	757
0	818	0	758
293	311	0	703
83	244	0	726
190	168	4	698
44	741	0	779
93	0	213	742
181	777	0	767
0	764	75	770
179	21	686	752
219	208	52	741
0	703	0	755
280	0	350	750
207	702	0	745
108	0	223	768
190	57	170	311
62	795	288	712
35	635	33	751
0	793	0	737
19	93	174	675
262	192	157	421
269	19	371	699
163	706	79	743
206	365	278	716
160	183	345	427
239	36	400	433
137	199	365	301
58	267	90	293
0	738	0	756
151	700	0	755
256	0	260	727
151	615	0	737
35	769	0	770
44	620	113	752
0	262	42	709
158	764	0	806
54	872	86	756
913	0	896	1002
0	768	0	790
185	100	127	724
0	720	0	750
233	155	228	370
30	752	272	789
85	705	0	772
221	725	0	784
0	823	47	736
190	133	295	354
146	637	143	744
8	869	137	783
156	0	400	285
0	123	262	350
46	778	0	766
48	730	2	767
66	510	0	741
231	194	255	381
0	737	226	770
298	207	465	617
0	170	0	732
26	684	245	742
0	758	0	806
0	828	0	728
127	629	51	750
0	840	0	770
256	242	91	761
295	0	476	470
0	727	0	726
194	0	703	789
0	853	0	755
0	828	0	773
172	623	0	745
127	168	137	746
42	826	369	710
175	374	85	727
105	49	320	272
144	53	193	367
84	22	217	715
102	713	102	739
277	0	576	772
0	740	278	763
159	40	0	704
95	811	0	747
126	271	42	715
199	155	283	803
44	588	0	748
229	0	439	383
167	809	51	737
130	170	0	729
224	91	312	398
222	248	107	815
146	166	47	754
0	782	101	730
0	856	0	760
209	674	0	760
127	0	335	352
32	656	66	800
0	739	21	752
103	205	21	373
31	742	0	774
154	641	0	754
141	59	339	676
0	616	0	752
0	671	0	744
0	610	0	774
43	743	0	712
53	557	112	761
0	808	0	741
133	504	242	741
0	886	0	764
71	738	0	753
0	801	19	762
146	0	240	679
121	666	354	751
130	811	0	793
0	732	0	781
104	140	28	727
131	850	165	777
204	0	302	301
255	190	371	409
104	774	0	804
40	749	0	757
83	590	0	767
0	710	0	767
0	821	0	741
166	327	0	692
169	41	0	754
250	184	248	765
131	775	23	768
6	841	0	737
108	131	256	774
0	764	52	780
148	184	403	373
0	796	146	768
0	781	59	760
186	220	0	691
165	30	142	733
45	36	182	721
173	772	0	769
207	0	221	345
194	265	634	809
163	741	0	771
123	804	0	781
196	0	729	0
52	879	0	747
0	840	0	772
2	849	0	755
221	90	175	366
0	734	0	760
215	0	316	356
0	959	0	779
258	497	0	780
169	0	165	759
0	0	300	332
243	0	397	293
544	991	661	707
0	856	0	730
93	291	64	696
215	650	0	720
0	802	0	742
93	11	336	332
57	716	517	758
0	811	0	842
0	665	0	757
131	729	0	750
0	0	115	708
168	733	373	832
148	506	64	755
58	830	0	841
195	773	78	777
0	647	0	775
163	603	0	751
6	655	113	762
195	188	0	781
169	234	222	699
32	773	0	791
137	812	0	779
184	85	228	367
0	806	447	766
228	73	183	328
292	0	873	769
0	613	0	743
0	744	0	768
209	199	0	739
103	801	0	791
7	852	0	756
222	72	183	281
50	746	0	805
190	694	0	765
0	735	69	735
114	56	117	718
157	671	0	771
210	0	598	686
0	738	68	758
124	817	0	778
153	758	0	790
62	837	87	751
0	853	31	753
118	74	457	751
110	0	392	382
109	0	513	175
212	738	0	762
143	135	42	713
90	543	0	716
0	34	778	668
170	0	284	256
0	672	0	759
87	175	66	742
115	935	35	831
129	129	0	712
0	846	0	748
60	622	0	766
229	0	308	353
8	668	31	738
195	0	318	366
70	812	53	767
65	699	0	760
0	800	0	767
0	626	0	750
219	184	0	392
0	814	0	797
163	0	224	381
256	0	564	320
201	246	0	397
200	647	0	762
0	818	0	745
0	660	0	765
38	894	0	777
0	713	0	763
0	729	0	750
73	125	203	299
0	799	0	749
0	831	0	728
31	811	0	767
190	591	256	755
246	738	11	763
80	767	0	747
238	0	551	367
245	0	381	392
0	731	0	778
215	205	388	716
291	0	133	62
50	874	0	763
277	0	81	791
84	0	300	700
48	742	0	755
58	831	0	770
0	772	0	737
0	853	0	765
212	0	287	401
217	93	400	398
262	624	485	735
0	806	0	809
202	160	264	300
181	0	561	140
0	836	49	751
228	120	81	411
189	128	173	378
50	128	19	703
24	652	0	770
92	0	203	714
197	0	391	447
215	232	0	382
202	83	259	356
0	647	0	751
262	595	325	738
121	202	133	322
81	119	0	729
0	817	0	774
0	794	0	765
153	725	17	768
105	617	24	719
110	606	22	736
107	0	325	367
249	501	276	663
191	214	0	756
91	372	1	683
47	0	421	788
102	602	0	783
0	824	0	783
93	40	310	347
220	603	0	751
163	600	20	778
78	674	198	831
0	894	0	764
0	817	0	762
0	815	0	764
81	0	258	722
34	796	172	752
31	822	0	744
13	697	0	760
0	74	279	404
214	198	68	363
26	591	475	760
32	800	0	779
263	112	54	785
0	703	0	750
221	583	119	730
281	113	0	683
208	703	34	763
0	795	0	784
0	832	0	737
0	772	0	748
140	0	457	241
95	0	344	327
83	724	0	758
0	804	47	714
178	101	351	348
215	0	418	415
32	806	0	767
192	0	459	274
213	708	0	796
0	161	0	759
0	784	109	768
235	177	0	689
186	45	235	746
221	87	210	379
0	797	0	730
128	677	0	768
156	693	0	754
35	720	356	750
193	87	317	363
138	214	97	312
274	0	387	745
0	733	0	700
103	134	22	739
148	643	3	755
113	721	0	778
0	804	0	731
90	754	0	738
13	783	0	738
0	838	0	743
194	212	366	403
0	772	0	768
0	703	488	755
0	713	0	772
80	766	0	766
65	792	355	744
101	664	49	802
110	122	124	734
0	841	0	760
34	573	0	760
10	952	16	764
60	605	349	747
0	534	287	742
242	176	308	398
38	836	0	762
164	237	0	722
181	67	268	310
127	41	12	747
147	7	268	327
163	656	18	755
153	574	70	751
182	0	0	750
0	777	0	754
139	693	0	717
192	682	0	782
152	0	269	420
0	834	417	736
0	626	108	745
170	341	54	686
158	116	0	730
389	1023	573	821
174	598	0	756
0	796	0	749
31	37	33	726
131	592	0	767
301	266	479	702
214	65	228	716
109	240	0	739
172	280	71	722
54	147	0	735
105	0	407	440
59	860	0	769
84	0	318	230
104	829	0	757
222	594	0	737
207	390	224	376
0	800	0	789
0	693	0	741
0	778	8	746
200	62	13	692
85	688	5	715
151	107	290	328
104	705	25	763
32	801	0	750
170	626	609	765
0	764	0	787
285	0	596	20
39	23	345	329
210	15	329	395
0	837	0	770
63	109	0	276
127	559	32	732
0	767	0	779
272	0	404	412
1	642	19	756
71	203	164	347
0	807	201	749
149	64	0	784
30	746	0	772
0	0	941	430
133	234	279	367
231	116	512	334
0	820	0	756
0	713	122	767
0	112	0	702
193	319	44	688
100	853	0	771
238	319	0	694
0	629	0	778
0	748	0	774
214	178	0	709
240	24	52	767
130	56	0	731
83	816	53	782
77	632	38	749
135	0	341	361
0	637	15	754
41	678	0	798
163	218	247	306
157	783	0	798
75	726	203	752
0	778	0	731
2	852	443	768
0	772	0	737
108	213	178	293
0	765	0	741
140	820	0	774
178	31	116	727
164	708	0	736
26	779	57	768
165	676	33	743
267	257	253	450
142	0	360	337
127	119	539	727
215	0	52	395
150	710	0	770
174	783	0	764
246	789	0	784
109	767	273	770
78	728	69	744
214	741	630	744
125	21	60	754
156	200	376	318
0	870	0	754
36	149	0	724
254	816	305	727
71	281	42	750
0	785	0	730
0	731	0	772
114	763	505	795
0	766	0	717
243	831	0	744
52	637	486	740
256	0	336	728
9	774	0	752
65	682	7	753
179	766	24	764
136	30	316	396
0	789	0	769
71	99	225	371
113	598	274	745
45	721	119	763
130	605	0	763
0	702	0	760
165	596	192	741
0	820	518	756
351	809	0	743
104	792	55	730
144	585	54	772
0	825	0	746
89	120	66	729
163	67	403	377
0	760	0	773
107	0	398	772
215	512	0	658
209	0	0	768
109	527	0	761
89	679	0	751
216	0	395	331
69	30	197	719
243	696	0	784
16	806	0	821
0	729	333	732
195	289	0	767
258	230	331	695
284	288	390	743
14	743	0	791
0	761	73	757
78	778	0	770
220	107	262	420
182	205	0	762
163	665	352	769
12	797	0	764
264	0	339	338
6	790	0	721
14	245	0	285
76	670	0	789
100	199	160	748
0	789	538	706
0	710	0	748
0	807	0	737
191	632	0	782
