FL1-H	FL2-H	FL3-H	FL4-H
644	117	102	252
587	701	0	82
492	599	1009	0
611	149	165	24
0	212	0	693
426	0	825	0
635	849	33	195
3	823	239	711
448	33	106	227
567	645	0	215
666	726	0	138
519	296	0	159
582	0	311	129
612	171	145	169
639	738	114	158
641	249	0	180
303	0	312	247
578	10	0	128
605	804	0	179
597	737	199	155
591	225	0	172
651	74	0	268
569	219	0	13
613	0	210	242
0	797	608	730
490	135	288	217
171	188	70	748
558	296	85	285
602	158	388	256
616	378	211	190
629	802	83	146
623	750	0	208
618	71	222	189
606	825	0	251
215	0	603	0
620	767	230	27
601	154	218	130
588	256	0	139
653	756	0	232
680	800	0	283
635	682	362	119
579	0	375	116
619	43	162	223
571	242	278	0
671	844	0	282
620	624	485	0
184	218	0	700
567	0	379	170
128	100	250	660
550	59	48	271
564	199	381	168
144	0	184	712
567	246	0	230
26	745	0	752
588	137	212	78
595	334	163	65
620	0	298	43
518	0	433	147
606	732	0	20
438	0	393	184
561	710	127	168
595	216	758	226
519	15	324	71
521	727	0	108
186	152	177	717
607	332	0	287
569	450	593	215
622	242	70	205
605	823	42	283
602	329	0	77
611	752	345	131
576	212	280	195
576	124	0	182
209	213	0	695
600	236	204	226
637	836	0	174
51	812	0	746
651	807	0	252
638	810	0	208
598	790	0	93
553	184	0	168
493	399	383	87
593	715	0	104
623	820	0	265
192	0	717	582
574	0	326	0
610	38	82	235
225	707	56	754
634	220	100	278
612	414	303	14
621	803	28	271
596	22	404	134
627	661	312	260
587	48	40	271
197	18	190	694
613	0	463	135
555	0	0	141
210	702	445	752
638	737	22	113
88	792	178	734
623	636	324	0
588	35	129	192
604	246	42	251
596	92	71	151
529	237	0	0
515	0	375	80
655	811	0	250
625	0	646	0
0	472	1001	0
640	724	0	89
604	976	0	252
203	643	0	739
559	53	220	262
561	48	319	247
47	633	0	761
538	206	260	218
625	288	0	223
612	783	0	232
568	0	318	189
244	56	58	724
496	0	83	211
507	35	433	144
589	284	49	110
557	392	999	0
219	156	52	770
562	291	255	265
634	564	184	66
216	124	176	727
567	189	0	147
647	835	0	99
647	0	107	195
684	851	0	40
633	599	308	227
652	840	0	700
523	96	377	237
0	810	0	707
642	712	220	160
606	233	74	265
80	742	60	699
322	0	475	0
597	39	151	233
511	72	228	165
484	4	436	33
530	195	139	164
591	20	127	265
508	0	208	92
158	833	93	701
603	0	7	21
606	779	455	0
667	680	0	125
572	311	106	39
614	141	281	143
578	252	0	51
553	206	255	5
44	6	402	684
140	737	0	757
281	0	454	308
560	0	362	169
609	230	72	247
221	160	0	708
41	0	139	732
641	606	347	183
609	107	169	301
49	733	0	719
84	717	0	746
585	784	0	155
557	0	314	0
574	162	54	255
656	223	181	284
616	203	125	222
197	739	0	721
629	0	326	273
623	816	0	321
118	101	311	740
623	605	185	228
650	804	0	188
244	494	0	619
658	799	0	224
578	0	448	3
635	799	0	142
60	0	230	748
651	732	0	161
591	686	39	158
557	203	170	224
641	610	72	140
230	187	0	132
601	128	216	83
635	61	9	52
560	122	224	185
618	804	29	171
29	0	184	701
648	817	6	257
241	528	110	724
30	827	0	726
245	0	256	692
3	0	263	700
596	849	278	206
585	0	324	250
604	0	31	228
60	0	545	714
611	744	0	182
536	317	0	201
671	814	0	209
650	621	0	223
631	237	74	251
583	0	315	132
618	227	0	249
602	750	0	247
622	559	0	234
607	746	62	286
574	302	0	250
604	275	0	245
210	217	0	706
633	825	0	35
215	0	13	705
0	47	145	697
6	626	253	746
559	231	0	86
465	252	327	117
619	600	170	195
121	67	150	719
528	41	277	87
630	656	568	294
500	213	169	180
610	164	287	198
134	270	0	700
516	245	463	219
580	264	19	211
601	76	383	220
529	12	64	208
628	165	0	216
579	0	0	163
621	812	410	123
512	263	249	274
633	857	15	204
599	95	0	264
22	843	0	736
659	92	25	227
616	145	171	274
601	355	43	149
582	0	18	154
629	694	281	121
597	121	380	239
170	46	0	697
648	0	80	178
575	292	112	177
629	675	29	299
169	0	164	700
582	796	26	196
627	813	0	163
569	230	29	271
561	56	163	202
440	18	283	97
616	0	326	8
56	0	0	694
620	272	0	167
0	38	927	0
568	173	204	219
563	189	0	90
67	0	258	689
601	167	186	130
433	0	263	192
605	227	0	119
576	0	260	237
250	122	247	76
573	266	0	247
71	0	117	727
508	0	275	0
633	607	0	153
550	53	31	127
643	658	0	180
576	251	0	82
576	0	276	217
324	167	348	275
588	0	279	198
568	219	236	127
568	95	93	244
649	334	0	209
646	761	6	159
572	237	0	91
600	358	0	103
614	518	495	0
148	149	226	705
539	220	0	191
266	216	128	670
637	807	190	162
570	223	0	162
631	719	0	266
200	377	91	698
552	30	167	151
103	695	44	788
621	241	0	112
110	867	62	732
192	60	0	692
228	178	0	724
634	0	56	105
58	770	0	727
597	262	152	211
0	636	207	686
649	296	156	221
120	0	100	732
575	387	250	217
599	266	75	158
589	8	33	245
637	678	207	153
612	493	195	57
479	522	498	66
591	226	0	136
629	721	483	0
0	365	1002	0
589	180	356	153
621	610	200	127
606	605	242	226
581	224	194	148
567	0	276	255
438	561	327	0
620	271	0	3
634	565	56	77
546	99	125	226
606	746	0	252
622	694	116	204
618	226	0	190
67	784	13	751
639	0	354	125
232	188	298	675
684	671	198	92
68	499	245	752
579	295	86	28
626	603	213	7
296	71	17	795
108	146	28	728
621	727	0	181
645	593	0	191
682	49	0	191
574	0	210	203
595	272	7	213
88	40	220	701
630	677	25	170
97	221	340	673
554	285	161	202
568	0	441	26
630	745	0	177
601	0	339	241
597	797	207	249
645	784	675	88
550	324	0	165
480	143	300	119
639	757	0	94
563	118	10	22
152	0	170	696
164	0	326	731
453	24	307	4
639	685	293	247
534	214	137	90
665	721	0	152
637	534	0	273
580	26	330	110
47	671	0	694
0	755	0	755
562	200	74	199
563	25	171	194
563	294	0	178
552	181	67	225
606	168	35	60
600	677	315	184
556	213	238	79
633	241	0	181
577	21	0	224
624	604	528	176
575	164	78	219
574	0	190	150
137	675	0	716
622	738	16	134
623	659	0	239
32	33	61	697
479	110	272	281
179	839	0	741
634	100	0	76
120	725	0	761
541	0	512	0
622	790	435	0
621	702	0	147
642	722	229	54
593	0	347	0
622	69	0	174
365	4	472	309
582	0	200	171
588	0	5	209
216	426	16	734
587	632	16	179
587	734	0	260
281	188	219	696
487	316	105	107
589	307	0	186
633	213	201	0
129	652	251	787
643	0	474	19
611	183	274	100
561	0	356	217
469	324	155	226
249	283	164	745
534	77	312	278
636	133	229	291
554	21	354	114
635	645	197	99
645	817	252	177
66	70	834	742
538	188	0	259
645	89	390	106
597	217	0	170
567	817	0	240
616	613	264	273
613	714	0	156
560	445	98	126
181	305	0	654
558	199	0	310
586	678	2	14
514	273	193	103
618	0	345	167
606	71	81	232
590	676	0	157
616	765	244	47
521	298	230	164
630	728	170	231
614	689	0	199
602	434	635	0
566	0	185	293
639	846	0	273
568	0	309	190
589	0	276	74
150	0	40	684
222	176	0	731
454	0	330	150
649	755	473	189
585	4	13	186
540	0	356	119
245	30	0	717
228	219	10	681
57	0	188	712
652	626	256	99
604	147	86	150
601	0	335	84
0	754	0	716
574	160	238	63
460	62	308	138
520	163	346	33
163	754	0	754
116	0	25	716
636	71	67	191
552	0	307	108
616	255	253	215
632	153	96	116
604	216	0	214
256	24	159	711
488	350	0	154
568	164	177	115
0	712	0	750
681	697	0	82
406	0	823	9
66	0	196	718
564	121	297	243
638	853	0	0
585	249	0	266
601	267	398	183
577	137	0	187
96	665	206	732
139	749	0	728
566	296	247	242
371	0	384	74
555	251	314	171
585	135	51	168
481	186	235	0
588	30	70	248
106	46	404	716
98	51	58	681
617	632	492	108
582	0	266	244
89	549	0	699
34	293	15	704
583	337	272	257
590	0	183	0
528	248	450	0
652	667	158	186
645	793	0	88
127	0	445	716
542	43	156	208
603	665	0	107
570	121	6	169
642	757	0	207
635	0	291	161
94	170	137	725
218	82	78	689
498	49	351	134
601	568	0	158
649	666	104	227
593	215	313	45
0	780	31	699
602	166	320	242
618	179	0	181
630	803	292	164
555	0	220	189
586	0	240	105
296	105	0	732
633	732	0	177
207	97	102	223
636	586	238	28
649	735	230	209
567	0	344	207
0	264	0	708
590	0	58	196
602	55	278	207
491	78	286	210
228	317	178	700
549	238	0	148
618	96	204	79
577	59	144	0
615	130	304	28
124	769	0	732
227	621	310	716
660	776	0	164
619	0	166	230
592	245	23	208
650	180	20	142
617	157	0	164
627	816	3	109
549	0	438	0
674	700	0	195
635	830	0	199
561	306	161	178
672	236	0	282
39	816	0	729
547	0	210	242
633	828	0	281
661	562	0	167
592	266	0	168
471	187	88	139
499	0	153	168
0	52	0	698
131	44	428	771
0	197	142	736
561	67	294	185
585	185	193	125
586	235	67	252
615	823	0	239
620	830	434	136
575	209	237	44
628	826	148	122
588	214	200	246
619	621	83	154
596	0	175	221
569	0	183	86
557	0	486	136
58	796	0	747
576	247	0	273
609	206	469	238
612	0	298	100
540	287	0	109
658	197	281	147
16	145	216	716
619	843	0	250
672	682	166	32
232	143	0	695
565	0	305	123
636	752	17	206
224	0	39	747
637	802	0	240
617	704	369	172
592	143	274	221
637	821	0	115
532	273	213	186
0	731	25	759
634	220	79	168
120	818	57	747
577	241	179	147
582	181	117	180
0	147	160	682
599	252	40	182
582	0	0	181
147	190	0	726
588	46	389	163
602	673	410	153
