FL1-H	FL2-H	FL3-H	FL4-H
0	566	278	703
0	418	669	676
214	110	187	726
0	697	0	752
240	0	436	700
304	191	94	405
248	0	302	697
251	677	185	774
0	0	104	715
287	1007	492	767
21	673	612	739
69	10	0	720
206	744	52	744
0	802	0	758
193	0	119	683
154	142	0	739
242	85	302	403
151	177	57	732
389	0	553	675
192	734	76	766
0	641	0	738
175	0	329	349
0	670	0	749
208	0	369	728
0	687	0	754
313	19	377	627
209	56	362	319
180	646	1	743
252	0	110	719
170	95	172	745
251	0	444	726
188	0	420	169
189	742	32	800
198	216	0	703
71	715	212	750
212	449	194	680
197	723	327	789
75	79	91	803
192	99	324	652
44	711	0	776
0	794	88	728
195	797	98	754
0	734	0	755
0	698	548	731
253	0	70	722
0	746	26	759
140	200	0	692
221	219	367	369
74	175	222	322
162	670	0	775
0	714	14	732
272	137	152	673
187	802	137	761
188	744	60	768
306	141	203	718
232	12	397	395
200	0	58	753
182	812	12	686
136	0	429	282
100	667	6	690
133	726	410	747
23	629	48	747
21	838	198	755
299	0	234	684
225	119	134	714
0	816	200	716
145	180	97	277
252	28	362	347
68	612	0	737
231	112	0	729
188	109	348	355
93	244	245	309
0	755	0	750
215	638	0	784
236	0	170	725
0	906	0	774
80	614	0	760
0	708	344	758
0	537	0	703
208	0	645	695
0	645	331	744
116	852	532	743
143	844	108	782
82	757	0	745
216	201	0	710
270	0	383	597
172	153	142	723
263	742	0	777
108	141	48	705
209	264	308	632
108	707	0	757
94	7	85	703
7	585	0	746
186	207	54	703
192	0	404	701
0	747	0	731
205	0	231	705
193	125	347	410
0	633	0	732
336	26	428	688
85	822	0	714
129	717	0	719
283	138	201	718
0	779	0	716
42	694	0	743
0	807	13	736
263	104	0	695
250	198	0	676
216	0	445	674
43	694	0	779
273	213	226	355
0	673	0	738
258	2	362	647
77	645	148	771
99	73	356	353
223	219	178	743
92	844	0	759
19	741	0	780
120	634	0	726
137	546	0	730
189	0	464	397
115	760	0	706
0	845	0	800
218	248	0	718
86	0	483	740
160	0	379	338
191	88	76	659
67	601	0	752
0	773	0	725
87	171	119	665
203	209	223	294
167	99	0	706
135	0	600	669
74	742	544	783
0	803	0	699
137	646	0	795
315	83	559	667
202	732	7	733
162	0	313	307
55	137	141	336
221	94	226	691
149	761	0	713
0	534	70	739
206	57	300	328
56	20	0	710
4	816	0	780
156	763	255	748
149	708	0	730
114	762	180	743
147	739	604	783
68	741	0	767
37	783	0	711
0	812	0	682
0	801	0	745
236	0	388	308
203	218	216	651
43	721	0	782
0	629	0	731
128	703	41	753
286	0	285	775
200	65	104	694
0	775	163	734
9	8	246	273
196	0	0	708
29	0	137	318
186	0	711	705
236	220	15	501
232	78	305	352
192	702	15	793
180	0	0	691
153	753	17	748
6	680	0	767
65	0	394	318
261	125	336	373
263	222	394	327
215	757	0	819
194	234	208	317
249	643	0	759
190	879	0	749
171	295	57	679
0	807	0	772
232	0	541	737
128	813	0	756
234	0	496	326
151	765	0	761
108	177	243	335
175	0	33	714
18	13	517	718
129	744	0	774
59	0	184	700
246	274	409	720
241	0	336	722
219	0	377	331
96	0	0	682
154	674	0	774
166	678	0	783
1	767	0	768
0	750	164	762
321	197	397	371
0	816	150	805
168	244	167	753
108	708	0	714
230	645	200	786
120	702	0	743
21	693	0	727
170	719	0	775
0	680	0	754
250	0	729	706
234	0	202	753
139	137	167	789
117	655	719	739
149	0	166	724
76	733	163	723
277	156	322	684
0	670	0	727
65	562	0	754
31	588	333	739
213	2	0	689
9	130	0	717
0	794	0	813
109	0	387	673
68	66	203	657
238	671	0	761
0	776	0	769
228	0	157	738
191	0	301	330
0	681	0	754
140	133	137	713
240	304	0	677
448	178	191	750
12	764	102	740
186	52	134	700
18	725	0	734
184	0	141	698
158	58	0	697
225	44	344	380
190	702	50	769
195	753	0	738
162	167	32	687
146	683	181	767
0	747	0	753
79	800	0	790
27	209	0	673
231	0	172	695
245	577	721	709
0	1	996	0
32	772	0	806
203	6	340	387
182	51	323	384
194	648	712	703
237	816	16	827
215	220	472	589
307	99	279	660
0	831	0	738
0	843	0	756
123	0	325	342
0	847	0	789
290	272	0	681
0	815	0	740
88	71	0	721
0	249	0	681
0	671	223	742
110	22	263	680
238	65	200	703
65	843	0	729
166	137	155	709
139	816	0	757
159	175	135	263
195	165	244	390
37	765	14	764
0	758	0	772
0	710	0	775
186	14	304	692
0	727	0	752
82	678	25	750
182	85	229	697
189	0	505	696
180	55	0	666
45	812	0	762
130	765	0	765
376	743	1009	0
201	649	0	754
242	76	310	715
191	223	233	309
29	0	398	313
0	724	14	735
10	736	0	778
128	53	262	741
215	510	384	682
233	203	11	685
114	58	12	716
172	0	132	679
108	643	0	718
266	134	17	723
83	233	241	339
372	0	562	665
88	182	394	144
112	808	474	723
144	815	0	796
0	785	161	745
350	16	333	392
195	124	111	740
66	766	44	735
62	804	20	798
14	766	334	734
0	839	0	841
139	839	0	784
164	665	21	708
0	750	0	785
246	0	342	379
168	783	0	731
290	0	207	736
374	146	557	677
0	834	0	751
134	474	52	757
298	141	356	367
121	89	272	217
27	587	0	721
0	724	348	744
0	879	0	839
123	799	617	707
0	750	146	779
7	744	0	716
163	0	284	760
7	59	724	482
336	744	615	753
230	0	144	759
8	515	211	763
219	0	372	361
124	61	0	717
281	0	385	432
209	772	0	788
92	711	0	768
5	748	288	742
246	598	54	763
207	589	91	774
0	774	0	749
144	0	291	732
219	0	215	709
0	735	0	773
188	652	0	741
93	739	0	823
227	0	583	133
114	725	37	725
227	422	298	728
40	620	0	726
116	1016	314	840
221	0	374	204
0	773	172	743
55	552	133	711
181	110	85	702
134	131	10	598
0	803	0	803
243	0	848	655
0	714	23	761
19	794	0	751
102	0	239	268
102	775	44	783
94	689	0	763
10	769	0	796
144	231	0	771
208	0	140	707
0	782	40	793
120	571	0	708
128	740	0	787
228	142	554	744
0	764	394	728
0	785	0	745
216	23	234	687
296	434	560	587
185	0	236	726
220	674	272	749
27	737	19	734
0	154	74	296
245	0	324	290
176	123	86	688
0	684	315	745
9	759	0	755
240	93	237	707
184	638	0	712
153	127	0	696
52	730	0	760
170	0	400	393
76	754	270	737
0	694	0	746
263	39	0	703
291	0	659	285
280	812	748	831
138	47	0	694
0	761	0	773
189	43	268	655
256	0	40	694
45	57	181	730
159	810	57	730
219	89	128	763
180	0	425	280
83	840	0	767
514	0	664	108
0	110	220	190
109	77	264	693
38	690	0	705
119	157	76	333
0	788	164	750
0	761	0	770
129	193	259	341
150	620	134	751
194	256	175	727
0	675	0	732
249	80	0	696
36	617	6	746
170	236	192	641
259	0	383	346
40	837	77	749
20	110	0	701
99	106	247	354
276	766	17	768
30	774	0	732
161	712	0	761
58	0	388	346
0	698	0	752
148	774	23	743
308	0	457	583
22	19	549	704
82	228	192	722
191	667	0	771
195	0	352	283
175	0	306	694
20	720	0	760
259	75	172	688
208	0	87	817
253	75	134	752
113	212	292	200
41	672	94	783
0	716	0	723
254	762	19	760
221	67	585	787
69	661	0	735
230	398	0	682
241	120	0	768
116	194	0	755
0	779	0	761
149	557	217	730
114	768	0	754
246	91	217	607
158	74	263	674
161	0	102	318
175	0	70	737
55	651	132	743
139	638	0	760
298	0	413	411
0	743	0	706
165	638	0	754
119	84	258	704
293	652	99	783
0	774	0	718
57	756	186	776
0	850	117	756
139	819	116	754
6	1005	0	828
99	691	0	732
0	702	0	723
52	740	17	759
85	690	0	767
246	77	0	739
56	10	367	308
136	734	0	758
0	680	0	742
356	0	636	724
93	0	209	702
222	0	291	732
253	154	390	342
182	766	57	787
183	126	10	721
105	791	92	761
228	311	359	344
158	0	296	695
0	574	0	742
0	934	0	769
233	234	0	691
266	83	140	775
133	105	0	683
212	765	0	759
168	567	515	748
263	92	297	326
131	625	398	720
274	70	180	715
132	51	383	343
82	683	0	707
145	766	0	678
246	0	468	221
158	232	496	306
0	752	0	773
365	63	443	702
244	100	264	734
227	0	276	290
63	659	99	721
0	824	0	699
127	132	0	734
217	683	0	764
180	152	0	709
0	701	0	729
220	129	192	389
178	0	379	222
244	312	154	664
170	148	0	726
288	0	451	735
209	257	0	724
130	147	158	620
206	0	556	661
34	739	0	756
177	48	0	763
144	83	279	618
0	639	465	748
268	0	593	766
70	0	233	752
258	0	54	723
0	554	176	707
243	228	190	712
177	30	509	795
238	683	0	749
17	653	0	737
200	758	0	763
56	781	0	704
317	660	0	780
307	130	398	370
211	195	109	294
215	40	153	761
286	623	178	787
151	645	670	747
159	248	22	685
0	840	0	715
0	849	0	728
170	0	49	723
196	745	44	759
193	168	229	724
27	76	15	713
276	0	304	679
29	602	84	749
127	684	0	735
154	0	67	740
0	780	0	682
201	661	60	781
219	186	289	689
165	188	0	676
180	734	193	783
174	216	0	701
212	858	0	736
0	746	0	727
27	731	0	780
0	91	0	675
27	706	0	762
173	58	28	710
0	742	73	771
241	15	260	328
46	596	191	747
122	229	0	689
275	539	547	613
194	255	90	691
108	711	0	751
288	0	404	404
157	616	0	761
0	832	0	751
152	628	0	738
31	30	88	703
151	97	314	636
65	560	0	732
11	734	0	740
200	620	197	725
90	695	0	804
217	0	423	718
180	702	0	752
32	742	62	751
0	784	0	783
66	740	121	749
0	787	65	718
234	607	135	728
179	0	339	408
183	783	6	748
191	0	558	699
152	86	226	700
170	74	0	712
162	774	83	775
83	843	0	795
152	109	747	666
152	187	192	379
213	5	278	311
234	0	320	715
196	686	0	765
240	0	226	712
0	728	11	759
180	535	0	777
187	705	0	770
0	674	125	733
223	776	0	769
210	117	124	659
167	699	0	740
153	789	0	730
0	873	0	777
131	690	0	699
114	717	0	726
159	171	0	729
219	0	603	692
242	791	89	764
192	180	357	346
307	0	668	687
9	856	0	752
298	71	333	367
195	612	89	771
129	823	0	743
188	334	424	322
135	741	0	744
125	0	279	320
67	0	587	700
102	989	247	840
0	794	1	781
171	170	315	354
197	134	64	710
175	634	620	739
0	601	78	727
129	0	693	117
0	998	424	724
0	737	42	761
119	0	319	350
221	120	0	760
241	47	279	701
206	763	26	740
215	0	219	713
102	152	445	712
138	773	0	783
213	0	292	710
195	291	0	689
192	105	189	326
189	751	4	737
103	834	0	733
155	38	332	682
190	171	267	681
128	297	54	687
212	656	23	810
138	49	174	681
222	97	225	819
246	0	441	376
112	659	701	755
146	724	0	770
12	661	0	730
20	0	152	686
245	133	126	750
244	597	366	777
0	620	26	734
20	754	0	776
245	117	331	351
225	0	273	293
208	140	316	439
59	0	324	675
2	719	0	738
0	122	1001	0
160	721	133	781
329	217	459	676
142	592	0	780
120	0	3	697
41	553	149	741
302	708	264	742
13	176	162	704
208	663	41	795
199	184	186	359
181	90	14	335
325	0	449	634
175	716	0	749
167	83	450	494
37	644	0	793
262	188	147	697
116	579	0	758
244	0	719	653
236	0	642	675
376	0	745	623
0	71	99	313
205	0	280	716
0	672	20	741
0	843	0	747
225	617	53	771
191	601	118	753
53	680	214	775
0	724	0	768
232	684	146	736
243	75	0	696
117	0	210	302
277	0	177	686
295	433	269	648
248	0	0	773
180	0	804	665
205	671	0	730
154	799	0	733
250	55	634	812
230	721	0	778
0	805	0	772
253	617	54	747
185	720	64	759
230	280	256	421
172	672	0	749
181	86	420	393
0	653	0	722
149	722	0	786
203	507	429	717
0	812	0	706
100	868	0	739
0	22	25	654
222	0	228	762
0	765	7	777
11	195	0	709
206	253	17	679
41	716	179	727
291	83	283	137
63	797	394	760
261	0	311	678
270	0	417	415
186	0	164	708
155	736	0	776
193	133	298	340
195	75	254	365
147	595	0	756
0	765	0	724
163	542	124	747
213	0	353	345
252	655	0	745
87	692	32	751
185	677	0	715
39	793	93	745
59	50	83	683
98	835	0	788
0	255	127	741
184	0	363	267
185	733	0	751
158	0	368	339
99	710	0	779
17	778	0	733
35	821	0	769
162	631	143	758
0	867	0	732
137	805	60	724
39	141	0	723
214	341	271	351
105	857	0	744
41	783	0	745
301	0	829	234
126	168	65	294
163	757	0	770
210	0	400	285
136	0	175	741
133	866	11	736
226	47	94	792
0	775	0	718
389	0	695	837
0	796	187	760
224	0	0	691
0	0	179	694
128	0	386	755
0	819	0	769
187	233	15	696
91	793	0	777
0	811	0	743
271	209	291	374
259	0	497	659
85	819	0	746
168	579	0	752
0	697	0	739
230	709	0	772
180	101	0	719
114	133	154	254
0	811	0	753
0	49	15	715
146	108	274	725
0	695	0	775
115	194	117	200
86	13	522	667
296	8	482	365
0	649	0	750
324	0	528	724
250	0	365	590
0	710	0	753
0	592	0	735
137	0	351	725
69	0	347	744
251	85	127	731
173	696	0	787
0	844	270	710
82	797	0	741
155	0	610	679
190	113	231	695
153	0	352	311
84	695	0	768
253	51	0	695
0	784	0	713
139	651	3	717
244	30	268	733
111	756	68	764
274	232	399	759
354	21	525	677
177	566	232	762
136	851	68	730
206	503	0	743
141	757	274	809
191	708	0	749
197	0	212	716
102	788	0	726
316	178	297	700
239	56	30	704
61	0	352	723
58	851	0	720
0	781	0	737
202	106	291	363
201	0	435	272
213	0	330	383
196	714	0	729
0	892	0	776
0	654	0	751
0	791	24	719
251	663	0	758
179	654	50	741
223	0	28	710
195	166	497	679
181	919	130	798
163	751	24	768
0	78	196	776
175	134	351	677
61	63	160	694
11	659	0	758
15	867	0	773
69	555	42	727
0	834	7	741
293	0	383	770
221	82	462	52
246	0	600	646
349	0	641	308
161	29	169	671
25	77	19	723
154	255	0	721
242	0	352	759
32	730	0	747
190	204	132	691
0	814	0	749
231	86	0	687
0	832	0	777
194	94	353	318
226	208	155	734
33	0	255	277
141	669	0	765
65	228	263	307
0	645	31	731
280	13	664	694
0	705	0	747
212	0	195	753
177	545	0	730
59	807	0	745
221	0	605	661
139	709	0	766
271	0	594	662
47	804	0	715
143	1	318	656
41	147	154	295
0	37	0	733
22	702	167	751
217	196	223	715
321	71	328	436
117	655	0	783
114	572	244	756
0	739	0	780
128	274	0	733
177	174	177	725
0	765	0	762
37	463	48	751
126	824	0	758
399	64	511	676
0	645	0	722
216	226	233	348
151	608	0	744
0	727	5	755
0	677	34	780
27	812	0	757
0	812	152	715
161	0	21	692
140	0	396	302
190	0	433	181
0	764	0	724
55	182	0	705
99	685	13	780
67	700	597	749
150	646	0	745
96	770	0	779
75	244	60	694
182	817	647	730
245	4	440	692
130	756	14	766
172	76	13	721
0	819	0	789
0	166	197	240
181	0	440	656
178	737	114	765
189	762	0	813
0	788	22	739
20	862	0	727
140	779	0	794
170	153	0	704
171	12	360	341
134	797	387	724
116	790	0	744
120	749	63	762
148	136	268	685
22	676	520	702
167	282	635	685
146	0	384	699
5	809	0	747
0	790	0	735
0	729	622	753
0	188	0	690
226	200	187	696
299	135	456	311
177	680	0	775
235	244	427	386
196	244	171	701
249	558	0	774
61	730	15	757
319	0	551	703
0	863	0	743
206	2	0	738
24	744	80	728
113	43	196	711
31	757	0	747
0	670	201	744
0	802	0	762
0	821	0	749
169	627	461	739
120	112	0	643
211	723	226	825
14	658	59	774
30	115	18	566
203	753	0	712
78	212	45	691
119	615	57	791
0	666	0	704
252	709	0	768
255	751	0	750
261	565	63	728
146	716	179	764
165	239	128	653
185	724	40	762
142	695	27	773
94	741	0	736
210	0	339	699
0	661	450	729
37	814	146	728
28	663	62	740
124	237	0	745
213	158	0	309
292	141	164	708
38	0	363	767
186	698	0	738
157	0	516	712
95	0	165	746
165	542	72	718
125	0	328	655
232	0	732	540
229	223	303	352
43	805	0	715
39	673	73	760
47	755	0	737
286	0	340	412
34	625	278	730
220	4	612	700
35	0	182	205
226	332	62	337
0	654	521	722
183	58	400	747
208	527	492	708
54	600	11	761
204	800	192	718
0	598	0	730
120	758	6	685
171	102	130	724
259	184	0	710
263	45	266	737
0	800	0	749
44	721	34	750
0	867	0	731
50	681	0	762
70	498	0	734
142	852	67	688
0	862	636	749
0	859	0	787
2	642	65	750
82	831	0	753
170	192	0	709
148	2	32	665
0	628	4	747
51	619	28	741
262	19	73	700
0	774	0	752
166	0	308	694
193	181	198	717
254	704	0	772
237	0	157	725
255	643	0	778
1	453	0	723
266	117	0	687
0	901	86	772
204	140	45	667
5	100	52	727
71	121	311	319
0	820	0	760
51	755	0	735
290	738	0	789
262	0	511	705
66	744	0	758
244	22	251	415
208	0	345	287
179	568	61	759
165	383	0	715
0	815	0	771
226	188	190	666
122	711	0	793
177	142	16	754
397	12	401	687
70	0	0	695
273	0	398	697
106	700	91	791
240	204	0	703
0	669	676	691
83	675	160	712
127	746	0	721
0	913	0	766
97	790	0	741
250	649	29	772
254	0	395	306
12	785	10	778
203	215	0	725
114	629	0	739
0	741	0	715
253	0	137	690
131	0	221	699
173	189	0	748
250	442	169	704
45	717	48	735
0	586	25	745
0	668	54	763
111	509	0	718
0	784	0	715
130	104	67	732
256	85	60	700
86	694	0	752
237	348	379	743
120	183	0	707
153	0	205	681
64	0	313	328
255	768	16	788
205	0	604	165
205	169	308	735
187	53	200	710
216	195	407	715
209	0	281	711
179	132	183	687
195	0	118	687
0	840	0	736
125	122	204	735
97	70	176	704
260	0	272	683
107	780	42	716
143	74	0	713
294	701	42	772
103	133	0	706
79	186	0	756
274	537	45	797
225	63	538	250
193	229	389	681
104	750	0	748
83	844	47	741
0	683	260	732
161	202	372	290
109	185	11	716
77	258	15	737
212	66	333	371
184	67	399	685
0	24	999	0
0	675	101	720
157	686	19	707
142	0	128	729
336	55	575	681
227	92	138	692
268	76	318	728
168	0	629	251
239	90	610	654
52	194	0	712
235	184	237	691
174	0	283	322
295	649	419	576
169	725	83	719
47	797	61	688
190	600	0	727
56	781	0	763
0	863	0	739
0	824	0	741
54	176	127	713
208	139	255	724
33	875	0	761
199	587	0	763
148	738	0	748
215	222	93	729
0	724	0	754
190	263	0	681
51	816	0	745
114	836	0	738
171	699	0	779
120	733	135	704
0	812	0	750
202	0	0	672
24	189	518	720
117	0	177	731
83	149	97	689
251	17	446	318
247	704	0	742
159	655	0	802
65	647	4	723
202	180	660	224
35	799	39	751
51	757	359	726
188	138	0	742
158	713	0	742
142	115	81	350
235	63	738	700
153	1	85	647
114	145	160	749
341	1012	673	719
0	722	0	737
0	832	0	747
0	675	0	755
370	0	535	691
0	767	0	749
0	0	62	674
237	209	47	687
3	35	199	709
82	780	0	780
0	672	0	755
237	0	229	322
55	694	0	752
232	803	0	727
256	654	502	722
116	219	0	746
60	201	291	308
80	27	283	706
213	83	0	686
27	840	0	760
61	593	0	769
0	815	0	724
235	327	0	693
