FL1-H	FL2-H	FL3-H	FL4-H
205	775	209	732
99	0	275	751
0	0	0	778
25	80	0	765
33	752	0	698
0	720	0	693
191	0	69	741
125	55	254	704
165	644	277	610
35	742	57	717
229	0	314	663
0	794	0	748
42	762	0	713
80	800	47	753
179	0	44	778
91	713	0	671
109	806	0	761
84	189	262	774
134	731	0	687
170	744	180	724
10	0	286	729
200	117	0	726
208	762	0	688
97	0	81	744
128	739	163	685
198	284	302	759
51	784	0	732
77	69	257	352
0	768	240	739
184	0	165	779
286	167	0	754
0	757	0	718
271	691	661	679
0	747	326	712
292	0	158	675
143	93	41	752
128	111	0	739
38	120	215	712
0	753	0	732
185	707	632	693
221	715	661	732
179	0	314	740
202	69	0	712
200	0	382	750
206	165	0	797
175	163	0	753
357	19	540	703
0	807	0	727
0	760	155	718
129	735	212	689
147	805	5	760
0	785	191	771
186	272	0	761
0	120	0	797
0	803	0	766
0	74	14	772
167	0	77	759
174	105	0	731
187	0	105	764
260	101	394	768
142	0	6	780
0	770	0	704
14	38	72	753
0	0	501	747
186	93	144	783
41	75	222	730
25	807	0	748
68	0	0	759
14	685	0	691
202	53	65	761
0	741	422	700
163	5	411	759
206	462	472	620
26	174	0	757
64	760	0	742
299	800	0	760
172	774	240	733
127	774	0	820
197	213	187	770
0	783	0	744
165	721	0	719
114	703	404	694
0	0	195	767
0	742	232	714
245	174	81	756
123	156	82	765
0	700	0	666
73	756	83	720
226	110	118	769
156	805	0	732
243	0	191	814
0	831	19	778
49	0	54	776
133	110	0	808
155	50	166	757
57	699	26	692
120	127	0	733
162	82	0	762
17	757	32	691
0	802	179	759
28	285	106	750
40	730	0	738
119	188	246	784
152	123	0	770
0	0	0	787
113	0	0	793
0	711	379	683
52	749	0	707
152	0	168	761
0	687	0	635
78	761	0	727
131	689	0	654
69	66	158	774
13	759	0	728
72	723	0	691
122	778	341	714
2	546	0	766
254	13	110	814
141	224	0	749
0	728	372	683
0	703	229	689
259	7	0	775
190	766	0	726
164	210	0	736
0	9	985	0
247	0	0	798
0	792	0	756
143	789	86	746
99	0	138	747
153	0	396	691
146	787	0	743
293	37	374	831
7	673	221	680
206	0	44	746
15	689	194	677
0	732	0	693
245	787	897	598
103	221	2	697
147	692	0	673
52	26	68	754
0	781	0	724
0	773	0	734
137	749	0	696
0	0	0	735
198	34	370	736
91	0	192	782
0	673	365	660
172	760	0	731
144	35	30	760
283	0	749	754
1	177	0	765
0	802	0	759
0	9	0	754
0	756	0	715
135	0	29	768
163	767	0	729
199	4	145	793
77	4	0	755
0	764	40	725
128	0	203	789
66	765	0	725
109	150	230	777
172	508	0	786
66	781	0	714
0	803	0	758
147	196	35	782
145	743	62	698
26	0	85	728
178	88	195	786
0	787	0	744
221	673	0	633
0	759	0	703
0	802	66	734
131	6	0	791
148	753	0	723
57	760	0	716
100	789	300	744
40	760	190	700
0	63	0	752
0	772	0	729
33	100	0	750
2	752	0	723
127	156	232	737
154	0	276	683
248	371	269	801
23	0	114	751
193	0	123	762
66	725	28	690
213	0	83	758
240	129	65	783
0	778	0	729
171	65	0	738
0	0	282	728
0	746	570	685
182	93	0	744
117	752	0	703
135	0	310	751
110	106	82	743
0	788	0	731
0	763	95	702
0	741	0	674
0	0	44	776
66	719	0	697
164	643	739	661
187	733	0	671
86	56	513	753
129	199	184	731
184	401	305	689
185	98	17	739
0	678	223	661
169	715	0	684
53	779	97	725
181	0	215	734
59	737	0	703
152	721	99	713
0	139	853	0
124	0	0	760
99	0	327	351
224	0	262	785
210	151	4	780
0	781	0	728
344	0	600	739
202	0	417	707
35	735	85	685
0	755	0	725
275	168	242	708
12	782	0	756
94	0	184	719
143	0	218	717
253	278	7	752
206	197	211	762
0	753	155	719
101	733	135	701
17	0	269	738
219	66	158	296
245	244	0	710
192	0	11	771
0	740	0	684
0	783	0	687
0	745	0	710
111	0	156	754
134	136	174	754
24	24	185	763
196	23	374	754
157	719	111	705
64	798	18	743
91	232	0	723
63	0	290	741
147	107	44	740
47	770	81	717
0	769	0	722
0	754	0	705
0	34	0	744
229	0	143	732
224	1	0	736
187	261	157	347
130	2	392	641
113	57	126	743
91	1	98	774
83	745	0	690
36	0	17	796
0	730	0	705
166	190	199	746
39	803	162	746
90	0	7	739
128	209	713	677
235	0	120	773
140	0	86	745
165	0	137	766
173	119	361	745
94	0	30	767
150	802	0	759
81	738	79	701
31	806	4	770
0	772	0	706
85	127	90	746
106	656	0	651
0	782	16	754
196	49	0	731
85	0	0	756
0	0	43	774
78	770	0	721
44	739	41	678
156	781	247	718
222	310	113	804
214	742	0	701
0	800	0	741
1	0	39	771
32	745	24	727
0	775	0	749
195	0	555	510
160	0	37	773
205	751	0	734
0	0	555	759
61	736	52	702
11	676	0	603
197	156	0	764
95	28	24	783
65	52	196	775
98	81	29	744
621	686	650	795
143	720	127	726
248	728	38	696
197	210	0	795
32	0	95	735
27	796	0	723
172	0	137	721
0	804	0	734
0	796	28	714
63	706	605	661
0	759	183	723
153	98	0	747
93	3	58	741
132	53	51	736
0	737	117	668
53	74	0	746
3	751	0	708
26	778	21	740
173	750	37	722
44	716	0	696
213	749	0	715
0	819	0	770
208	719	0	672
3	728	45	711
0	692	644	684
1	675	0	679
176	0	0	774
0	0	77	753
51	780	0	725
75	714	0	683
0	715	24	690
257	6	0	811
28	140	91	758
76	741	0	698
198	0	175	712
171	637	145	583
156	236	0	773
130	170	0	749
150	794	0	753
194	772	7	744
54	207	0	780
68	0	302	759
0	0	251	749
19	784	0	734
29	66	219	778
184	3	230	751
42	802	0	748
113	0	257	773
198	0	0	756
170	0	154	748
37	187	0	747
0	777	170	732
0	784	167	727
239	0	573	767
75	795	0	730
12	0	265	759
56	765	0	722
0	790	0	750
141	0	381	816
0	776	0	740
9	859	0	718
8	667	0	576
83	768	153	731
118	768	111	711
27	230	0	723
0	792	102	752
111	313	35	741
194	0	38	770
87	725	0	704
105	0	0	755
150	0	280	738
81	769	75	748
42	728	0	710
39	0	102	772
50	718	16	690
0	790	0	732
144	767	766	664
136	0	299	746
148	687	268	649
70	206	0	766
0	885	0	808
210	0	300	754
2	758	162	704
141	720	0	715
10	780	0	740
132	0	0	742
65	681	188	685
0	726	0	672
197	0	0	765
129	47	0	769
174	24	62	696
311	18	413	511
179	0	401	743
233	0	309	669
214	0	0	771
19	739	0	709
126	0	446	755
104	762	111	730
73	777	21	732
0	729	68	667
0	731	59	641
174	762	105	744
0	805	0	734
12	770	0	736
254	71	174	782
0	753	0	707
28	734	98	699
215	197	0	720
177	148	0	775
98	0	307	754
237	21	210	735
0	725	599	705
103	0	0	715
1	652	179	654
161	185	62	753
239	773	32	697
4	841	0	769
131	0	225	764
49	268	0	729
189	217	89	754
0	0	176	770
0	778	0	745
0	780	100	732
0	763	91	728
5	122	0	751
47	0	50	765
266	674	121	619
146	665	0	705
119	757	0	723
202	0	177	791
52	653	0	573
228	172	360	325
247	0	266	683
158	70	131	713
189	110	0	774
59	735	0	744
201	274	265	685
127	833	0	757
120	15	76	755
159	721	0	696
0	0	399	279
206	0	315	775
107	768	0	714
11	750	0	726
61	0	0	786
0	765	10	736
0	755	24	693
0	773	0	750
43	0	435	345
0	773	0	726
47	116	93	738
112	775	268	722
0	17	291	750
182	778	168	733
60	0	79	768
186	100	295	757
139	27	9	766
0	742	0	716
339	0	515	696
0	730	0	690
0	735	124	708
15	788	0	713
57	698	233	681
8	798	200	755
143	235	63	771
199	0	86	750
15	133	0	764
251	0	18	754
135	0	2	776
107	141	0	755
69	203	132	745
4	745	0	706
125	0	0	788
8	766	84	718
201	372	158	757
66	218	0	739
61	785	56	760
141	720	169	682
0	792	0	758
152	766	64	720
196	718	322	691
208	0	143	763
145	237	0	741
174	726	56	724
195	776	0	734
0	0	343	751
166	0	0	756
165	0	0	772
289	123	350	658
139	574	447	574
180	0	91	755
138	72	422	750
138	255	0	723
259	157	56	763
42	784	0	721
185	0	1	726
0	784	110	694
12	786	0	747
380	802	0	744
125	166	434	781
106	0	45	772
123	53	46	750
165	242	152	671
198	195	134	768
63	779	54	713
164	31	0	743
215	0	549	772
0	821	0	783
0	794	0	746
24	745	138	723
0	719	0	713
82	795	0	733
0	705	25	689
38	737	103	726
223	0	0	761
183	731	5	677
27	712	204	710
0	0	158	744
0	0	225	754
50	782	0	715
159	754	0	705
227	58	113	758
200	278	0	786
0	810	0	754
126	768	0	730
144	0	329	759
47	686	324	656
107	0	262	361
106	720	0	680
0	633	751	601
0	773	0	735
177	758	0	723
298	0	585	566
102	208	0	750
180	224	86	770
64	738	4	679
195	770	77	700
46	33	0	717
0	798	0	732
168	122	267	764
0	642	281	599
15	725	0	699
0	776	0	756
56	729	0	712
87	208	0	783
120	143	0	737
50	815	0	780
83	826	0	748
295	0	375	740
0	676	132	689
219	13	0	744
54	0	19	768
139	0	261	767
0	791	52	739
126	782	0	721
194	749	0	728
157	776	0	707
167	238	198	759
220	0	83	775
0	812	0	713
47	245	0	719
163	722	63	697
164	0	449	740
10	777	7	734
237	225	200	731
164	0	0	742
21	203	205	766
39	780	0	745
129	778	115	755
66	214	0	779
132	770	110	709
119	144	57	775
79	711	37	675
153	101	0	760
55	751	38	700
0	166	65	745
0	769	0	740
51	184	0	766
160	92	248	742
152	75	0	767
152	0	176	780
610	995	871	545
256	271	332	502
9	191	0	769
112	730	0	703
34	712	171	679
172	199	129	675
9	0	0	745
58	748	460	718
0	751	0	690
93	0	347	673
226	685	75	679
223	0	69	775
150	788	0	745
0	746	0	723
168	36	124	753
0	790	0	762
202	799	217	737
207	51	265	682
108	734	501	700
0	683	0	660
0	779	27	711
6	648	0	581
159	4	39	735
85	720	0	691
109	668	0	629
152	726	23	700
335	235	354	725
256	0	423	720
72	0	478	703
23	48	135	803
101	0	0	753
211	112	354	776
114	216	0	762
87	0	129	758
137	0	291	759
183	250	46	771
208	204	0	714
0	704	14	645
249	107	588	630
142	0	119	736
0	760	61	681
7	752	32	703
0	725	0	700
0	687	150	660
0	43	47	754
92	785	0	735
85	708	274	675
151	0	40	760
0	790	0	776
140	699	0	682
259	135	70	729
164	0	204	756
53	702	596	678
102	208	0	767
121	0	0	732
239	0	209	764
110	236	345	760
134	733	76	726
143	29	12	745
62	0	463	770
54	771	6	719
66	173	266	723
73	151	0	753
18	9	0	718
79	689	227	688
221	0	95	764
143	250	0	818
176	0	202	757
231	0	184	754
43	759	304	719
0	798	0	735
148	0	160	759
3	0	0	742
188	0	0	769
0	149	0	743
75	828	153	734
115	442	0	747
12	744	0	711
19	0	129	764
300	0	333	697
130	0	0	771
116	255	0	766
123	0	146	789
23	740	0	717
63	757	0	720
67	694	0	697
0	0	83	768
82	194	0	778
82	0	123	726
206	775	0	732
231	341	61	766
220	159	0	781
0	734	16	707
275	90	134	781
0	788	216	735
287	109	301	783
53	233	0	748
176	749	0	709
108	0	111	784
131	0	118	755
76	1	17	770
119	0	0	745
239	0	265	803
42	733	216	694
0	788	0	749
0	778	0	707
32	165	0	736
0	751	294	718
111	85	0	726
187	14	0	770
77	10	5	742
5	776	35	733
0	724	0	697
0	711	520	698
161	5	0	771
73	399	0	652
52	803	0	752
205	148	258	356
