FL1-H	FL2-H	FL3-H	FL4-H
44	784	0	730
117	27	86	694
0	802	97	731
0	805	0	761
0	189	90	750
641	191	161	127
0	771	20	720
72	59	0	749
0	154	3	820
206	28	338	774
104	800	0	749
148	162	0	725
69	754	695	707
723	63	138	95
130	0	433	764
572	676	307	134
176	12	276	747
617	339	371	158
629	753	0	0
9	740	409	695
0	793	0	743
667	812	0	180
0	738	0	712
123	882	0	825
135	708	11	704
97	734	0	699
666	266	0	134
111	121	0	764
207	0	126	753
184	11	0	776
39	715	482	700
101	86	0	766
121	1	0	762
231	766	120	719
0	786	0	726
0	743	457	695
218	89	275	760
0	756	50	734
155	588	27	596
0	739	0	723
222	0	0	763
14	144	247	754
0	796	0	747
21	750	0	714
254	0	0	778
205	83	199	760
82	799	0	738
659	798	273	240
35	0	350	741
113	758	57	724
231	11	0	780
103	215	0	263
56	703	150	685
149	183	74	754
0	635	71	612
112	177	54	785
0	260	0	758
204	271	221	761
187	0	255	721
170	0	101	729
649	306	78	196
64	801	0	747
57	712	0	673
0	784	112	749
107	0	137	754
156	235	74	763
129	125	0	718
133	213	124	745
152	0	86	186
122	687	219	635
110	733	0	684
219	104	0	769
16	714	13	702
174	0	173	762
601	759	0	0
194	757	235	741
173	57	0	775
686	237	0	156
34	714	0	641
0	759	501	721
167	773	0	757
146	0	9	733
43	6	180	741
0	727	0	708
694	227	260	317
0	783	13	739
91	764	0	727
195	0	475	765
600	709	0	287
0	703	0	665
196	32	172	741
0	741	0	712
89	612	49	592
0	849	0	781
607	251	0	200
122	773	0	739
87	0	0	747
0	786	0	738
238	209	0	774
182	0	127	742
0	739	77	696
162	691	0	680
162	676	0	679
267	179	392	794
84	752	146	710
74	182	0	744
0	692	0	664
156	98	0	758
81	772	43	724
0	796	330	733
196	216	0	745
0	741	0	738
0	700	0	673
187	150	430	733
0	767	0	719
82	0	0	768
161	804	4	761
155	759	154	713
581	703	0	336
152	0	38	707
9	166	0	736
190	0	263	764
180	766	0	705
197	239	0	748
6	571	180	597
108	752	0	709
84	136	0	767
33	649	31	663
150	2	93	748
301	0	530	684
