FL1-H	FL2-H	FL3-H	FL4-H
62	61	422	328
29	642	105	737
0	0	381	592
259	228	147	632
198	0	0	695
150	83	0	721
245	577	30	690
0	842	1021	0
166	191	96	674
110	762	18	711
128	0	205	692
201	0	50	712
610	756	0	203
159	523	0	715
0	525	998	0
145	708	0	744
89	790	0	783
174	0	0	738
619	690	0	218
147	43	510	684
0	0	375	324
231	0	472	578
568	633	488	0
72	636	511	609
242	186	472	651
248	0	585	638
650	755	403	254
61	0	437	681
66	0	410	696
0	637	429	708
87	46	219	719
0	150	417	686
132	25	0	699
0	624	673	742
0	745	0	749
126	736	0	737
0	630	0	731
682	771	0	293
51	0	60	647
53	694	0	765
237	664	0	700
0	0	157	680
0	757	0	769
0	613	291	722
197	180	129	680
143	0	0	704
144	0	43	703
198	353	0	715
92	11	29	722
189	0	0	701
3	781	0	751
33	307	0	692
65	213	0	710
42	470	0	638
215	0	170	670
301	131	747	591
138	34	0	717
0	794	0	727
219	58	0	786
610	688	492	0
130	11	0	754
54	0	758	699
234	187	12	683
129	694	0	715
0	679	0	694
0	0	147	665
636	559	0	205
25	0	0	713
102	319	0	766
54	0	12	740
0	0	0	707
0	780	406	725
172	0	0	726
15	742	0	760
0	717	0	754
84	157	0	565
86	729	13	726
641	847	0	238
172	0	129	343
57	657	0	775
290	131	227	748
158	757	86	756
135	0	93	722
72	0	426	680
20	174	153	666
0	824	0	731
0	754	0	738
17	723	0	732
0	846	0	742
143	0	0	705
207	19	185	682
0	118	0	705
45	749	58	771
146	0	213	288
0	625	0	673
0	0	995	0
137	230	35	681
150	0	423	655
169	124	67	683
39	731	0	719
0	629	1013	0
172	38	11	669
49	324	257	700
241	30	171	719
0	806	0	728
611	772	0	239
208	0	49	736
183	803	0	735
113	172	0	716
86	122	0	705
162	0	252	713
192	0	0	696
76	660	0	770
3	700	0	701
183	166	0	651
76	48	0	711
74	105	306	339
184	37	108	714
31	725	0	741
165	0	122	696
86	213	75	721
204	0	177	656
336	56	741	506
176	0	514	679
236	630	18	806
137	0	247	795
186	400	147	650
160	52	450	693
0	690	165	717
249	83	133	697
169	0	35	705
257	630	571	699
220	199	43	710
24	753	0	731
0	139	1006	0
644	784	279	187
213	0	367	341
144	678	0	757
88	727	0	763
645	755	0	52
29	722	0	743
78	789	172	741
104	77	114	684
142	136	0	674
132	186	456	662
198	0	499	669
237	0	642	657
203	0	405	712
647	539	228	30
189	221	0	710
227	618	133	714
187	0	268	656
178	55	66	666
396	258	776	507
64	791	0	747
189	684	14	750
