FL1-H	FL2-H	FL3-H	FL4-H
113	118	178	53
153	0	199	107
95	36	261	17
73	210	149	173
769	0	362	158
68	0	314	78
257	61	96	123
0	15	313	128
269	27	62	98
0	182	62	147
0	34	91	41
269	265	0	117
253	209	0	88
126	244	282	95
95	60	568	25
9	0	281	128
227	35	185	91
255	16	216	149
125	242	0	237
214	237	0	70
754	64	55	209
222	0	303	134
142	0	331	145
657	188	263	186
694	0	199	92
651	115	267	111
690	139	82	209
84	187	0	16
245	60	285	191
160	0	227	0
200	39	10	258
119	0	51	145
179	5	254	151
665	225	0	169
294	150	223	226
692	0	249	119
193	155	138	245
132	0	350	115
278	0	505	144
682	0	111	162
45	194	142	105
187	94	183	213
211	89	294	126
222	0	474	80
764	191	0	145
732	239	0	43
163	0	362	0
234	0	277	39
306	115	0	103
214	11	525	64
199	41	221	159
233	201	8	188
255	0	256	156
175	11	218	208
150	0	347	66
182	126	128	189
253	68	182	169
54	15	267	65
212	229	245	49
178	180	280	137
691	0	45	89
193	0	363	200
158	14	271	154
94	0	139	84
53	0	283	140
681	3	65	212
230	0	339	123
191	4	331	110
668	183	46	218
657	0	237	141
70	210	0	188
767	69	133	8
3	0	270	80
175	0	355	22
0	128	283	166
340	188	319	9
679	251	231	210
160	147	0	166
690	0	217	24
179	68	137	97
754	84	77	191
148	158	208	160
245	48	0	137
218	0	302	24
657	0	79	248
750	104	0	154
0	76	170	82
18	198	116	115
146	189	194	75
133	192	0	206
684	124	0	43
687	249	35	70
221	114	267	158
282	0	612	234
147	177	21	139
0	0	210	20
52	0	252	43
184	100	41	0
146	4	100	146
145	26	93	26
652	15	111	31
40	20	267	169
188	45	362	92
170	143	93	0
112	130	311	113
111	99	208	159
94	197	149	76
177	256	0	78
66	8	258	153
208	152	125	96
280	150	130	162
0	100	178	169
162	69	49	53
663	140	203	191
65	0	375	153
25	219	0	91
118	165	26	179
711	137	0	61
224	119	59	115
156	122	287	185
114	164	0	90
187	0	816	0
260	56	0	180
131	282	0	79
58	0	195	67
129	0	452	62
139	100	176	151
242	10	117	112
85	0	245	100
36	147	155	79
246	0	678	0
0	0	346	228
65	165	158	112
74	219	0	142
626	46	0	192
142	19	268	174
213	0	419	101
56	162	146	99
0	185	1	193
46	159	3	89
180	166	180	199
0	125	345	60
89	0	271	186
276	177	89	106
0	207	218	148
