FL1-H	FL2-H	FL3-H	FL4-H
166	20	12	721
127	0	199	702
57	31	287	0
169	68	320	41
130	0	10	739
181	33	0	706
15	48	118	699
218	173	412	772
153	310	240	611
110	58	401	661
0	204	176	760
275	221	410	663
141	28	346	614
165	70	263	720
0	138	316	686
36	183	0	631
59	0	433	666
0	78	0	663
0	162	0	535
114	166	0	441
91	175	0	660
69	156	297	742
139	0	153	722
0	0	0	719
221	2	22	731
231	0	93	699
199	105	35	761
44	0	12	738
75	136	89	748
237	0	289	742
197	0	170	728
149	0	166	738
104	0	894	419
0	0	0	699
85	57	0	744
325	0	109	797
127	0	7	755
150	0	4	725
0	0	0	750
144	221	54	740
169	745	38	749
235	75	10	751
226	9	0	749
35	42	0	727
174	350	0	720
74	91	0	751
228	30	0	732
199	0	46	701
159	107	0	693
130	185	0	711
188	52	196	784
106	166	44	797
227	59	514	633
63	1018	184	702
112	0	24	757
198	106	82	739
72	0	0	736
193	26	0	803
0	134	0	738
135	0	0	786
157	0	0	736
0	54	0	717
242	0	0	799
181	64	60	717
73	130	0	761
266	0	0	798
176	0	68	725
20	159	0	742
284	0	550	280
216	129	0	753
91	375	0	716
10	161	76	717
163	0	160	737
138	0	258	642
18	170	58	757
47	175	0	745
92	355	0	777
75	0	0	771
109	319	0	747
132	45	0	727
146	0	51	750
103	0	105	766
0	856	0	642
243	0	0	709
204	0	71	694
142	0	85	727
195	31	657	709
225	0	0	766
88	104	8	790
93	0	0	763
0	44	0	654
148	0	175	712
220	314	134	739
161	0	0	710
84	0	100	758
142	168	0	724
118	370	31	817
211	39	83	721
125	293	0	717
0	133	450	14
242	256	369	711
198	376	408	617
191	250	378	714
112	0	306	673
131	155	0	784
229	16	0	743
170	129	0	713
170	0	89	766
70	0	57	682
193	0	0	753
217	0	44	714
47	76	299	749
63	75	54	717
193	149	58	760
183	0	312	752
216	64	49	791
36	227	106	751
10	0	0	760
19	0	0	752
174	80	36	729
102	14	0	728
107	0	105	726
94	148	134	753
160	18	0	723
68	0	106	765
103	37	0	688
109	0	252	703
163	0	70	738
169	8	420	551
213	12	10	169
189	0	302	534
168	286	0	779
141	157	80	743
0	231	0	690
170	0	203	759
157	231	0	749
256	251	433	691
0	164	351	762
0	878	0	649
0	101	41	723
192	0	182	702
137	103	0	739
67	0	562	708
154	0	16	725
178	196	146	731
148	0	305	731
214	0	62	735
0	221	18	723
129	156	46	755
196	0	146	712
141	227	0	662
0	152	1	755
242	0	362	695
0	0	322	727
192	278	369	246
278	0	409	672
245	72	304	682
121	214	289	713
139	174	394	780
138	95	501	727
180	292	374	703
227	232	392	742
36	357	439	748
241	180	432	781
262	320	483	629
347	427	549	691
355	403	555	750
331	410	515	721
277	350	554	507
276	324	471	737
275	328	506	670
264	305	515	651
63	316	453	667
197	808	552	807
7	0	394	820
106	0	377	684
28	0	354	680
0	0	355	768
30	42	0	719
82	0	206	803
0	0	0	684
74	868	0	758
145	0	0	720
183	0	18	745
17	21	0	749
0	0	0	675
0	0	0	728
228	0	0	758
106	0	0	667
26	161	0	743
113	0	0	693
0	6	0	753
225	96	0	760
92	0	0	719
66	21	0	717
68	57	0	674
0	0	0	722
260	4	589	720
0	152	0	704
215	210	0	727
153	0	10	775
31	125	166	748
248	213	0	725
107	0	0	755
92	214	0	746
194	144	0	741
149	101	21	769
52	125	229	746
229	80	0	744
183	0	0	741
158	368	393	746
228	69	0	739
217	159	0	740
202	0	413	731
174	0	432	736
85	35	367	737
58	687	0	786
139	0	95	769
42	157	71	748
168	1021	343	670
0	0	400	751
153	445	167	698
146	242	49	709
203	0	460	740
125	1017	273	690
0	0	445	678
117	0	61	744
78	468	64	745
218	196	0	736
225	0	461	752
186	242	157	778
133	38	0	724
180	275	241	640
57	357	71	674
280	375	442	296
415	588	589	535
446	443	775	659
456	438	694	671
450	464	630	660
427	906	594	580
472	492	612	590
452	420	683	638
417	376	770	510
416	859	648	616
388	98	606	698
349	179	494	687
230	0	473	717
0	208	523	739
193	161	0	766
0	0	256	745
34	125	161	751
122	0	651	706
184	14	0	761
131	0	0	743
174	161	39	726
202	76	434	702
216	0	198	795
170	11	597	753
120	0	54	744
142	240	211	719
136	139	19	740
252	94	311	741
0	219	0	767
34	475	0	765
17	85	67	711
140	1019	432	642
75	0	438	730
47	71	0	759
125	99	523	747
299	244	194	760
9	0	0	675
110	0	0	723
92	105	15	672
196	113	260	715
211	26	0	747
133	95	0	698
0	740	0	580
204	171	0	773
0	333	0	699
0	5	0	691
86	57	414	741
130	241	0	764
0	113	0	726
247	320	264	179
332	422	507	731
321	407	404	746
287	344	471	690
351	312	517	713
225	310	456	740
0	1008	487	674
2	0	554	782
205	0	121	747
0	213	0	682
0	0	433	763
0	225	0	751
0	143	0	761
124	330	0	702
0	112	17	763
0	0	286	735
51	0	0	720
99	0	14	758
219	73	0	763
7	68	0	710
56	312	0	749
200	0	388	748
123	74	0	707
246	0	720	663
395	415	510	747
345	421	593	709
374	372	609	587
401	410	589	719
408	444	576	689
412	385	579	710
367	0	695	689
3	0	292	699
92	0	247	813
0	0	108	756
182	119	231	699
136	0	137	741
171	176	236	697
122	10	57	722
193	111	109	749
202	196	196	718
18	30	157	730
17	190	114	719
237	245	0	775
78	243	60	704
179	0	216	735
263	111	0	758
129	12	84	824
119	474	330	743
0	143	153	676
199	0	364	764
69	278	0	763
0	234	33	738
213	235	0	768
179	0	0	705
51	28	188	582
243	0	0	738
162	742	418	811
109	18	143	727
162	7	198	780
135	103	0	749
227	233	14	688
262	102	0	805
176	142	99	729
222	0	0	755
0	352	0	187
0	62	352	41
0	57	284	120
131	12	390	0
118	0	199	771
72	2	92	766
162	153	453	18
50	59	0	724
71	0	48	775
255	47	426	182
192	285	0	129
132	3	35	735
102	0	0	740
0	0	289	761
260	342	331	289
2	33	22	762
119	5	37	740
47	0	280	736
297	29	604	103
148	152	578	743
214	0	120	770
73	191	0	732
349	227	522	259
290	0	0	746
239	151	0	767
188	0	0	764
173	0	0	763
204	168	176	736
243	0	15	745
120	190	0	748
114	154	61	746
158	0	206	686
95	182	117	737
197	0	221	795
390	323	562	195
111	730	0	763
1	923	0	714
106	0	181	756
222	210	0	776
0	176	269	756
173	0	0	715
54	0	118	760
0	27	27	623
258	0	72	752
174	59	176	695
62	178	0	732
182	56	0	754
186	92	179	700
205	99	174	735
161	213	0	755
0	555	0	765
208	0	390	748
56	293	0	692
154	223	0	741
206	0	22	757
226	0	38	740
143	607	373	586
0	942	324	795
151	159	173	713
